,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,id,id_nlp_help,id_nlp
1964,4523,17,12,51101,3595703.5,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011712,5110117123596,"fünfeinseinsnulleinseinssiebeneinszweidreifünfneunsechs  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1965,4247,16,11,43457,3594225.58,Zuführung an die Versorgungsrücklage,434571611,4345716113594,vierdreivierfünfsiebeneinssechseinseinsdreifünfneunvier  Zuführung an die Versorgungsrücklage
1966,1785,8,15,42202,3589279.89,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020815,4220208153589,vierzweizweinullzweinullachteinsfünfdreifünfachtneun  Bezüge und Nebenleistungen der beamteten Hilfskräfte
1967,1199,6,25,38101,3583754.2,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381010625,3810106253584,dreiachteinsnulleinsnullsechszweifünfdreifünfachtvier  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
1968,731,5,13,73901,3583165.73,Baumaßnahmen des Hochbaus im Ausland von mehr als 6 000 000 € im Einzelfall,739010513,7390105133583,siebendreineunnulleinsnullfünfeinsdreidreifünfachtdrei  Baumaßnahmen des Hochbaus im Ausland von mehr als 6 000 000 € im Einzelfall
1969,4504,17,11,44101,3582665.27,Beihilfen aufgrund der Beihilfevorschriften,441011711,4410117113583,vierviereinsnulleinseinssiebeneinseinsdreifünfachtdrei  Beihilfen aufgrund der Beihilfevorschriften
1970,2003,9,13,42842,3581943.91,Entgelte für Wissenschaftlerinnen und Wissenschaftler,428420913,4284209133582,vierzweiachtvierzweinullneuneinsdreidreifünfachtzwei  Entgelte für Wissenschaftlerinnen und Wissenschaftler
1971,4693,21,11,63403,3580103.86,Zuweisungen an den Versorgungsfonds,634032111,6340321113580,sechsdreiviernulldreizweieinseinseinsdreifünfachtnull  Zuweisungen an den Versorgungsfonds
1972,4326,16,13,81202,3577798.12,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021613,8120216133578,"achteinszweinullzweieinssechseinsdreidreifünfsiebenacht  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
1973,2883,11,16,81202,3571783.83,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021116,8120211163572,"achteinszweinullzweieinseinseinssechsdreifünfsiebenzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
1974,1271,6,28,42709,3566523.46,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090628,4270906283567,"vierzweisiebennullneunnullsechszweiachtdreifünfsechssieben  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
1975,1793,8,15,52701,3566265.26,Dienstreisen,527010815,5270108153566,fünfzweisiebennulleinsnullachteinsfünfdreifünfsechssechs  Dienstreisen
1976,2557,10,17,81202,3563862.46,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021017,8120210173564,"achteinszweinullzweieinsnulleinssiebendreifünfsechsvier  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
1977,3162,12,12,51101,3553096.98,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011212,5110112123553,"fünfeinseinsnulleinseinszweieinszweidreifünffünfdrei  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
1978,1673,8,10,68701,3549389.75,"Beiträge an Organisationen, Vereine und Verbände im Ausland",687010810,6870108103549,"sechsachtsiebennulleinsnullachteinsnulldreifünfvierneun  Beiträge an Organisationen, Vereine und Verbände im Ausland"
1979,423,4,52,63271,3544759.0,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),632710452,6327104523545,sechsdreizweisiebeneinsnullvierfünfzweidreifünfvierfünf  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)
1980,4004,15,13,38101,3534440.15,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011513,3810115133534,dreiachteinsnulleinseinsfünfeinsdreidreifünfdreivier  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
1981,4287,16,13,11101,3532382.21,"Gebühren, sonstige Entgelte",111011613,1110116133532,"einseinseinsnulleinseinssechseinsdreidreifünfdreizwei  Gebühren, sonstige Entgelte"
1982,4269,16,12,42709,3524057.29,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091612,4270916123524,"vierzweisiebennullneuneinssechseinszweidreifünfzweivier  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
1983,2949,12,1,71121,3522932.78,"Kleine Neu-, Um- und Erweiterungsbauten",711211201,7112112013523,"siebeneinseinszweieinseinszweinulleinsdreifünfzweidrei  Kleine Neu-, Um- und Erweiterungsbauten"
1984,4520,17,12,42709,3517109.75,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091712,4270917123517,"vierzweisiebennullneuneinssiebeneinszweidreifünfeinssieben  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
1985,3893,15,3,68402,3511559.94,Projekte und Maßnahmen zur Stärkung der Patientensicherheit,684021503,6840215033512,sechsachtviernullzweieinsfünfnulldreidreifünfeinszwei  Projekte und Maßnahmen zur Stärkung der Patientensicherheit
1986,3130,12,11,54201,3509267.25,Öffentlichkeitsarbeit,542011211,5420112113509,fünfvierzweinulleinseinszweieinseinsdreifünfnullneun  Öffentlichkeitsarbeit
1987,4477,17,3,68427,3500000.0,Zuschuss an das Deutsche Zentrum für Altersfragen e. V.,684271703,6842717033500,sechsachtvierzweisiebeneinssiebennulldreidreifünfnullnull  Zuschuss an das Deutsche Zentrum für Altersfragen e. V.
1988,3591,14,1,55911,3499999.0,Nationale Steuern und Zölle,559111401,5591114013500,fünffünfneuneinseinseinsviernulleinsdreifünfnullnull  Nationale Steuern und Zölle
1989,2773,11,13,54401,3493057.67,"Forschung, Untersuchungen und Ähnliches",544011113,5440111133493,"fünfvierviernulleinseinseinseinsdreidreivierneundrei  Forschung, Untersuchungen und Ähnliches"
1990,4142,15,17,38101,3477743.29,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011517,3810115173478,dreiachteinsnulleinseinsfünfeinssiebendreiviersiebenacht  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
1991,3941,15,11,54709,3475444.81,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",547091511,5470915113475,"fünfviersiebennullneuneinsfünfeinseinsdreiviersiebenfünf  Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden"
1992,4278,16,12,52701,3467423.0,Dienstreisen,527011612,5270116123467,fünfzweisiebennulleinseinssechseinszweidreiviersechssieben  Dienstreisen
1993,4883,25,2,54461,3456279.72,"Forschung, Untersuchungen und Ähnliches",544612502,5446125023456,"fünfvierviersechseinszweifünfnullzweidreivierfünfsechs  Forschung, Untersuchungen und Ähnliches"
1994,2308,10,5,89361,3453286.4,"Digitalisierung im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz",893611005,8936110053453,"achtneundreisechseinseinsnullnullfünfdreivierfünfdrei  Digitalisierung im Bereich Ernährung, Landwirtschaft und gesundheitlicher Verbraucherschutz"
1995,782,6,1,68428,3445000.0,Beteiligung des Bundes an der Ausrichtung der Sommeruniversiade 2025,684280601,6842806013445,sechsachtvierzweiachtnullsechsnulleinsdreiviervierfünf  Beteiligung des Bundes an der Ausrichtung der Sommeruniversiade 2025
1996,3323,12,18,13201,3441383.01,Erlöse aus der Veräußerung von beweglichen Sachen,132011218,1320112183441,einsdreizweinulleinseinszweieinsachtdreivierviereins  Erlöse aus der Veräußerung von beweglichen Sachen
1997,3095,12,10,68613,3430600.0,Deutsches Maritimes Zentrum in Hamburg,686131210,6861312103431,sechsachtsechseinsdreieinszweieinsnulldreivierdreieins  Deutsches Maritimes Zentrum in Hamburg
1998,2993,12,3,78005,3427512.67,Wiederherstellung der ökologischen Durchgängigkeit und Maßnahmen zur ökologischen Weiterentwicklung an Bundeswasserstraßen,780051203,7800512033428,siebenachtnullnullfünfeinszweinulldreidreivierzweiacht  Wiederherstellung der ökologischen Durchgängigkeit und Maßnahmen zur ökologischen Weiterentwicklung an Bundeswasserstraßen
1999,3583,14,1,53301,3424977.77,Ausbildung von Angehörigen ausländischer Streitkräfte,533011401,5330114013425,fünfdreidreinulleinseinsviernulleinsdreivierzweifünf  Ausbildung von Angehörigen ausländischer Streitkräfte
2000,4800,23,11,44101,3416953.77,Beihilfen aufgrund der Beihilfevorschriften,441012311,4410123113417,vierviereinsnulleinszweidreieinseinsdreiviereinssieben  Beihilfen aufgrund der Beihilfevorschriften
2001,1153,6,24,13201,3414295.98,Erlöse aus der Veräußerung von beweglichen Sachen,132010624,1320106243414,einsdreizweinulleinsnullsechszweivierdreiviereinsvier  Erlöse aus der Veräußerung von beweglichen Sachen
2002,1278,6,28,52501,3405713.6,Aus- und Fortbildung,525010628,5250106283406,fünfzweifünfnulleinsnullsechszweiachtdreiviernullsechs  Aus- und Fortbildung
2003,5040,30,3,68773,3400874.39,"Beitrag und Aufwendungsersatz an den Verein ""Villa Vigoni e. V.""",687733003,6877330033401,"sechsachtsiebensiebendreidreinullnulldreidreiviernulleins  Beitrag und Aufwendungsersatz an den Verein ""Villa Vigoni e. V."""
2004,4405,16,16,51701,3393631.66,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011616,5170116163394,"fünfeinssiebennulleinseinssechseinssechsdreidreineunvier  Bewirtschaftung der Grundstücke, Gebäude und Räume"
2005,2293,10,5,88221,3390553.84,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),882211005,8822110053391,achtachtzweizweieinseinsnullnullfünfdreidreineuneins  Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL)
2006,133,2,12,81203,3382435.02,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages",812030212,8120302123382,"achteinszweinulldreinullzweieinszweidreidreiachtzwei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages"
2007,3580,14,1,16603,3375902.18,Erträge aus dem Konto bei der Zentralbank der Vereinigten Staaten von Amerika,166031401,1660314013376,einssechssechsnulldreieinsviernulleinsdreidreisiebensechs  Erträge aus dem Konto bei der Zentralbank der Vereinigten Staaten von Amerika
2008,2146,9,16,42821,3370053.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428210916,4282109163370,vierzweiachtzweieinsnullneuneinssechsdreidreisiebennull  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
2009,4815,23,12,42709,3369705.99,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427092312,4270923123370,"vierzweisiebennullneunzweidreieinszweidreidreisiebennull  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
2010,12,1,11,43257,3364817.39,Versorgungsbezüge,432570111,4325701113365,vierdreizweifünfsiebennulleinseinseinsdreidreisechsfünf  Versorgungsbezüge
2011,3290,12,17,51701,3362198.92,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011217,5170112173362,"fünfeinssiebennulleinseinszweieinssiebendreidreisechszwei  Bewirtschaftung der Grundstücke, Gebäude und Räume"
2012,3115,12,10,68691,3360087.61,Umsetzung des Nationalen Radverkehrsplans (NRVP) - Zuschüsse an Gesellschaften des privaten Rechts,686911210,6869112103360,sechsachtsechsneuneinseinszweieinsnulldreidreisechsnull  Umsetzung des Nationalen Radverkehrsplans (NRVP) - Zuschüsse an Gesellschaften des privaten Rechts
2013,3445,12,20,54721,3350563.85,Nicht aufteilbare sächliche Verwaltungsausgaben,547211220,5472112203351,fünfviersiebenzweieinseinszweizweinulldreidreifünfeins  Nicht aufteilbare sächliche Verwaltungsausgaben
2014,2575,10,18,53203,3341486.19,Sonstige Dienstleistungsaufträge an Dritte,532031018,5320310183341,fünfdreizweinulldreieinsnulleinsachtdreidreiviereins  Sonstige Dienstleistungsaufträge an Dritte
2015,3331,12,18,38208,3340780.3,"Befahrungsabgaben, die für Dritte erhoben werden",382081218,3820812183341,"dreiachtzweinullachteinszweieinsachtdreidreiviereins  Befahrungsabgaben, die für Dritte erhoben werden"
2016,3843,14,13,42202,3330130.98,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422021413,4220214133330,vierzweizweinullzweieinsviereinsdreidreidreidreinull  Bezüge und Nebenleistungen der beamteten Hilfskräfte
2017,2305,10,5,89352,3328243.07,Bundesprogramm Nutztierhaltung,893521005,8935210053328,achtneundreifünfzweieinsnullnullfünfdreidreizweiacht  Bundesprogramm Nutztierhaltung
2018,3355,12,18,42901,3320640.69,Nicht aufteilbare Personalausgaben,429011218,4290112183321,vierzweineunnulleinseinszweieinsachtdreidreizweieins  Nicht aufteilbare Personalausgaben
2019,326,4,32,68506,3300000.0,Informationspolitische Einrichtungen,685060432,6850604323300,sechsachtfünfnullsechsnullvierdreizweidreidreinullnull  Informationspolitische Einrichtungen
2020,2675,11,7,42709,3295480.06,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091107,4270911073295,"vierzweisiebennullneuneinseinsnullsiebendreizweineunfünf  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
2021,2117,9,15,53201,3290550.23,Aufträge und Dienstleistungen im Bereich Informationstechnik,532010915,5320109153291,fünfdreizweinulleinsnullneuneinsfünfdreizweineuneins  Aufträge und Dienstleistungen im Bereich Informationstechnik
2022,1766,8,13,53202,3281958.4,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532020813,5320208133282,fünfdreizweinullzweinullachteinsdreidreizweiachtzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
2023,1352,6,33,52701,3280444.98,Dienstreisen,527010633,5270106333280,fünfzweisiebennulleinsnullsechsdreidreidreizweiachtnull  Dienstreisen
2024,4135,15,16,54761,3275151.29,Nicht aufteilbare sächliche Verwaltungsausgaben,547611516,5476115163275,fünfviersiebensechseinseinsfünfeinssechsdreizweisiebenfünf  Nicht aufteilbare sächliche Verwaltungsausgaben
2025,4697,21,12,51802,3274616.78,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518022112,5180221123275,fünfeinsachtnullzweizweieinseinszweidreizweisiebenfünf  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2026,2005,9,13,81243,3273971.97,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812430913,8124309133274,"achteinszweivierdreinullneuneinsdreidreizweisiebenvier  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen"
2027,2546,10,17,51101,3272745.98,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011017,5110110173273,"fünfeinseinsnulleinseinsnulleinssiebendreizweisiebendrei  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
2028,2630,11,3,68141,3271935.02,Versorgungsbezüge für Berechtigte nach dem ZDG,681411103,6814111033272,sechsachteinsviereinseinseinsnulldreidreizweisiebenzwei  Versorgungsbezüge für Berechtigte nach dem ZDG
2029,4376,16,15,53202,3271063.7,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532021615,5320216153271,fünfdreizweinullzweieinssechseinsfünfdreizweisiebeneins  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
2030,1316,6,29,51401,3266110.44,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514010629,5140106293266,"fünfeinsviernulleinsnullsechszweineundreizweisechssechs  Verbrauchsmittel, Haltung von Fahrzeugen und dgl."
2031,2353,10,11,43457,3261398.0,Zuführung an die Versorgungsrücklage,434571011,4345710113261,vierdreivierfünfsiebeneinsnulleinseinsdreizweisechseins  Zuführung an die Versorgungsrücklage
2032,2181,9,17,51802,3258620.34,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020917,5180209173259,fünfeinsachtnullzweinullneuneinssiebendreizweifünfneun  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement
2033,3409,12,19,51701,3244405.04,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517011219,5170112193244,"fünfeinssiebennulleinseinszweieinsneundreizweiviervier  Bewirtschaftung der Grundstücke, Gebäude und Räume"
2034,3235,12,14,54401,3241367.61,"Forschung, Untersuchungen und Ähnliches",544011214,5440112143241,"fünfvierviernulleinseinszweieinsvierdreizweiviereins  Forschung, Untersuchungen und Ähnliches"
2035,2113,9,15,51701,3236861.47,"Bewirtschaftung der Grundstücke, Gebäude und Räume",517010915,5170109153237,"fünfeinssiebennulleinsnullneuneinsfünfdreizweidreisieben  Bewirtschaftung der Grundstücke, Gebäude und Räume"
2036,1970,9,12,42709,3231126.78,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090912,4270909123231,"vierzweisiebennullneunnullneuneinszweidreizweidreieins  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
2037,4619,19,12,42101,3229661.31,"Bezüge und Nebenleistungen des Präsidenten, der Vizepräsidentin, der Bundesverfassungsrichterinnen und Bundesverfassungsrichter",421011912,4210119123230,"vierzweieinsnulleinseinsneuneinszweidreizweidreinull  Bezüge und Nebenleistungen des Präsidenten, der Vizepräsidentin, der Bundesverfassungsrichterinnen und Bundesverfassungsrichter"
2038,2505,10,16,42821,3223336.08,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428211016,4282110163223,vierzweiachtzweieinseinsnulleinssechsdreizweizweidrei  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
2039,402,4,52,68525,3211461.29,Erhaltung des schriftlichen Kulturguts,685250452,6852504523211,sechsachtfünfzweifünfnullvierfünfzweidreizweieinseins  Erhaltung des schriftlichen Kulturguts
2040,758,6,1,53214,3208736.56,Untersuchungen und Aufklärung über innenpolitische Grundsatzfragen sowie Förderung innenpolitischer Maßnahmen,532140601,5321406013209,fünfdreizweieinsviernullsechsnulleinsdreizweinullneun  Untersuchungen und Aufklärung über innenpolitische Grundsatzfragen sowie Förderung innenpolitischer Maßnahmen
2041,2401,10,13,38101,3205135.43,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381011013,3810110133205,dreiachteinsnulleinseinsnulleinsdreidreizweinullfünf  Leistungen von Bundesbehörden zur Durchführung von Aufträgen
2042,924,6,12,51101,3198373.8,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010612,5110106123198,"fünfeinseinsnulleinsnullsechseinszweidreieinsneunacht  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
2043,1114,6,22,54401,3194241.45,"Forschung, Untersuchungen und Ähnliches",544010622,5440106223194,"fünfvierviernulleinsnullsechszweizweidreieinsneunvier  Forschung, Untersuchungen und Ähnliches"
2044,2849,11,16,42811,3187917.79,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111116,4281111163188,vierzweiachteinseinseinseinseinssechsdreieinsachtacht  Entgelte der Arbeitnehmerinnen und Arbeitnehmer
2045,3007,12,4,54601,3185719.38,Kosten des Bundes für das Gigabitbüro,546011204,5460112043186,fünfviersechsnulleinseinszweinullvierdreieinsachtsechs  Kosten des Bundes für das Gigabitbüro
2046,2386,10,12,53201,3184781.09,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011012,5320110123185,fünfdreizweinulleinseinsnulleinszweidreieinsachtfünf  Aufträge und Dienstleistungen im Bereich Informationstechnik
2047,3785,14,11,54201,3182414.57,Öffentlichkeitsarbeit,542011411,5420114113182,fünfvierzweinulleinseinsviereinseinsdreieinsachtzwei  Öffentlichkeitsarbeit
2048,3371,12,18,81203,3181785.65,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Laboratorien, Werkstätten und Außenuntersuchungen",812031218,8120312183182,"achteinszweinulldreieinszweieinsachtdreieinsachtzwei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie sonstigen Gebrauchsgegenständen für Laboratorien, Werkstätten und Außenuntersuchungen"
2049,5124,30,12,51101,3178302.63,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511013012,5110130123178,"fünfeinseinsnulleinsdreinulleinszweidreieinssiebenacht  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung"
2050,3221,12,14,42709,3159827.85,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091214,4270912143160,"vierzweisiebennullneuneinszweieinsvierdreieinssechsnull  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige"
2051,378,4,52,68510,3159000.0,Kulturelle Vermittlung,685100452,6851004523159,sechsachtfünfeinsnullnullvierfünfzweidreieinsfünfneun  Kulturelle Vermittlung
2052,1902,9,3,53141,3155999.05,Klimaschutzkampagne,531410903,5314109033156,fünfdreieinsviereinsnullneunnulldreidreieinsfünfsechs  Klimaschutzkampagne
2053,5283,60,67,43942,3155000.0,"Sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs",439426067,4394260673155,"vierdreineunvierzweisechsnullsechssiebendreieinsfünffünf  Sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs"
2054,5257,60,67,23242,3152859.79,"Erstattungen der Länder im Beitrittsgebiet für sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs",232426067,2324260673153,"zweidreizweivierzweisechsnullsechssiebendreieinsfünfdrei  Erstattungen der Länder im Beitrittsgebiet für sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs"
2055,1705,8,11,54501,3150929.44,"Konferenzen, Tagungen, Messen und Ausstellungen",545010811,5450108113151,"fünfvierfünfnulleinsnullachteinseinsdreieinsfünfeins  Konferenzen, Tagungen, Messen und Ausstellungen"
2056,1411,7,10,68503,3146848.26,"Überregionale Einrichtungen im Interesse von Gesetzgebung, Rechtsprechung und Verwaltung",685030710,6850307103147,"sechsachtfünfnulldreinullsiebeneinsnulldreieinsviersieben  Überregionale Einrichtungen im Interesse von Gesetzgebung, Rechtsprechung und Verwaltung"
2057,1341,6,33,42202,3143484.25,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020633,4220206333143,vierzweizweinullzweinullsechsdreidreidreieinsvierdrei  Bezüge und Nebenleistungen der beamteten Hilfskräfte
2058,2746,11,12,81202,3140648.01,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021112,8120211123141,"achteinszweinullzweieinseinseinszweidreieinsviereins  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik"
2059,2973,12,2,74521,3137262.55,Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast Bund),745211202,7452112023137,siebenvierfünfzweieinseinszweinullzweidreieinsdreisieben  Kostendrittel des Bundes an Kreuzungsmaßnahmen nach § 13 Abs. 1 Satz 2 Eisenbahnkreuzungsgesetz (EKrG) (Baulast Bund)
2060,351,4,51,44657,3136418.41,Beihilfen aufgrund der Beihilfevorschriften,446570451,4465704513136,vierviersechsfünfsiebennullvierfünfeinsdreieinsdreisechs  Beihilfen aufgrund der Beihilfevorschriften
2061,2783,11,13,53222,3136386.54,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532221113,5322211133136,fünfdreizweizweizweieinseinseinsdreidreieinsdreisechs  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)
2062,907,6,11,54301,3134140.93,Veröffentlichungen und Fachinformationen,543010611,5430106113134,fünfvierdreinulleinsnullsechseinseinsdreieinsdreivier  Veröffentlichungen und Fachinformationen
2063,1912,9,4,68701,3132428.72,"Beratungshilfe für das Ausland, Institutionelle Partnerschaften (inkl. EU-Twinning)",687010904,6870109043132,"sechsachtsiebennulleinsnullneunnullvierdreieinsdreizwei  Beratungshilfe für das Ausland, Institutionelle Partnerschaften (inkl. EU-Twinning)"
2064,3171,12,12,53909,3130219.19,Vermischte Verwaltungsausgaben,539091212,5390912123130,fünfdreineunnullneuneinszweieinszweidreieinsdreinull  Vermischte Verwaltungsausgaben
2065,5105,30,11,44101,3128498.55,Beihilfen aufgrund der Beihilfevorschriften,441013011,4410130113128,vierviereinsnulleinsdreinulleinseinsdreieinszweiacht  Beihilfen aufgrund der Beihilfevorschriften
