,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2012 Zweckbestimmung,Ist 2012,2013 Zweckbestimmung,Ist 2013,2014 Zweckbestimmung,Ist 2014,2015 Zweckbestimmung,Ist 2015,2016 Zweckbestimmung,Ist 2016,2017 Zweckbestimmung,Ist 2017,2018 Zweckbestimmung,Ist 2018,2019 Zweckbestimmung,Ist 2019,2020 Zweckbestimmung,Ist 2020,2021 Zweckbestimmung,Ist 2021,2022 Zweckbestimmung,Ist 2022,index,ministries,2012 id,2013 id,2014 id,2015 id,2016 id,2017 id,2018 id,2019 id,2020 id,2021 id,2022 id
1711,121152601,12,11,52601,Gerichts- und ähnliche Kosten,3020711.58,Gerichts- und ähnliche Kosten,632122.92,Gerichts- und ähnliche Kosten,537519.88,Gerichts- und ähnliche Kosten,371826.96,Gerichts- und ähnliche Kosten,351357.41,Gerichts- und ähnliche Kosten,1544252.62,Gerichts- und ähnliche Kosten,1828381.36,Gerichts- und ähnliche Kosten,1716113.6,Gerichts- und ähnliche Kosten,2977653.67,Gerichts- und ähnliche Kosten,4931228.35,Gerichts- und ähnliche Kosten,11364781.65,Gerichts- und ähnliche Kosten,8494021.66,3143.0,Bundesministerium für Digitales und Verkehr,121151901,121151901,121152701,121152701,121152601,121152601,121152601,121152601,121152601,121152601,121152601
1712,121551701,12,15,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3009652.02,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1791513.07,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1621918.09,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1314799.84,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1334280.26,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1689689.48,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1805225.15,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2125619.52,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2207594.48,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2307397.47,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2304006.41,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2301421.63,3257.0,Bundesministerium für Digitales und Verkehr,120551701,120551701,120551701,120551701,121551701,121551701,121551701,121551701,121551701,121551701,121551701
1713,111551802,11,15,51802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,812988.02,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4045359.69,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2702896.92,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2702896.92,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3005174.4,2814.0,Bundesministerium für Arbeit und Soziales,110751832,110751802,111551802,111551802,111551802,111551802,111551802,111551802,111551802,111551802,111551802
1714,160368603,16,3,68603,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,287565.6,Zuweisung zum Assefonds,405359.24,Zuweisung zum Assefonds,324411.0,Zuweisung zum Assefonds,365164.0,Zuweisung zum Assefonds,498752.0,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,3000000.0,Zuweisung zum Assefonds,3000000.0,4212.0,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160763433,160763433,160668606,160668606,160668606,161568623,160368603,160368603,160368603,160368603,160368603
1715,081063601,8,10,63601,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",3000000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",1264478.61,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",1600000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",1600000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",1600000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",2400000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",2000000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",3300000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",2600000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",2600000.0,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",5338643.22,"Erstattung von Verwaltungskosten an die Bundesanstalt für Post und Telekommunikation Deutsche Bundespost nach Maßgabe der §§ 26, 26k BAPostG",2500000.0,1672.0,Bundesministerium der Finanzen,080263601,081063601,081063601,081063601,081063601,081063601,081063601,081063601,081063601,081063601,081063601
1716,062453999,6,24,53999,Vermischte Verwaltungsausgaben,2999801.77,Vermischte Verwaltungsausgaben,120423.51,Vermischte Verwaltungsausgaben,65111.27,Vermischte Verwaltungsausgaben,712128.88,Vermischte Verwaltungsausgaben,621407.11,Vermischte Verwaltungsausgaben,666508.71,Vermischte Verwaltungsausgaben,2387227.11,Vermischte Verwaltungsausgaben,4891592.17,Vermischte Verwaltungsausgaben,2787770.43,Vermischte Verwaltungsausgaben,3792315.11,Vermischte Verwaltungsausgaben,3863054.24,Vermischte Verwaltungsausgaben,4049365.89,1179.0,Bundesministerium des Innern und für Heimat,062853949,062653999,062453999,062453999,062453999,062453999,062453999,062453999,062453999,062453999,062453999
1717,170288202,17,2,88202,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2993956.05,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",3360000.0,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2999681.33,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",1913450.63,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2844082.07,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",498791.55,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2023314.0,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2725705.0,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2332000.0,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",2943137.88,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",3828543.0,"Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen",948925.2,4455.0,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170288262,170288262,170288202,170288202,170288202,170288202,170288202,170288202,170288202,170288202,170288202
1718,151754711,15,17,54711,Nicht aufteilbare sächliche Verwaltungsausgaben,2976392.64,Nicht aufteilbare sächliche Verwaltungsausgaben,366089.24,Nicht aufteilbare sächliche Verwaltungsausgaben,341472.29,Nicht aufteilbare sächliche Verwaltungsausgaben,336758.35,Nicht aufteilbare sächliche Verwaltungsausgaben,745021.6,Nicht aufteilbare sächliche Verwaltungsausgaben,4244800.81,Nicht aufteilbare sächliche Verwaltungsausgaben,5975633.92,Nicht aufteilbare sächliche Verwaltungsausgaben,5620764.77,Nicht aufteilbare sächliche Verwaltungsausgaben,7257905.29,Nicht aufteilbare sächliche Verwaltungsausgaben,7281057.23,Nicht aufteilbare sächliche Verwaltungsausgaben,6151597.03,Nicht aufteilbare sächliche Verwaltungsausgaben,4434340.68,4148.0,Bundesministerium für Gesundheit,151154731,151154731,151154731,150454711,151754711,151754711,151754711,151754711,151754711,151754711,151754711
1719,101252701,10,12,52701,Dienstreisen,2975197.71,Dienstreisen,2321583.95,Dienstreisen,2151902.31,Dienstreisen,2106173.03,Dienstreisen,2466255.86,Dienstreisen,2558240.47,Dienstreisen,2719485.75,Dienstreisen,2785919.13,Dienstreisen,3200575.98,Dienstreisen,1070474.46,Dienstreisen,533346.76,Dienstreisen,1696437.89,2385.0,Bundesministerium für Ernährung und Landwirtschaft,100152701,101252701,101252701,101252701,101252701,101252701,101252701,101252701,101252701,101252701,101252701
1720,051342719,5,13,42719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2960416.86,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1306444.9,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1158745.15,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1087691.81,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",971663.12,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1543178.41,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1699700.36,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1736423.9,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3266616.1,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4406605.65,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",6280392.54,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4195741.24,735.0,Auswärtiges Amt,051142719,051142719,051342719,051342719,051342719,051342719,051342719,051342719,051342719,051342719,051342719
1721,062463201,6,24,63201,Erstattungen von Verwaltungsausgaben an Länder,2954000.0,Erstattungen von Verwaltungsausgaben an Länder,2527332.3,Erstattungen von Verwaltungsausgaben an Länder,2306670.48,Erstattungen von Verwaltungsausgaben an Länder,2169089.47,Erstattungen von Verwaltungsausgaben an Länder,1816664.64,Erstattungen von Verwaltungsausgaben an Länder,2161917.22,Erstattungen von Verwaltungsausgaben an Länder,1925404.61,Erstattungen von Verwaltungsausgaben an Länder,1970245.35,Erstattungen von Verwaltungsausgaben an Länder,2464675.63,Erstattungen von Verwaltungsausgaben an Länder,3954000.0,Erstattungen von Verwaltungsausgaben an Länder,2212807.0,Erstattungen von Verwaltungsausgaben an Länder,2556233.26,1160.0,Bundesministerium des Innern und für Heimat,061063201,061063201,062463201,062463201,062463201,062463201,062463201,062463201,062463201,062463201,062463201
1722,011251701,1,12,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2952352.9,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1964883.33,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2055767.54,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1992827.73,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2067448.38,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2034086.13,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2122564.61,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2187583.29,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2264644.22,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2131194.7,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2456920.86,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2554800.14,32.0,Bundespräsident und Bundespräsidialamt,010351701,010351701,011251701,011251701,011251701,011251701,011251701,011251701,011251701,011251701,011251701
1723,141068603,14,10,68603,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",2947878.89,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",280186.0,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",289516.0,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",538161.18,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",386620.29,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",659239.36,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",680870.95,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",710135.03,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",1068584.69,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",2421119.41,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",3581281.61,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge",3722173.32,3778.0,Bundesministerium der Verteidigung,140268603,140268603,140268603,140268603,141068603,141068603,141068603,141068603,141068603,141068603,141068603
1724,111642831,11,16,42831,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2928692.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3479163.78,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3557311.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,49191.78,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,50052.62,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,49161.22,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,50998.64,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1449325.56,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1426339.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1348134.14,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1874212.28,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2277320.87,2865.0,Bundesministerium für Arbeit und Soziales,110642801,110642801,111642821,111642821,111642821,111642821,111642831,111642831,111642831,111642831,111642831
1725,121253201,12,12,53201,Aufträge und Dienstleistungen im Bereich Informationstechnik,2918512.38,Aufträge und Dienstleistungen im Bereich Informationstechnik,313328.84,Aufträge und Dienstleistungen im Bereich Informationstechnik,833321.33,Aufträge und Dienstleistungen im Bereich Informationstechnik,971465.75,Aufträge und Dienstleistungen im Bereich Informationstechnik,1423891.95,Aufträge und Dienstleistungen im Bereich Informationstechnik,1285351.64,Aufträge und Dienstleistungen im Bereich Informationstechnik,2315317.66,Aufträge und Dienstleistungen im Bereich Informationstechnik,1642489.66,Aufträge und Dienstleistungen im Bereich Informationstechnik,2480309.28,Aufträge und Dienstleistungen im Bereich Informationstechnik,2605954.57,Aufträge und Dienstleistungen im Bereich Informationstechnik,3316041.52,Aufträge und Dienstleistungen im Bereich Informationstechnik,2463465.73,3169.0,Bundesministerium für Digitales und Verkehr,121253255,121253255,121253255,121253255,121253201,121253201,121253201,121253201,121253201,121253201,121253201
1726,041342201,4,13,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2897878.59,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,628652.86,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,7856843.8,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,8233967.54,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,8739425.64,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,857852.3,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1153899.6,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1199857.73,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1913454.56,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2552760.2,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2791461.08,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2895723.56,272.0,Bundeskanzler und Bundeskanzleramt,040942201,040342201,040342201,040342201,041342201,041342201,041342201,041342201,041342201,041342201,041342201
1727,111163257,11,11,63257,Erstattungen des Bundes für Versorgungslasten,2895026.12,Erstattungen des Bundes für Versorgungslasten,1060577.23,Erstattungen des Bundes für Versorgungslasten,950856.22,Erstattungen des Bundes für Versorgungslasten,1010430.4,Erstattungen des Bundes für Versorgungslasten,1036710.95,Erstattungen des Bundes für Versorgungslasten,1425896.8,Erstattungen des Bundes für Versorgungslasten,1496863.45,Erstattungen des Bundes für Versorgungslasten,2177506.4,Erstattungen des Bundes für Versorgungslasten,1554498.34,Erstattungen des Bundes für Versorgungslasten,2176923.14,Erstattungen des Bundes für Versorgungslasten,2581954.85,Erstattungen des Bundes für Versorgungslasten,3096202.39,2711.0,Bundesministerium für Arbeit und Soziales,116763257,116763257,111163257,111163257,111163257,111163257,111163257,111163257,111163257,111163257,111163257
1728,091154501,9,11,54501,"Konferenzen, Tagungen, Messen und Ausstellungen",2877507.6,"Konferenzen, Tagungen, Messen und Ausstellungen",102390.19,"Konferenzen, Tagungen, Messen und Ausstellungen",1478777.09,"Konferenzen, Tagungen, Messen und Ausstellungen",1110830.9,"Konferenzen, Tagungen, Messen und Ausstellungen",1803564.22,"Konferenzen, Tagungen, Messen und Ausstellungen",2034097.4,"Konferenzen, Tagungen, Messen und Ausstellungen",2052507.77,"Konferenzen, Tagungen, Messen und Ausstellungen",1944267.19,"Konferenzen, Tagungen, Messen und Ausstellungen",1425063.59,"Konferenzen, Tagungen, Messen und Ausstellungen",1386467.28,"Konferenzen, Tagungen, Messen und Ausstellungen",1682433.28,"Konferenzen, Tagungen, Messen und Ausstellungen",2498801.14,1960.0,Bundesministerium für Wirtschaft und Klimaschutz,091854501,091154501,091154501,091154501,091154501,091154501,091154501,091154501,091154501,091154501,091154501
1729,045289441,4,52,89441,Zuschüsse für Beschaffungen,2875498.83,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2108482.92,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,2355000.0,Zuschüsse für Beschaffungen,3053846.06,Zuschüsse für Beschaffungen,3815388.86,414.0,Bundeskanzler und Bundeskanzleramt,040589441,040589441,040589441,040589441,045289441,045289441,045289441,045289441,045289441,045289441,045289441
1730,111311101,11,13,11101,"Gebühren, sonstige Entgelte",2872791.07,"Gebühren, sonstige Entgelte",2134112.72,"Gebühren, sonstige Entgelte",1767998.75,"Gebühren, sonstige Entgelte",1370521.0,"Gebühren, sonstige Entgelte",2276965.77,"Gebühren, sonstige Entgelte",2711492.5,"Gebühren, sonstige Entgelte",1610840.91,"Gebühren, sonstige Entgelte",3789240.0,"Gebühren, sonstige Entgelte",3613904.76,"Gebühren, sonstige Entgelte",2228760.55,"Gebühren, sonstige Entgelte",2480560.58,"Gebühren, sonstige Entgelte",5225061.41,2752.0,Bundesministerium für Arbeit und Soziales,110711101,110711101,111311101,111311101,111311101,111311101,111311101,111311101,111311101,111311101,111311101
1731,101142401,10,11,42401,Zuführung an die Versorgungsrücklage,2851157.56,Zuführung an die Versorgungsrücklage,3745.83,Zuführung an die Versorgungsrücklage,1006879.89,Zuführung an die Versorgungsrücklage,1020419.87,Zuführung an die Versorgungsrücklage,1320302.62,Zuführung an die Versorgungsrücklage,1495588.52,Zuführung an die Versorgungsrücklage,1732954.78,Zuführung an die Versorgungsrücklage,1679367.88,Zuführung an die Versorgungsrücklage,2257786.15,Zuführung an die Versorgungsrücklage,1995483.31,Zuführung an die Versorgungsrücklage,1781877.72,Zuführung an die Versorgungsrücklage,3017147.25,2357.0,Bundesministerium für Ernährung und Landwirtschaft,101511901,101142401,101142401,101142401,101142401,101142401,101142401,101142401,101142401,101142401,101142401
1732,111342719,11,13,42719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2835696.31,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",296286.28,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",191090.87,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1059991.55,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1588252.41,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1673274.14,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1474589.04,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1300817.47,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1664506.68,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1747577.5,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2317604.25,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2591643.47,2777.0,Bundesministerium für Arbeit und Soziales,110742739,110542709,111342719,111342719,111342719,111342719,111342719,111342719,111342719,111342719,111342719
1733,151154201,15,11,54201,Öffentlichkeitsarbeit,2833386.45,Öffentlichkeitsarbeit,36730.4,Öffentlichkeitsarbeit,20800.83,Öffentlichkeitsarbeit,30410.38,Öffentlichkeitsarbeit,270315.5,Öffentlichkeitsarbeit,5058679.66,Öffentlichkeitsarbeit,4683792.62,Öffentlichkeitsarbeit,4434679.74,Öffentlichkeitsarbeit,5115126.68,Öffentlichkeitsarbeit,4479712.22,Öffentlichkeitsarbeit,2556715.1,Öffentlichkeitsarbeit,3084270.46,3940.0,Bundesministerium für Gesundheit,150411901,150411901,151152601,150411901,151154201,151154201,151154201,151154201,151154201,151154201,151154201
1734,140168501,14,1,68501,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2811505.89,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,1545210.86,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,1102091.65,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,1705233.8,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,1689998.05,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2415314.43,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2844622.14,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2538192.95,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,3532136.63,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2256049.22,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,2102122.73,Beitrag zu den Kosten für den gemeinsamen Betrieb des George C. Marshall Center,1549222.92,3584.0,Bundesministerium der Verteidigung,142268501,142268501,142268501,142268501,140168501,140168501,140168501,140168501,140168501,140168501,140168501
