,index,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp,2012 id,2012 Zweckbestimmung,Ist 2012,2013 id,2013 Zweckbestimmung,Ist 2013,2014 id,2014 Zweckbestimmung,Ist 2014,2015 id,2015 Zweckbestimmung,Ist 2015,2016 id,2016 Zweckbestimmung,Ist 2016,2017 id,2017 Zweckbestimmung,Ist 2017,2018 id,2018 Zweckbestimmung,Ist 2018,2019 id,2019 Zweckbestimmung,Ist 2019,2020 id,2020 Zweckbestimmung,Ist 2020,2021 id,2021 Zweckbestimmung,Ist 2021,2022 id,2022 Zweckbestimmung,Ist 2022,Mapper
1623,1604,7,19,45301,121835.1,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Justiz,71945301,Bundesministerium der Justiz einsneun vierfünfdreinulleins ,"Bundesministerium der Justiz einsneun vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",71045301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",134115.07,71045301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",104742.78,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",171716.88,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",214674.89,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",127948.65,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",206481.68,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",132890.32,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",182342.26,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",63472.46,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",81353.2,71945301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",104019.92,nlp
1624,365,4,52,23201,120844.02,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,Bundeskanzler und Bundeskanzleramt,45223201,Bundeskanzler und Bundeskanzleramt fünfzwei zweidreizweinulleins ,Bundeskanzler und Bundeskanzleramt fünfzwei zweidreizweinulleins  Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,40523201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,106122.51,40523201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,130846.49,40523201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,109710.2,40523201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,37870.0,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,224027.88,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,153858.74,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,192403.39,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,199632.11,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,218486.0,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,130983.28,45223201,Beteiligung der Länder an den Kosten des Deutschen Nationalkomitees für Denkmalschutz und andere Beiträge,95946.15,nlp
1625,1503,7,14,42709,120251.2,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Justiz,71442709,Bundesministerium der Justiz einsvier vierzweisiebennullneun ,"Bundesministerium der Justiz einsvier vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",70442709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",55480.99,81442799,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",960772.12,81442799,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1168935.83,81442799,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1370573.6,81442799,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1747489.89,71742709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",52342.25,71742709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",49311.57,71442709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",69931.11,71442709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",44693.27,71442709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",57792.33,71442709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",51735.18,nlp
1626,274,4,13,42709,119635.81,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundeskanzler und Bundeskanzleramt,41342709,Bundeskanzler und Bundeskanzleramt einsdrei vierzweisiebennullneun ,"Bundeskanzler und Bundeskanzleramt einsdrei vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",40842709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4673747.68,40842709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4643764.9,40842709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",5411513.82,40842709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",6281105.06,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1855727.88,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1466326.9,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1094297.8,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1087522.79,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1412434.67,45242709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1405429.85,41342709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",176907.77,nlp
1627,35,1,12,52501,119293.12,Aus- und Fortbildung,Bundespräsident und Bundespräsidialamt,11252501,Bundespräsident und Bundespräsidialamt einszwei fünfzweifünfnulleins ,Bundespräsident und Bundespräsidialamt einszwei fünfzweifünfnulleins  Aus- und Fortbildung,10352501,Aus- und Fortbildung,12354.71,10352501,Aus- und Fortbildung,20292.49,11252501,Aus- und Fortbildung,23141.01,11252501,Aus- und Fortbildung,14517.41,11252501,Aus- und Fortbildung,50993.71,11252501,Aus- und Fortbildung,53002.28,11252501,Aus- und Fortbildung,48969.09,11252501,Aus- und Fortbildung,81273.71,11252501,Aus- und Fortbildung,107806.76,11252501,Aus- und Fortbildung,21964.11,11252501,Aus- und Fortbildung,22737.37,nlp
1628,2821,11,15,45301,119291.04,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Arbeit und Soziales,111545301,Bundesministerium für Arbeit und Soziales einsfünf vierfünfdreinulleins ,"Bundesministerium für Arbeit und Soziales einsfünf vierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",110545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",117664.91,110545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",111300.45,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",95780.49,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",99380.32,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",94639.7,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",92020.09,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",90630.29,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",96004.0,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",110858.43,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",94802.55,111545301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",90802.25,nlp
1629,42,1,12,81201,118992.97,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundespräsident und Bundespräsidialamt,11281201,Bundespräsident und Bundespräsidialamt einszwei achteinszweinulleins ,"Bundespräsident und Bundespräsidialamt einszwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",10381201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",93262.48,10381201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",348255.44,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",81581.34,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",276093.19,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",138724.05,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",264359.54,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",351149.94,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",351976.69,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",653462.85,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",94650.99,11281201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",137309.96,nlp
1630,4330,16,14,12401,118886.0,"Einnahmen aus Vermietung, Verpachtung und Nutzung","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161412401,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einszweiviernulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung",160212401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",37236.36,160212401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",37236.36,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",184738.8,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",207485.6,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",182598.0,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",223243.5,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",184424.17,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",184365.0,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",53748.5,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",21167.0,161412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",141456.4,nlp
1631,4578,17,15,53999,117743.28,Vermischte Verwaltungsausgaben,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171553999,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünf fünfdreineunneunneun ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsfünf fünfdreineunneunneun  Vermischte Verwaltungsausgaben",170353999,Vermischte Verwaltungsausgaben,185943.54,170353999,Vermischte Verwaltungsausgaben,78405.02,171553999,Vermischte Verwaltungsausgaben,164538.25,171553999,Vermischte Verwaltungsausgaben,139204.17,171553999,Vermischte Verwaltungsausgaben,178158.6,171553999,Vermischte Verwaltungsausgaben,96570.34,171553999,Vermischte Verwaltungsausgaben,143434.34,171553999,Vermischte Verwaltungsausgaben,182916.78,171553999,Vermischte Verwaltungsausgaben,55359.68,171553999,Vermischte Verwaltungsausgaben,48810.69,171553999,Vermischte Verwaltungsausgaben,87865.05,nlp
1632,3176,12,13,11101,117664.33,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,121311101,Bundesministerium für Digitales und Verkehr einsdrei einseinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einsdrei einseinseinsnulleins  Gebühren, sonstige Entgelte",121611111,"Gebühren, sonstige Entgelte",9583867.14,121611111,"Gebühren, sonstige Entgelte",11110757.35,121111101,"Gebühren, sonstige Entgelte",335070.15,121111101,"Gebühren, sonstige Entgelte",341365.7,121311101,"Gebühren, sonstige Entgelte",227591.57,121311101,"Gebühren, sonstige Entgelte",229200.2,120111131,"Gebühren, sonstige Entgelte",832540.2,121311101,"Gebühren, sonstige Entgelte",193830.9,121311101,"Gebühren, sonstige Entgelte",155723.59,121311101,"Gebühren, sonstige Entgelte",239302.97,121311101,"Gebühren, sonstige Entgelte",155400.43,nlp
1633,1113,6,22,53909,117638.58,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,62253909,Bundesministerium des Innern und für Heimat zweizwei fünfdreineunnullneun ,Bundesministerium des Innern und für Heimat zweizwei fünfdreineunnullneun  Vermischte Verwaltungsausgaben,62853919,Vermischte Verwaltungsausgaben,398958.46,60853909,Vermischte Verwaltungsausgaben,285331.65,60253929,Vermischte Verwaltungsausgaben,2977.4,60253929,Vermischte Verwaltungsausgaben,3161.85,60253929,Vermischte Verwaltungsausgaben,5222.31,60253929,Vermischte Verwaltungsausgaben,3092.65,62053999,Vermischte Verwaltungsausgaben,339945.81,62053999,Vermischte Verwaltungsausgaben,439239.89,62053999,Vermischte Verwaltungsausgaben,272523.41,62053999,Vermischte Verwaltungsausgaben,209663.09,62253909,Vermischte Verwaltungsausgaben,41677.86,nlp
1634,1652,8,2,52601,117265.66,Gerichts- und ähnliche Kosten,Bundesministerium der Finanzen,80252601,Bundesministerium der Finanzen nullzwei fünfzweisechsnulleins ,Bundesministerium der Finanzen nullzwei fünfzweisechsnulleins  Gerichts- und ähnliche Kosten,80452601,Gerichts- und ähnliche Kosten,7732871.68,80252601,Gerichts- und ähnliche Kosten,16268.21,80252601,Gerichts- und ähnliche Kosten,5791.28,80252601,Gerichts- und ähnliche Kosten,91495.3,80252601,Gerichts- und ähnliche Kosten,217710.06,80252601,Gerichts- und ähnliche Kosten,260115.96,80252601,Gerichts- und ähnliche Kosten,79567.43,80252601,Gerichts- und ähnliche Kosten,35870.61,80252601,Gerichts- und ähnliche Kosten,28564.74,80252601,Gerichts- und ähnliche Kosten,10495.05,80252601,Gerichts- und ähnliche Kosten,34600.47,nlp
1635,3553,12,23,81101,116732.1,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,122381101,Bundesministerium für Digitales und Verkehr zweidrei achteinseinsnulleins ,Bundesministerium für Digitales und Verkehr zweidrei achteinseinsnulleins  Erwerb von Fahrzeugen,120981101,Erwerb von Fahrzeugen,12673930.9,120581101,Erwerb von Fahrzeugen,2014261.32,120981101,Erwerb von Fahrzeugen,1075914.51,120581101,Erwerb von Fahrzeugen,1931701.98,121481101,Erwerb von Fahrzeugen,133695.83,121781121,Erwerb von Fahrzeugen,87150.72,122381101,Erwerb von Fahrzeugen,139235.83,122381101,Erwerb von Fahrzeugen,57646.93,121481101,Erwerb von Fahrzeugen,135895.52,122381101,Erwerb von Fahrzeugen,99022.56,122381101,Erwerb von Fahrzeugen,64127.34,nlp
1636,3303,12,17,52711,116332.41,Dienstreisen,Bundesministerium für Digitales und Verkehr,121752711,Bundesministerium für Digitales und Verkehr einssieben fünfzweisiebeneinseins ,Bundesministerium für Digitales und Verkehr einssieben fünfzweisiebeneinseins  Dienstreisen,122153255,Dienstreisen,416420.13,122153255,Dienstreisen,1845589.4,121452721,Dienstreisen,229850.99,121452601,Dienstreisen,235230.58,121752711,Dienstreisen,85407.53,121752711,Dienstreisen,83804.09,121752711,Dienstreisen,81926.72,121752711,Dienstreisen,69652.48,121752711,Dienstreisen,38740.57,121053207,Dienstreisen,2215145.94,121053205,Dienstreisen,1267570.32,nlp
1637,1152,6,24,12401,116169.12,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium des Innern und für Heimat,62412401,Bundesministerium des Innern und für Heimat zweivier einszweiviernulleins ,"Bundesministerium des Innern und für Heimat zweivier einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung",61212401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",1318148.35,61212401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",1380043.34,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",107374.25,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",117525.45,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",99994.3,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",97869.13,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",106519.5,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",99065.8,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",99891.21,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",64376.0,62412401,"Einnahmen aus Vermietung, Verpachtung und Nutzung",63252.89,nlp
1638,1513,7,14,53999,115469.0,Vermischte Verwaltungsausgaben,Bundesministerium der Justiz,71453999,Bundesministerium der Justiz einsvier fünfdreineunneunneun ,Bundesministerium der Justiz einsvier fünfdreineunneunneun  Vermischte Verwaltungsausgaben,71053999,Vermischte Verwaltungsausgaben,207118.74,71053999,Vermischte Verwaltungsausgaben,217087.71,71653999,Vermischte Verwaltungsausgaben,92733.9,71753999,Vermischte Verwaltungsausgaben,109127.04,71453999,Vermischte Verwaltungsausgaben,161319.82,71453999,Vermischte Verwaltungsausgaben,212483.02,71453999,Vermischte Verwaltungsausgaben,285396.17,71453999,Vermischte Verwaltungsausgaben,201216.77,71453999,Vermischte Verwaltungsausgaben,206765.58,71453999,Vermischte Verwaltungsausgaben,229230.54,71453999,Vermischte Verwaltungsausgaben,128990.52,nlp
1639,3209,12,14,26101,115119.96,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,121426101,Bundesministerium für Digitales und Verkehr einsvier zweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einsvier zweisechseinsnulleins  Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,122126101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,4486911.49,122126101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,4319825.0,122126101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,4538275.0,122126101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,4295700.0,121226101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,666979.41,121226101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,769467.82,121226101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,583939.86,121226101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,663249.0,121426101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,77744.9,121426101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,158865.74,121426101,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland,100954.22,nlp
1640,851,6,3,68507,115000.0,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,Bundesministerium des Innern und für Heimat,60368507,Bundesministerium des Innern und für Heimat nulldrei sechsachtfünfnullsieben ,Bundesministerium des Innern und für Heimat nulldrei sechsachtfünfnullsieben  Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,60268517,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,62980.0,60268517,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,80000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,64800.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,80000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,80000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,80000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,80000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,84282.24,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,81500.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,83000.0,60368507,Zuschuss zur Finanzierung der gemeinsamen Geschäftsstelle der polnischen Verbände in Deutschland,102076.3,nlp
1641,3549,12,23,52701,114594.17,Dienstreisen,Bundesministerium für Digitales und Verkehr,122352701,Bundesministerium für Digitales und Verkehr zweidrei fünfzweisiebennulleins ,Bundesministerium für Digitales und Verkehr zweidrei fünfzweisiebennulleins  Dienstreisen,120352701,Dienstreisen,2600287.7,120352701,Dienstreisen,2308009.56,120352711,Dienstreisen,1647467.63,120352711,Dienstreisen,1588331.05,122352701,Dienstreisen,110991.04,122352701,Dienstreisen,110447.52,122352701,Dienstreisen,152618.73,122352701,Dienstreisen,201677.67,122352701,Dienstreisen,70930.25,122352701,Dienstreisen,16379.19,122352701,Dienstreisen,41626.34,nlp
1642,2944,12,1,54321,114204.94,Veröffentlichungen und Fachinformationen,Bundesministerium für Digitales und Verkehr,120154321,Bundesministerium für Digitales und Verkehr nulleins fünfvierdreizweieins ,Bundesministerium für Digitales und Verkehr nulleins fünfvierdreizweieins  Veröffentlichungen und Fachinformationen,120144301,Veröffentlichungen und Fachinformationen,427475.56,120144301,Veröffentlichungen und Fachinformationen,450819.28,120144301,Veröffentlichungen und Fachinformationen,491840.87,120854301,Veröffentlichungen und Fachinformationen,164772.3,120154321,Veröffentlichungen und Fachinformationen,7540.3,120154321,Veröffentlichungen und Fachinformationen,30884.52,120154321,Veröffentlichungen und Fachinformationen,11011.58,120145321,Veröffentlichungen und Fachinformationen,45090.23,120145321,Veröffentlichungen und Fachinformationen,18923.58,120154321,Veröffentlichungen und Fachinformationen,14722.47,120554401,Veröffentlichungen und Fachinformationen,501743.98,nlp
1643,4494,17,11,54201,114109.8,Öffentlichkeitsarbeit,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171154201,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfvierzweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins fünfvierzweinulleins  Öffentlichkeitsarbeit",170154201,Öffentlichkeitsarbeit,113927.47,170154201,Öffentlichkeitsarbeit,111835.41,171154201,Öffentlichkeitsarbeit,103995.0,171154201,Öffentlichkeitsarbeit,114999.98,171154201,Öffentlichkeitsarbeit,114998.6,171154201,Öffentlichkeitsarbeit,115000.0,171154201,Öffentlichkeitsarbeit,115000.0,171154201,Öffentlichkeitsarbeit,125988.18,171154201,Öffentlichkeitsarbeit,123085.56,171154201,Öffentlichkeitsarbeit,96307.79,171154201,Öffentlichkeitsarbeit,67496.91,nlp
1644,769,6,1,68711,113637.08,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,Bundesministerium des Innern und für Heimat,60168711,Bundesministerium des Innern und für Heimat nulleins sechsachtsiebeneinseins ,Bundesministerium des Innern und für Heimat nulleins sechsachtsiebeneinseins  Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,61568701,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,1250371.24,61568701,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,1129075.39,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,886394.99,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,686612.53,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,556589.24,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,467409.7,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,356831.0,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,285939.24,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,230785.54,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,200565.75,60168711,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,174681.68,nlp
