,Epl.,Kap.,Tit.,Ist 2016,Zweckbestimmung,ministries,2016 id,id_nlp_help,id_nlp,2016 Zweck,id
2639,5,11,52601,723741.36,Gerichts- und ähnliche Kosten,Auswärtiges Amt,526010511,Auswärtiges Amt einseinsfünfzweisechsnulleins ,Auswärtiges Amt einseinsfünfzweisechsnulleins  Gerichts- und ähnliche Kosten,Auswärtiges Amt,526010511.0
2640,8,2,53206,723519.84,Sonstige Leistungen im Zusammenhang mit der Überlassung von Sachen zur Benutzung an die Streitkräfte der Entsendestaaten,Bundesministerium der Finanzen,532060802,Bundesministerium der Finanzen nullzweifünfdreizweinullsechs ,Bundesministerium der Finanzen nullzweifünfdreizweinullsechs  Sonstige Leistungen im Zusammenhang mit der Überlassung von Sachen zur Benutzung an die Streitkräfte der Entsendestaaten,Bundesministerium der Finanzen,532060802.0
2641,9,11,45202,722997.82,Unfallversicherung Bund und Bahn,Bundesministerium für Wirtschaft und Klimaschutz,452020911,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierfünfzweinullzwei ,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierfünfzweinullzwei  Unfallversicherung Bund und Bahn,Bundesministerium für Wirtschaft und Klimaschutz,452020911.0
2642,4,12,52701,721594.64,Dienstreisen,Bundeskanzler und Bundeskanzleramt,527010412,Bundeskanzler und Bundeskanzleramt einszweifünfzweisiebennulleins ,Bundeskanzler und Bundeskanzleramt einszweifünfzweisiebennulleins  Dienstreisen,Bundeskanzler und Bundeskanzleramt,527010412.0
2644,16,13,11201,721329.98,"Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",112011613,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinszweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",112011613.0
2645,6,34,42709,720070.3,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427090634,Bundesministerium des Innern und für Heimat dreiviervierzweisiebennullneun ,"Bundesministerium des Innern und für Heimat dreiviervierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium des Innern und für Heimat,427090634.0
2646,15,3,68412,720000.0,Zuschuss an die Deutsche Hauptstelle für Suchtfragen,Bundesministerium für Gesundheit,684121503,Bundesministerium für Gesundheit nulldreisechsachtviereinszwei ,Bundesministerium für Gesundheit nulldreisechsachtviereinszwei  Zuschuss an die Deutsche Hauptstelle für Suchtfragen,Bundesministerium für Gesundheit,684121503.0
2647,12,5,98103,717123.62,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,981031205,Bundesministerium für Digitales und Verkehr nullfünfneunachteinsnulldrei ,Bundesministerium für Digitales und Verkehr nullfünfneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Digitales und Verkehr,981031205.0
2648,15,17,53201,716432.5,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011517,Bundesministerium für Gesundheit einssiebenfünfdreizweinulleins ,Bundesministerium für Gesundheit einssiebenfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011515.0
2649,15,15,53201,715379.43,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011515,Bundesministerium für Gesundheit einsfünffünfdreizweinulleins ,Bundesministerium für Gesundheit einsfünffünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011513.0
2650,16,16,28201,713206.73,Beiträge Dritter zur Finanzierung der Geschäftsstelle des Kerntechnischen Ausschusses,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",282011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechszweiachtzweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechszweiachtzweinulleins  Beiträge Dritter zur Finanzierung der Geschäftsstelle des Kerntechnischen Ausschusses","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",282011615.0
2651,15,13,42811,712118.08,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428111513,Bundesministerium für Gesundheit einsdreivierzweiachteinseins ,Bundesministerium für Gesundheit einsdreivierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Gesundheit,428111513.0
2652,6,25,53202,711542.89,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium des Innern und für Heimat,532020625,Bundesministerium des Innern und für Heimat zweifünffünfdreizweinullzwei ,Bundesministerium des Innern und für Heimat zweifünffünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium des Innern und für Heimat,532020625.0
2653,16,4,53202,708746.73,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532021604,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullvierfünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",532021604.0
2654,2,15,41101,708168.8,Entschädigung nach § 9 Europaabgeordnetengesetz,Deutscher Bundestag,411010215,Deutscher Bundestag einsfünfviereinseinsnulleins ,Deutscher Bundestag einsfünfviereinseinsnulleins  Entschädigung nach § 9 Europaabgeordnetengesetz,Deutscher Bundestag,411010215.0
2655,11,15,51101,705401.45,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511011115,Bundesministerium für Arbeit und Soziales einsfünffünfeinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsfünffünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511011115.0
2656,14,11,43157,705257.77,"Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre sowie deren Hinterbliebenen",Bundesministerium der Verteidigung,431571411,Bundesministerium der Verteidigung einseinsvierdreieinsfünfsieben ,"Bundesministerium der Verteidigung einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre sowie deren Hinterbliebenen",Bundesministerium der Verteidigung,431571411.0
2658,12,18,42203,702963.82,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium für Digitales und Verkehr,422031218,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinulldrei ,Bundesministerium für Digitales und Verkehr einsachtvierzweizweinulldrei  Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,Bundesministerium für Digitales und Verkehr,422031218.0
2659,6,1,68624,701986.91,Zuschuss an die Welt-Anti-Doping Agentur (WADA),Bundesministerium des Innern und für Heimat,686240601,Bundesministerium des Innern und für Heimat nulleinssechsachtsechszweivier ,Bundesministerium des Innern und für Heimat nulleinssechsachtsechszweivier  Zuschuss an die Welt-Anti-Doping Agentur (WADA),Bundesministerium des Innern und für Heimat,686240601.0
2660,23,12,45301,701903.4,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,453012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweivierfünfdreinulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,453012312.0
2661,16,16,68621,700000.0,Zuweisungen zum Salzgitterfonds,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",686211616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssechsachtsechszweieins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechssechsachtsechszweieins  Zuweisungen zum Salzgitterfonds","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",686011603.0
2663,14,10,53102,698615.34,Abgeltung von Ansprüchen nach dem Urheberrechtsgesetz,Bundesministerium der Verteidigung,531021410,Bundesministerium der Verteidigung einsnullfünfdreieinsnullzwei ,Bundesministerium der Verteidigung einsnullfünfdreieinsnullzwei  Abgeltung von Ansprüchen nach dem Urheberrechtsgesetz,Bundesministerium der Verteidigung,531021410.0
2664,4,12,42101,698187.3,"Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",Bundeskanzler und Bundeskanzleramt,421010412,Bundeskanzler und Bundeskanzleramt einszweivierzweieinsnulleins ,"Bundeskanzler und Bundeskanzleramt einszweivierzweieinsnulleins  Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",Bundeskanzler und Bundeskanzleramt,421010412.0
2665,9,17,81202,695403.5,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,812020917,Bundesministerium für Wirtschaft und Klimaschutz einssiebenachteinszweinullzwei ,"Bundesministerium für Wirtschaft und Klimaschutz einssiebenachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Wirtschaft und Klimaschutz,812020917.0
2666,9,3,12901,695356.96,Nutzungsentgelt aus dem Übereinkommen mit der Ferngas Nordbayern GmbH,Bundesministerium für Wirtschaft und Klimaschutz,129010903,Bundesministerium für Wirtschaft und Klimaschutz nulldreieinszweineunnulleins ,Bundesministerium für Wirtschaft und Klimaschutz nulldreieinszweineunnulleins  Nutzungsentgelt aus dem Übereinkommen mit der Ferngas Nordbayern GmbH,Bundesministerium für Wirtschaft und Klimaschutz,697020903.0
2667,7,1,54401,693721.26,"Forschung, Untersuchungen und Ähnliches",Bundesministerium der Justiz,544010701,Bundesministerium der Justiz nulleinsfünfvierviernulleins ,"Bundesministerium der Justiz nulleinsfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches",,
2668,10,18,51701,693223.37,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Ernährung und Landwirtschaft,517011018,Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinssiebennulleins ,"Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Ernährung und Landwirtschaft,517011018.0
2669,8,15,81202,692012.37,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Finanzen,812020815,Bundesministerium der Finanzen einsfünfachteinszweinullzwei ,"Bundesministerium der Finanzen einsfünfachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Finanzen,812020815.0
2670,12,20,52501,691830.35,Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,525011220,Bundesministerium für Digitales und Verkehr zweinullfünfzweifünfnulleins ,Bundesministerium für Digitales und Verkehr zweinullfünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Digitales und Verkehr,525011222.0
2671,12,10,89102,691754.49,"Zuschüsse zur Umsetzung des Projektes ""Radweg Deutsche Einheit""",Bundesministerium für Digitales und Verkehr,891021210,Bundesministerium für Digitales und Verkehr einsnullachtneuneinsnullzwei ,"Bundesministerium für Digitales und Verkehr einsnullachtneuneinsnullzwei  Zuschüsse zur Umsetzung des Projektes ""Radweg Deutsche Einheit""",,
2673,6,10,68604,690325.22,Förderung der Kriminalprävention und Risikomanagement durch Forschung und Entwicklung nachhaltiger Präventionskonzepte,Bundesministerium des Innern und für Heimat,686040610,Bundesministerium des Innern und für Heimat einsnullsechsachtsechsnullvier ,Bundesministerium des Innern und für Heimat einsnullsechsachtsechsnullvier  Förderung der Kriminalprävention und Risikomanagement durch Forschung und Entwicklung nachhaltiger Präventionskonzepte,Bundesministerium des Innern und für Heimat,686040610.0
2674,12,13,53909,688251.96,Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539091213,Bundesministerium für Digitales und Verkehr einsdreifünfdreineunnullneun ,Bundesministerium für Digitales und Verkehr einsdreifünfdreineunnullneun  Vermischte Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,539091213.0
2675,12,10,53218,687791.74,Europäischer Fonds für regionale Entwicklung - Technische Hilfe für Verkehrsinfrastrukturvorhaben -,Bundesministerium für Digitales und Verkehr,532181210,Bundesministerium für Digitales und Verkehr einsnullfünfdreizweieinsacht ,Bundesministerium für Digitales und Verkehr einsnullfünfdreizweieinsacht  Europäischer Fonds für regionale Entwicklung - Technische Hilfe für Verkehrsinfrastrukturvorhaben -,Bundesministerium für Digitales und Verkehr,532191210.0
2676,9,17,98103,687605.82,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030917,Bundesministerium für Wirtschaft und Klimaschutz einssiebenneunachteinsnulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einssiebenneunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundesministerium für Wirtschaft und Klimaschutz,981030917.0
2677,12,11,38107,687605.82,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Digitales und Verkehr,381071211,Bundesministerium für Digitales und Verkehr einseinsdreiachteinsnullsieben ,Bundesministerium für Digitales und Verkehr einseinsdreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Digitales und Verkehr,381071211.0
2678,4,52,89451,687200.39,Zuschüsse für Investitionen,Bundeskanzler und Bundeskanzleramt,894510452,Bundeskanzler und Bundeskanzleramt fünfzweiachtneunvierfünfeins ,Bundeskanzler und Bundeskanzleramt fünfzweiachtneunvierfünfeins  Zuschüsse für Investitionen,Bundeskanzler und Bundeskanzleramt,894510452.0
2679,17,11,42401,684643.6,Zuführung an die Versorgungsrücklage,"Bundesministerium für Familie, Senioren, Frauen und Jugend",424011711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsvierzweiviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage","Bundesministerium für Familie, Senioren, Frauen und Jugend",424011711.0
2680,23,11,42401,681203.04,Zuführung an die Versorgungsrücklage,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,424012311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierzweiviernulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,424012311.0
2681,8,2,69804,681066.63,Ausgleich von Besatzungsschäden,Bundesministerium der Finanzen,698040802,Bundesministerium der Finanzen nullzweisechsneunachtnullvier ,Bundesministerium der Finanzen nullzweisechsneunachtnullvier  Ausgleich von Besatzungsschäden,Bundesministerium der Finanzen,698040802.0
2683,14,11,11957,679324.3,Vermischte Einnahmen,Bundesministerium der Verteidigung,119571411,Bundesministerium der Verteidigung einseinseinseinsneunfünfsieben ,Bundesministerium der Verteidigung einseinseinseinsneunfünfsieben  Vermischte Einnahmen,Bundesministerium der Verteidigung,119571411.0
2685,10,16,23201,678891.0,Erstattungen von Verwaltungskosten durch die Freie und Hansestadt Hamburg,Bundesministerium für Ernährung und Landwirtschaft,232011016,Bundesministerium für Ernährung und Landwirtschaft einssechszweidreizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einssechszweidreizweinulleins  Erstattungen von Verwaltungskosten durch die Freie und Hansestadt Hamburg,Bundesministerium für Ernährung und Landwirtschaft,232011016.0
2686,5,11,43157,678608.27,"Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen",Auswärtiges Amt,431570511,Auswärtiges Amt einseinsvierdreieinsfünfsieben ,"Auswärtiges Amt einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen",Auswärtiges Amt,431570511.0
2689,15,4,63202,673422.89,Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Bundesministerium für Gesundheit,632021504,Bundesministerium für Gesundheit nullviersechsdreizweinullzwei ,Bundesministerium für Gesundheit nullviersechsdreizweinullzwei  Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Bundesministerium für Gesundheit,685031504.0
2690,7,16,51101,673017.24,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010716,Bundesministerium der Justiz einssechsfünfeinseinsnulleins ,"Bundesministerium der Justiz einssechsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010716.0
2692,23,11,43457,671706.84,Zuführung an die Versorgungsrücklage,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,434572311,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierdreivierfünfsieben ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseinsvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,434572311.0
2693,2,12,52603,671508.46,Ausgaben für parlamentarische Gremien,Deutscher Bundestag,526030212,Deutscher Bundestag einszweifünfzweisechsnulldrei ,Deutscher Bundestag einszweifünfzweisechsnulldrei  Ausgaben für parlamentarische Gremien,,
2694,11,13,52501,668834.03,Aus- und Fortbildung,Bundesministerium für Arbeit und Soziales,525011113,Bundesministerium für Arbeit und Soziales einsdreifünfzweifünfnulleins ,Bundesministerium für Arbeit und Soziales einsdreifünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Arbeit und Soziales,525011113.0
2695,60,3,12901,668414.82,Einnahmen aus der Verwertung von Altforderungen der ehemaligen Deutschen Demokratischen Republik,Allgemeine Finanzverwaltung,129016003,Allgemeine Finanzverwaltung nulldreieinszweineunnulleins ,Allgemeine Finanzverwaltung nulldreieinszweineunnulleins  Einnahmen aus der Verwertung von Altforderungen der ehemaligen Deutschen Demokratischen Republik,Allgemeine Finanzverwaltung,129016003.0
2696,10,11,98107,667905.16,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Ernährung und Landwirtschaft,981071011,Bundesministerium für Ernährung und Landwirtschaft einseinsneunachteinsnullsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinsneunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Ernährung und Landwirtschaft,981071011.0
2697,5,12,71111,667183.36,"Kleine Neu-, Um- und Erweiterungsbauten",Auswärtiges Amt,711110512,Auswärtiges Amt einszweisiebeneinseinseinseins ,"Auswärtiges Amt einszweisiebeneinseinseinseins  Kleine Neu-, Um- und Erweiterungsbauten",Auswärtiges Amt,711110512.0
2698,16,2,53102,667051.71,Maßnahmen zur Klimaneutralisierung von Dienstreisen der Bundesregierung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",531021602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweifünfdreieinsnullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweifünfdreieinsnullzwei  Maßnahmen zur Klimaneutralisierung von Dienstreisen der Bundesregierung","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",381011614.0
2699,12,12,26101,666979.41,Erstattung von Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,261011212,Bundesministerium für Digitales und Verkehr einszweizweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr einszweizweisechseinsnulleins  Erstattung von Verwaltungsausgaben aus dem Inland,Bundesministerium für Digitales und Verkehr,261011214.0
2700,6,24,53999,666508.71,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539990624,Bundesministerium des Innern und für Heimat zweivierfünfdreineunneunneun ,Bundesministerium des Innern und für Heimat zweivierfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539990624.0
2701,30,12,51901,666319.29,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Bildung und Forschung,519013012,Bundesministerium für Bildung und Forschung einszweifünfeinsneunnulleins ,Bundesministerium für Bildung und Forschung einszweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Bildung und Forschung,519013012.0
2702,11,5,63601,666268.66,Erstattung der Kosten für die Bundesfachstelle für Barrierefreiheit an die Deutsche Rentenversicherung Knappschaft Bahn See,Bundesministerium für Arbeit und Soziales,636011105,Bundesministerium für Arbeit und Soziales nullfünfsechsdreisechsnulleins ,Bundesministerium für Arbeit und Soziales nullfünfsechsdreisechsnulleins  Erstattung der Kosten für die Bundesfachstelle für Barrierefreiheit an die Deutsche Rentenversicherung Knappschaft Bahn See,Bundesministerium für Arbeit und Soziales,636011105.0
2703,16,16,42811,664161.22,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",428111616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweiachteinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsvierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",428111616.0
2705,30,2,51871,660125.2,Mieten und Pachten,Bundesministerium für Bildung und Forschung,518713002,Bundesministerium für Bildung und Forschung nullzweifünfeinsachtsiebeneins ,Bundesministerium für Bildung und Forschung nullzweifünfeinsachtsiebeneins  Mieten und Pachten,Bundesministerium für Bildung und Forschung,518013012.0
2706,16,16,26101,659998.99,Erstattung von Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",261011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechszweisechseinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechszweisechseinsnulleins  Erstattung von Verwaltungsausgaben","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",261011613.0
2707,20,12,81202,659850.57,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesrechnungshof,812022012,Bundesrechnungshof einszweiachteinszweinullzwei ,"Bundesrechnungshof einszweiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesrechnungshof,812022012.0
2708,9,10,27201,659275.43,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen,Bundesministerium für Wirtschaft und Klimaschutz,272010910,Bundesministerium für Wirtschaft und Klimaschutz einsnullzweisiebenzweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einsnullzweisiebenzweinulleins  Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen,Bundesministerium für Wirtschaft und Klimaschutz,272010910.0
2709,14,10,68603,659239.36,"Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge im Inland",Bundesministerium der Verteidigung,686031410,Bundesministerium der Verteidigung einsnullsechsachtsechsnulldrei ,"Bundesministerium der Verteidigung einsnullsechsachtsechsnulldrei  Förderung wissenschaftlicher, kultureller und sonstiger Einrichtungen durch die Bundeswehr sowie Mitgliedsbeiträge im Inland",Bundesministerium der Verteidigung,686031410.0
2711,6,35,53201,657932.83,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,532010635,Bundesministerium des Innern und für Heimat dreifünffünfdreizweinulleins ,Bundesministerium des Innern und für Heimat dreifünffünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,532010635.0
2712,4,51,54301,657467.25,Veröffentlichungen und Fachinformationen,Bundeskanzler und Bundeskanzleramt,543010451,Bundeskanzler und Bundeskanzleramt fünfeinsfünfvierdreinulleins ,Bundeskanzler und Bundeskanzleramt fünfeinsfünfvierdreinulleins  Veröffentlichungen und Fachinformationen,Bundeskanzler und Bundeskanzleramt,543010451.0
2713,15,17,51901,657392.17,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,519011517,Bundesministerium für Gesundheit einssiebenfünfeinsneunnulleins ,Bundesministerium für Gesundheit einssiebenfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,519011517.0
2715,6,3,67124,655750.0,Kosten der Rückführung von Deutschen,Bundesministerium des Innern und für Heimat,671240603,Bundesministerium des Innern und für Heimat nulldreisechssiebeneinszweivier ,Bundesministerium des Innern und für Heimat nulldreisechssiebeneinszweivier  Kosten der Rückführung von Deutschen,Bundesministerium des Innern und für Heimat,671240603.0
2716,14,8,74141,653656.38,Zuweisungen für Straßenbaumaßnahmen des Bundes,Bundesministerium der Verteidigung,741411408,Bundesministerium der Verteidigung nullachtsiebenviereinsviereins ,Bundesministerium der Verteidigung nullachtsiebenviereinsviereins  Zuweisungen für Straßenbaumaßnahmen des Bundes,,
