,index,Epl.,Kap.,Tit.,Ist 2020,Zweckbestimmung,ministries,2020 id,id_nlp_help,id_nlp,2020 Zweck,id
2413,337,4,52,98103,1366708.31,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Bundeskanzler und Bundeskanzleramt,981030452,Bundeskanzler und Bundeskanzleramt fünfzweineunachteinsnulldrei ,Bundeskanzler und Bundeskanzleramt fünfzweineunachteinsnulldrei  Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981030452.0
2415,2615,11,1,68121,1360220.88,Zusätzliche Mittel für Bildungsmaßnahmen,Bundesministerium für Arbeit und Soziales,681211101,Bundesministerium für Arbeit und Soziales nulleinssechsachteinszweieins ,Bundesministerium für Arbeit und Soziales nulleinssechsachteinszweieins  Zusätzliche Mittel für Bildungsmaßnahmen,,
2416,4674,21,12,81202,1360158.83,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,812022112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweiachteinszweinullzwei ,"Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einszweiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812022112.0
2417,3810,14,10,98101,1358872.32,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium der Verteidigung,981011410,Bundesministerium der Verteidigung einsnullneunachteinsnulleins ,Bundesministerium der Verteidigung einsnullneunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,981011410.0
2418,1742,8,10,89324,1356488.5,Zuschüsse für Investitionen,Bundesministerium der Finanzen,893240810,Bundesministerium der Finanzen einsnullachtneundreizweivier ,Bundesministerium der Finanzen einsnullachtneundreizweivier  Zuschüsse für Investitionen,Dienstreisen,527010816.0
2419,886,6,4,68671,1355476.0,Zuschüsse zum Betrieb,Bundesministerium des Innern und für Heimat,686710604,Bundesministerium des Innern und für Heimat nullviersechsachtsechssiebeneins ,Bundesministerium des Innern und für Heimat nullviersechsachtsechssiebeneins  Zuschüsse zum Betrieb,"Forschung, Untersuchungen und Ähnliches",544210616.0
2420,2896,11,16,42831,1348134.14,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Arbeit und Soziales,428311116,Bundesministerium für Arbeit und Soziales einssechsvierzweiachtdreieins ,Bundesministerium für Arbeit und Soziales einssechsvierzweiachtdreieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428311116.0
2421,3469,12,20,67101,1347923.89,Erstattung von anteiligen Bewirtschaftungskosten für das Bildungszentrum (BZ) Langen sowie für die Flugwetterwarte (FWW) Bremen an die DFS Deutsche Flugsicherung GmbH,Bundesministerium für Digitales und Verkehr,671011220,Bundesministerium für Digitales und Verkehr zweinullsechssiebeneinsnulleins ,Bundesministerium für Digitales und Verkehr zweinullsechssiebeneinsnulleins  Erstattung von anteiligen Bewirtschaftungskosten für das Bildungszentrum (BZ) Langen sowie für die Flugwetterwarte (FWW) Bremen an die DFS Deutsche Flugsicherung GmbH,Erstattung von anteiligen Bewirtschaftungskosten für das Bildungszentrum (BZ) Langen sowie für die Flugwetterwarte (FWW) Bremen an die DFS Deutsche Flugsicherung GmbH,671011220.0
2422,4233,16,5,68101,1347717.71,Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 2 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",681011605,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsachteinsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullfünfsechsachteinsnulleins  Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 2 Atomgesetz infolge des Reaktorunfalls von Tschernobyl",Erfüllung von Ausgleichsansprüchen nach § 38 Abs. 1 Atomgesetz infolge des Reaktorunfalls von Tschernobyl,681011605.0
2423,1994,9,11,43157,1346688.36,"Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretäre, sonstige Amtsträger und deren Hinterbliebenen",Bundesministerium für Wirtschaft und Klimaschutz,431570911,Bundesministerium für Wirtschaft und Klimaschutz einseinsvierdreieinsfünfsieben ,"Bundesministerium für Wirtschaft und Klimaschutz einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretäre, sonstige Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretäre, sonstige Amtsträger und deren Hinterbliebenen",431570911.0
2424,789,6,2,63231,1346000.0,Zweckgebundene Zuweisungen an das Land Rheinland-Pfalz für das Forschungsinstitut für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften in Speyer,Bundesministerium des Innern und für Heimat,632310602,Bundesministerium des Innern und für Heimat nullzweisechsdreizweidreieins ,Bundesministerium des Innern und für Heimat nullzweisechsdreizweidreieins  Zweckgebundene Zuweisungen an das Land Rheinland-Pfalz für das Forschungsinstitut für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften in Speyer,Zweckgebundene Zuweisungen an das Land Rheinland-Pfalz für das Forschungsinstitut für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften in Speyer,632310602.0
2426,3254,12,14,42811,1344925.17,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428111214,Bundesministerium für Digitales und Verkehr einsviervierzweiachteinseins ,Bundesministerium für Digitales und Verkehr einsviervierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428111214.0
2427,3534,12,21,53201,1340677.91,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Digitales und Verkehr,532011221,Bundesministerium für Digitales und Verkehr zweieinsfünfdreizweinulleins ,Bundesministerium für Digitales und Verkehr zweieinsfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011221.0
2428,2915,11,16,81202,1340357.51,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Arbeit und Soziales,812021116,Bundesministerium für Arbeit und Soziales einssechsachteinszweinullzwei ,"Bundesministerium für Arbeit und Soziales einssechsachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021116.0
2429,4358,16,15,53999,1340155.78,Vermischte Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",539991615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfdreineunneunneun ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünffünfdreineunneunneun  Vermischte Verwaltungsausgaben",Vermischte Verwaltungsausgaben,539991615.0
2430,3185,12,11,52703,1339362.37,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Digitales und Verkehr,527031211,Bundesministerium für Digitales und Verkehr einseinsfünfzweisiebennulldrei ,Bundesministerium für Digitales und Verkehr einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,527031211.0
2432,1353,6,28,81202,1335185.01,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020628,Bundesministerium des Innern und für Heimat zweiachtachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweiachtachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020620.0
2433,3270,12,14,53202,1329212.21,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Digitales und Verkehr,532021214,Bundesministerium für Digitales und Verkehr einsvierfünfdreizweinullzwei ,Bundesministerium für Digitales und Verkehr einsvierfünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),532021214.0
2435,4972,60,2,45103,1324134.57,Zuschuss zu den Sozialwerken der Bundesverwaltung,Allgemeine Finanzverwaltung,451036002,Allgemeine Finanzverwaltung nullzweivierfünfeinsnulldrei ,Allgemeine Finanzverwaltung nullzweivierfünfeinsnulldrei  Zuschuss zu den Sozialwerken der Bundesverwaltung,Zuschuss zu den Sozialwerken der Bundesverwaltung,459016002.0
2438,4761,23,12,53999,1320706.93,Vermischte Verwaltungsausgaben,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,539992312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreineunneunneun ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539992312.0
2439,3229,12,13,51401,1320249.49,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,514011213,Bundesministerium für Digitales und Verkehr einsdreifünfeinsviernulleins ,"Bundesministerium für Digitales und Verkehr einsdreifünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",514011213.0
2440,1747,8,10,42841,1319817.29,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium der Finanzen,428410810,Bundesministerium der Finanzen einsnullvierzweiachtviereins ,Bundesministerium der Finanzen einsnullvierzweiachtviereins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428410810.0
2441,3173,12,11,43157,1318331.45,"Versorgungsbezüge der Bundesministerinnen und Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Digitales und Verkehr,431571211,Bundesministerium für Digitales und Verkehr einseinsvierdreieinsfünfsieben ,"Bundesministerium für Digitales und Verkehr einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesministerinnen und Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesministerinnen und Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",431571211.0
2445,3450,12,19,51801,1310606.38,Mieten und Pachten,Bundesministerium für Digitales und Verkehr,518011219,Bundesministerium für Digitales und Verkehr einsneunfünfeinsachtnulleins ,Bundesministerium für Digitales und Verkehr einsneunfünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518011219.0
2446,685,5,13,51802,1309394.88,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Auswärtiges Amt,518020513,Auswärtiges Amt einsdreifünfeinsachtnullzwei ,Auswärtiges Amt einsdreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518020513.0
2447,3221,12,13,51802,1304744.18,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Digitales und Verkehr,518021213,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnullzwei ,Bundesministerium für Digitales und Verkehr einsdreifünfeinsachtnullzwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,518021213.0
2448,2376,10,11,98107,1301859.95,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium für Ernährung und Landwirtschaft,981071011,Bundesministerium für Ernährung und Landwirtschaft einseinsneunachteinsnullsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinsneunachteinsnullsieben  Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,981071011.0
2450,4105,15,15,81202,1295517.55,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Gesundheit,812021515,Bundesministerium für Gesundheit einsfünfachteinszweinullzwei ,"Bundesministerium für Gesundheit einsfünfachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021515.0
2451,4167,15,17,51901,1294762.75,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Gesundheit,519011517,Bundesministerium für Gesundheit einssiebenfünfeinsneunnulleins ,Bundesministerium für Gesundheit einssiebenfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519011517.0
2453,4191,16,1,68787,1289639.75,Beratungshilfe für den Umweltschutz in den Staaten Mittel- und Osteuropas sowie den Neuen Unabhängigen Staaten (NUS) sowie den weiteren an die Europäische Union angrenzenden Staaten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",687871601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinssechsachtsiebenachtsieben ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinssechsachtsiebenachtsieben  Beratungshilfe für den Umweltschutz in den Staaten Mittel- und Osteuropas sowie den Neuen Unabhängigen Staaten (NUS) sowie den weiteren an die Europäische Union angrenzenden Staaten",Beratungshilfe für den Umweltschutz in den Staaten Mittel- und Osteuropas sowie den Neuen Unabhängigen Staaten (NUS) sowie den weiteren an die Europäische Union angrenzenden Staaten,687871601.0
2455,1439,6,34,51101,1285526.11,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium des Innern und für Heimat,511010634,Bundesministerium des Innern und für Heimat dreivierfünfeinseinsnulleins ,"Bundesministerium des Innern und für Heimat dreivierfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010634.0
2456,3150,12,10,68261,1283484.93,Verwaltungsausgaben Projektträger,Bundesministerium für Digitales und Verkehr,682611210,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweisechseins ,Bundesministerium für Digitales und Verkehr einsnullsechsachtzweisechseins  Verwaltungsausgaben Projektträger,Verwaltungsausgaben Projektträger,682611210.0
2457,4101,15,15,71101,1279908.06,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Gesundheit,711011515,Bundesministerium für Gesundheit einsfünfsiebeneinseinsnulleins ,"Bundesministerium für Gesundheit einsfünfsiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711011515.0
2460,4170,15,17,53201,1268357.39,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011517,Bundesministerium für Gesundheit einssiebenfünfdreizweinulleins ,Bundesministerium für Gesundheit einssiebenfünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011515.0
2461,635,5,12,51811,1267766.45,Mieten und Pachten,Auswärtiges Amt,518110512,Auswärtiges Amt einszweifünfeinsachteinseins ,Auswärtiges Amt einszweifünfeinsachteinseins  Mieten und Pachten,Mieten und Pachten,518110512.0
2462,1730,8,10,11999,1267186.75,Vermischte Einnahmen,Bundesministerium der Finanzen,119990810,Bundesministerium der Finanzen einsnulleinseinsneunneunneun ,Bundesministerium der Finanzen einsnulleinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990810.0
2463,2029,9,12,52701,1263073.65,Dienstreisen,Bundesministerium für Wirtschaft und Klimaschutz,527010912,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfzweisiebennulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszweifünfzweisiebennulleins  Dienstreisen,Dienstreisen,527010912.0
2464,916,6,10,81211,1262059.24,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812110610,Bundesministerium des Innern und für Heimat einsnullachteinszweieinseins ,"Bundesministerium des Innern und für Heimat einsnullachteinszweieinseins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812110610.0
2465,4633,20,12,52701,1261128.91,Dienstreisen,Bundesrechnungshof,527012012,Bundesrechnungshof einszweifünfzweisiebennulleins ,Bundesrechnungshof einszweifünfzweisiebennulleins  Dienstreisen,Dienstreisen,527012012.0
2467,2569,10,17,51701,1256555.28,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Ernährung und Landwirtschaft,517011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfeinssiebennulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011017.0
2468,3554,12,22,42801,1255797.48,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428011222,Bundesministerium für Digitales und Verkehr zweizweivierzweiachtnulleins ,Bundesministerium für Digitales und Verkehr zweizweivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428011222.0
2469,1901,9,1,69701,1253716.77,Ausgaben im Zusammenhang mit dem Beteiligungserwerb und der -verwaltung von CureVac,Bundesministerium für Wirtschaft und Klimaschutz,697010901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsneunsiebennulleins ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsneunsiebennulleins  Ausgaben im Zusammenhang mit dem Beteiligungserwerb und der -verwaltung von CureVac,Ausgaben im Zusammenhang mit dem Beteiligungserwerb und der -verwaltung von CureVac,697010901.0
2471,3329,12,17,42709,1251655.88,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427091217,Bundesministerium für Digitales und Verkehr einssiebenvierzweisiebennullneun ,"Bundesministerium für Digitales und Verkehr einssiebenvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427091217.0
2472,156,2,16,42201,1249717.55,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Deutscher Bundestag,422010216,Deutscher Bundestag einssechsvierzweizweinulleins ,Deutscher Bundestag einssechsvierzweizweinulleins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,422010216.0
2473,2382,10,11,63257,1248003.53,Erstattungen des Bundes für Versorgungslasten,Bundesministerium für Ernährung und Landwirtschaft,632571011,Bundesministerium für Ernährung und Landwirtschaft einseinssechsdreizweifünfsieben ,Bundesministerium für Ernährung und Landwirtschaft einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,632571011.0
2474,213,4,11,63257,1246571.93,Erstattungen des Bundes für Versorgungslasten,Bundeskanzler und Bundeskanzleramt,632570411,Bundeskanzler und Bundeskanzleramt einseinssechsdreizweifünfsieben ,Bundeskanzler und Bundeskanzleramt einseinssechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,632570411.0
2475,4098,15,15,53201,1242587.95,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,532011515,Bundesministerium für Gesundheit einsfünffünfdreizweinulleins ,Bundesministerium für Gesundheit einsfünffünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,532711515.0
2476,2002,9,11,44301,1241740.71,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Bundesministerium für Wirtschaft und Klimaschutz,443010911,Bundesministerium für Wirtschaft und Klimaschutz einseinsviervierdreinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einseinsviervierdreinulleins  Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften,443010911.0
2477,135,2,12,71156,1241714.6,"Kleine Neu-, Um- und Erweiterungsbauten",Deutscher Bundestag,711560212,Deutscher Bundestag einszweisiebeneinseinsfünfsechs ,"Deutscher Bundestag einszweisiebeneinseinsfünfsechs  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711560212.0
2478,2812,11,13,42739,1236535.94,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Arbeit und Soziales,427391113,Bundesministerium für Arbeit und Soziales einsdreivierzweisiebendreineun ,"Bundesministerium für Arbeit und Soziales einsdreivierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427391113.0
2480,343,4,52,68415,1235322.7,Stärkung der Medienkompetenz sowie Schutz und strukturelle Förderung journalistischer Arbeit,Bundeskanzler und Bundeskanzleramt,684150452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinsfünf ,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtviereinsfünf  Stärkung der Medienkompetenz sowie Schutz und strukturelle Förderung journalistischer Arbeit,Stärkung der Medienkompetenz sowie Schutz und strukturelle Förderung journalistischer Arbeit,684150452.0
2481,27,1,12,51101,1233221.81,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundespräsident und Bundespräsidialamt,511010112,Bundespräsident und Bundespräsidialamt einszweifünfeinseinsnulleins ,"Bundespräsident und Bundespräsidialamt einszweifünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010112.0
2483,3888,14,13,81281,1226011.93,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Verteidigung,812811413,Bundesministerium der Verteidigung einsdreiachteinszweiachteins ,"Bundesministerium der Verteidigung einsdreiachteinszweiachteins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812811413.0
2484,4838,30,4,68705,1225008.8,Bilaterale Kooperationen im Bereich der künstlichen Intelligenz und Systemforschung,Bundesministerium für Bildung und Forschung,687053004,Bundesministerium für Bildung und Forschung nullviersechsachtsiebennullfünf ,Bundesministerium für Bildung und Forschung nullviersechsachtsiebennullfünf  Bilaterale Kooperationen im Bereich der künstlichen Intelligenz und Systemforschung,,
2485,215,4,11,44101,1222356.98,Beihilfen aufgrund der Beihilfevorschriften,Bundeskanzler und Bundeskanzleramt,441010411,Bundeskanzler und Bundeskanzleramt einseinsvierviereinsnulleins ,Bundeskanzler und Bundeskanzleramt einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,441010411.0
2486,2390,10,11,54301,1222236.69,Veröffentlichungen und Fachinformationen,Bundesministerium für Ernährung und Landwirtschaft,543011011,Bundesministerium für Ernährung und Landwirtschaft einseinsfünfvierdreinulleins ,Bundesministerium für Ernährung und Landwirtschaft einseinsfünfvierdreinulleins  Veröffentlichungen und Fachinformationen,Veröffentlichungen und Fachinformationen,543011011.0
2488,4473,17,11,42401,1219672.93,Zuführung an die Versorgungsrücklage,"Bundesministerium für Familie, Senioren, Frauen und Jugend",424011711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsvierzweiviernulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage",Zuführung an die Versorgungsrücklage,424011711.0
2489,4523,17,13,53201,1218938.12,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Bundesministerium für Familie, Senioren, Frauen und Jugend",532011713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfdreizweinulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik",Aufträge und Dienstleistungen im Bereich Informationstechnik,532011713.0
