,Epl.,Kap.,Tit.,Ist 2018,Zweckbestimmung,ministries,2018 id,id_nlp_help,id_nlp,2018 Zweck,id
3218,10,17,52501,350838.73,Aus- und Fortbildung,Bundesministerium für Ernährung und Landwirtschaft,525011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfzweifünfnulleins ,Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Ernährung und Landwirtschaft,525011017.0
3219,10,6,68602,350000.0,Zuschüsse zur Ansiedlung internationaler Organisationen in Deutschland,Bundesministerium für Ernährung und Landwirtschaft,686021006,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsechsnullzwei ,Bundesministerium für Ernährung und Landwirtschaft nullsechssechsachtsechsnullzwei  Zuschüsse zur Ansiedlung internationaler Organisationen in Deutschland,Bundesministerium für Ernährung und Landwirtschaft,686021006.0
3220,4,52,68563,348873.5,Gemeinsame Kommission für die Erforschung der jüngeren Geschichte der deutsch-russischen Beziehungen,Bundeskanzler und Bundeskanzleramt,685630452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfsechsdrei ,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfsechsdrei  Gemeinsame Kommission für die Erforschung der jüngeren Geschichte der deutsch-russischen Beziehungen,Bundeskanzler und Bundeskanzleramt,685630452.0
3221,6,3,68423,348600.0,Zuschuss an die Friedlandhilfe (e. V.),Bundesministerium des Innern und für Heimat,684230603,Bundesministerium des Innern und für Heimat nulldreisechsachtvierzweidrei ,Bundesministerium des Innern und für Heimat nulldreisechsachtvierzweidrei  Zuschuss an die Friedlandhilfe (e. V.),Bundesministerium des Innern und für Heimat,684230603.0
3222,12,18,54721,348157.31,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547211218,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebenzweieins ,Bundesministerium für Digitales und Verkehr einsachtfünfviersiebenzweieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,547211218.0
3223,10,10,83101,346960.0,Nachschüsse an die Deutsche Bauernsiedlung,Bundesministerium für Ernährung und Landwirtschaft,831011010,Bundesministerium für Ernährung und Landwirtschaft einsnullachtdreieinsnulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnullachtdreieinsnulleins  Nachschüsse an die Deutsche Bauernsiedlung,Bundesministerium für Ernährung und Landwirtschaft,831011010.0
3225,9,1,68313,345180.26,Steigerung der Wettbewerbsfähigkeit der maritimen Wirtschaft,Bundesministerium für Wirtschaft und Klimaschutz,683130901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsdrei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreieinsdrei  Steigerung der Wettbewerbsfähigkeit der maritimen Wirtschaft,Bundesministerium für Wirtschaft und Klimaschutz,683130901.0
3226,19,11,44101,345119.35,Beihilfen aufgrund der Beihilfevorschriften,Bundesverfassungsgericht,441011911,Bundesverfassungsgericht einseinsvierviereinsnulleins ,Bundesverfassungsgericht einseinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Bundesverfassungsgericht,441011911.0
3230,5,12,82311,341815.08,Energie Contracting,Auswärtiges Amt,823110512,Auswärtiges Amt einszweiachtzweidreieinseins ,Auswärtiges Amt einszweiachtzweidreieinseins  Energie Contracting,,
3232,15,17,71101,341138.25,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Gesundheit,711011517,Bundesministerium für Gesundheit einssiebensiebeneinseinsnulleins ,"Bundesministerium für Gesundheit einssiebensiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Gesundheit,711411517.0
3233,6,20,53999,339945.81,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539990620,Bundesministerium des Innern und für Heimat zweinullfünfdreineunneunneun ,Bundesministerium des Innern und für Heimat zweinullfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539090622.0
3234,7,12,11902,339588.99,Einnahmen aus Gewinnabschöpfungen nach dem Gesetz über den unlauteren Wettbewerb,Bundesministerium der Justiz,119020712,Bundesministerium der Justiz einszweieinseinsneunnullzwei ,Bundesministerium der Justiz einszweieinseinsneunnullzwei  Einnahmen aus Gewinnabschöpfungen nach dem Gesetz über den unlauteren Wettbewerb,Bundesministerium der Justiz,119020712.0
3236,5,2,53114,337157.17,Gästeprogramm der Bundesrepublik Deutschland,Auswärtiges Amt,531140502,Auswärtiges Amt nullzweifünfdreieinseinsvier ,Auswärtiges Amt nullzweifünfdreieinseinsvier  Gästeprogramm der Bundesrepublik Deutschland,Auswärtiges Amt,531140502.0
3237,2,15,41120,336252.84,Kostenerstattung an die Deutsche Bahn für die Benutzung ihrer Verkehrsmittel durch die deutschen Mitglieder des Europäischen Parlaments,Deutscher Bundestag,411200215,Deutscher Bundestag einsfünfviereinseinszweinull ,Deutscher Bundestag einsfünfviereinseinszweinull  Kostenerstattung an die Deutsche Bahn für die Benutzung ihrer Verkehrsmittel durch die deutschen Mitglieder des Europäischen Parlaments,Deutscher Bundestag,411200215.0
3238,6,34,51901,335824.7,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium des Innern und für Heimat,519010634,Bundesministerium des Innern und für Heimat dreivierfünfeinsneunnulleins ,Bundesministerium des Innern und für Heimat dreivierfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium des Innern und für Heimat,519010634.0
3239,12,14,71101,335760.1,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Digitales und Verkehr,711011214,Bundesministerium für Digitales und Verkehr einsviersiebeneinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einsviersiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Digitales und Verkehr,711011213.0
3240,12,10,98101,334410.12,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,981011210,Bundesministerium für Digitales und Verkehr einsnullneunachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsnullneunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,981011210.0
3241,14,11,23257,334192.95,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium der Verteidigung,232571411,Bundesministerium der Verteidigung einseinszweidreizweifünfsieben ,Bundesministerium der Verteidigung einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Bundesministerium der Verteidigung,232571411.0
3242,4,55,52501,333843.09,Aus- und Fortbildung,Bundeskanzler und Bundeskanzleramt,525010455,Bundeskanzler und Bundeskanzleramt fünffünffünfzweifünfnulleins ,Bundeskanzler und Bundeskanzleramt fünffünffünfzweifünfnulleins  Aus- und Fortbildung,Bundeskanzler und Bundeskanzleramt,525010453.0
3244,23,12,81201,332886.9,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,812012312,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweiachteinszweinulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einszweiachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,812012312.0
3246,60,2,27101,332108.0,Erstattung von Reisekosten für die Teilnahme an Sitzungen der Ratsgremien aus dem Gemeinschaftshaushalt der EU,Allgemeine Finanzverwaltung,271016002,Allgemeine Finanzverwaltung nullzweizweisiebeneinsnulleins ,Allgemeine Finanzverwaltung nullzweizweisiebeneinsnulleins  Erstattung von Reisekosten für die Teilnahme an Sitzungen der Ratsgremien aus dem Gemeinschaftshaushalt der EU,,
3247,12,1,81232,331608.62,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,812321201,Bundesministerium für Digitales und Verkehr nulleinsachteinszweidreizwei ,"Bundesministerium für Digitales und Verkehr nulleinsachteinszweidreizwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Digitales und Verkehr,812021223.0
3248,15,11,43157,331310.57,"Versorgungsbezüge der Bundesministerinnen und Bundesminister, parlamentarischen Staatssekretärinnen und parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Gesundheit,431571511,Bundesministerium für Gesundheit einseinsvierdreieinsfünfsieben ,"Bundesministerium für Gesundheit einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesministerinnen und Bundesminister, parlamentarischen Staatssekretärinnen und parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Gesundheit,431571511.0
3249,6,1,68121,331250.0,Maßnahmen zur Verbesserung der Rahmenbedingungen für Athletinnen und Athleten mit Behinderung im Spitzensport,Bundesministerium des Innern und für Heimat,681210601,Bundesministerium des Innern und für Heimat nulleinssechsachteinszweieins ,Bundesministerium des Innern und für Heimat nulleinssechsachteinszweieins  Maßnahmen zur Verbesserung der Rahmenbedingungen für Athletinnen und Athleten mit Behinderung im Spitzensport,Bundesministerium des Innern und für Heimat,681210601.0
3250,12,19,42221,331099.18,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422211219,Bundesministerium für Digitales und Verkehr einsneunvierzweizweizweieins ,Bundesministerium für Digitales und Verkehr einsneunvierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,422211219.0
3251,2,12,45301,331054.37,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Deutscher Bundestag,453010212,Deutscher Bundestag einszweivierfünfdreinulleins ,"Deutscher Bundestag einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Deutscher Bundestag,453010212.0
3254,11,13,54731,330356.34,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,547311113,Bundesministerium für Arbeit und Soziales einsdreifünfviersiebendreieins ,Bundesministerium für Arbeit und Soziales einsdreifünfviersiebendreieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Arbeit und Soziales,547311113.0
3255,6,10,89401,330039.97,Zuschuss zur Erweiterung und Sanierung des Deutschen Meeresmuseums in Stralsund,Bundesministerium des Innern und für Heimat,894010610,Bundesministerium des Innern und für Heimat einsnullachtneunviernulleins ,Bundesministerium des Innern und für Heimat einsnullachtneunviernulleins  Zuschuss zur Erweiterung und Sanierung des Deutschen Meeresmuseums in Stralsund,,
3256,17,11,23257,329721.0,Beteiligung an den Versorgungslasten des Bundes,"Bundesministerium für Familie, Senioren, Frauen und Jugend",232571711,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseinszweidreizweifünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes","Bundesministerium für Familie, Senioren, Frauen und Jugend",632571711.0
3257,12,22,42709,329683.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427091222,Bundesministerium für Digitales und Verkehr zweizweivierzweisiebennullneun ,"Bundesministerium für Digitales und Verkehr zweizweivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427091222.0
3258,7,17,51101,329020.53,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010717,Bundesministerium der Justiz einssiebenfünfeinseinsnulleins ,"Bundesministerium der Justiz einssiebenfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010717.0
3259,15,16,42719,328920.76,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427191516,Bundesministerium für Gesundheit einssechsvierzweisiebeneinsneun ,"Bundesministerium für Gesundheit einssechsvierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427791516.0
3260,15,13,53202,328667.22,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Gesundheit,532021513,Bundesministerium für Gesundheit einsdreifünfdreizweinullzwei ,Bundesministerium für Gesundheit einsdreifünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),Bundesministerium für Gesundheit,532021513.0
3261,10,17,51801,328344.68,Mieten und Pachten,Bundesministerium für Ernährung und Landwirtschaft,518011017,Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfeinsachtnulleins ,Bundesministerium für Ernährung und Landwirtschaft einssiebenfünfeinsachtnulleins  Mieten und Pachten,Bundesministerium für Ernährung und Landwirtschaft,518011017.0
3262,11,6,54411,328050.91,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Arbeit und Soziales,544111106,Bundesministerium für Arbeit und Soziales nullsechsfünfvierviereinseins ,"Bundesministerium für Arbeit und Soziales nullsechsfünfvierviereinseins  Forschung, Untersuchungen und Ähnliches",Bundesministerium für Arbeit und Soziales,544111106.0
3263,7,15,53201,326774.65,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Justiz,532010715,Bundesministerium der Justiz einsfünffünfdreizweinulleins ,Bundesministerium der Justiz einsfünffünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium der Justiz,532010715.0
3265,1,13,51801,326630.43,Mieten und Pachten,Bundespräsident und Bundespräsidialamt,518010113,Bundespräsident und Bundespräsidialamt einsdreifünfeinsachtnulleins ,Bundespräsident und Bundespräsidialamt einsdreifünfeinsachtnulleins  Mieten und Pachten,Bundespräsident und Bundespräsidialamt,518010113.0
3266,12,17,45301,326626.42,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Digitales und Verkehr,453011217,Bundesministerium für Digitales und Verkehr einssiebenvierfünfdreinulleins ,"Bundesministerium für Digitales und Verkehr einssiebenvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Digitales und Verkehr,453011217.0
3267,60,2,52701,326287.4,Dienstreisen,Allgemeine Finanzverwaltung,527016002,Allgemeine Finanzverwaltung nullzweifünfzweisiebennulleins ,Allgemeine Finanzverwaltung nullzweifünfzweisiebennulleins  Dienstreisen,,
3269,4,53,11999,325841.93,Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990453,Bundeskanzler und Bundeskanzleramt fünfdreieinseinsneunneunneun ,Bundeskanzler und Bundeskanzleramt fünfdreieinseinsneunneunneun  Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990453.0
3270,6,28,38101,325587.94,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010628,Bundesministerium des Innern und für Heimat zweiachtdreiachteinsnulleins ,Bundesministerium des Innern und für Heimat zweiachtdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010628.0
3271,8,13,42202,325405.64,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,422020813,Bundesministerium der Finanzen einsdreivierzweizweinullzwei ,Bundesministerium der Finanzen einsdreivierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Finanzen,422020813.0
3272,15,14,54721,324519.84,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547211514,Bundesministerium für Gesundheit einsvierfünfviersiebenzweieins ,Bundesministerium für Gesundheit einsvierfünfviersiebenzweieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547211517.0
3273,16,15,28201,324502.1,Beiträge Dritter zur Finanzierung der Geschäftsstelle des Kerntechnischen Ausschusses,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",282011615,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünfzweiachtzweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünfzweiachtzweinulleins  Beiträge Dritter zur Finanzierung der Geschäftsstelle des Kerntechnischen Ausschusses","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",282011615.0
3274,3,12,53201,324369.34,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesrat,532010312,Bundesrat einszweifünfdreizweinulleins ,Bundesrat einszweifünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesrat,532010312.0
3275,15,15,52501,324349.02,Aus- und Fortbildung,Bundesministerium für Gesundheit,525011515,Bundesministerium für Gesundheit einsfünffünfzweifünfnulleins ,Bundesministerium für Gesundheit einsfünffünfzweifünfnulleins  Aus- und Fortbildung,Bundesministerium für Gesundheit,525011515.0
3276,10,12,51901,323674.8,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Ernährung und Landwirtschaft,519011012,Bundesministerium für Ernährung und Landwirtschaft einszweifünfeinsneunnulleins ,Bundesministerium für Ernährung und Landwirtschaft einszweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Ernährung und Landwirtschaft,519011012.0
3277,7,18,68103,323418.09,Entschädigung der wegen einvernehmlicher homosexueller Handlungen Verurteilten,Bundesministerium der Justiz,681030718,Bundesministerium der Justiz einsachtsechsachteinsnulldrei ,Bundesministerium der Justiz einsachtsechsachteinsnulldrei  Entschädigung der wegen einvernehmlicher homosexueller Handlungen Verurteilten,Bundesministerium der Justiz,681030718.0
3279,23,5,89441,322828.54,Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Zuschüsse für Investitionen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,894412305,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfachtneunvierviereins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünfachtneunvierviereins  Institutionelle Förderung von Einrichtungen der Forschung und Evaluierung in der entwicklungspolitischen Zusammenarbeit - Zuschüsse für Investitionen,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,894412305.0
3280,4,13,11999,322082.29,Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990413,Bundeskanzler und Bundeskanzleramt einsdreieinseinsneunneunneun ,Bundeskanzler und Bundeskanzleramt einsdreieinseinsneunneunneun  Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990413.0
3281,14,12,42709,321620.89,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Verteidigung,427091412,Bundesministerium der Verteidigung einszweivierzweisiebennullneun ,"Bundesministerium der Verteidigung einszweivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium der Verteidigung,427091412.0
3282,10,11,52703,321541.76,Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Ernährung und Landwirtschaft,527031011,Bundesministerium für Ernährung und Landwirtschaft einseinsfünfzweisiebennulldrei ,Bundesministerium für Ernährung und Landwirtschaft einseinsfünfzweisiebennulldrei  Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen,Bundesministerium für Ernährung und Landwirtschaft,527031011.0
3283,8,1,67111,321143.97,"Verwaltungskosten, Gebühren und Kostenerstattungen aus der Durchführung der Lastenausgleichsgesetze",Bundesministerium der Finanzen,671110801,Bundesministerium der Finanzen nulleinssechssiebeneinseinseins ,"Bundesministerium der Finanzen nulleinssechssiebeneinseinseins  Verwaltungskosten, Gebühren und Kostenerstattungen aus der Durchführung der Lastenausgleichsgesetze",Bundesministerium der Finanzen,671110801.0
3284,10,10,67101,320953.47,Vergütung an Banken für die Verwaltung von Bundesmitteln,Bundesministerium für Ernährung und Landwirtschaft,671011010,Bundesministerium für Ernährung und Landwirtschaft einsnullsechssiebeneinsnulleins ,Bundesministerium für Ernährung und Landwirtschaft einsnullsechssiebeneinsnulleins  Vergütung an Banken für die Verwaltung von Bundesmitteln,Bundesministerium für Ernährung und Landwirtschaft,671011010.0
3285,12,18,23201,320863.9,Erstattungen der beteiligten Länder für die Spezialarbeitsplätze im Maritimen Sicherheitszentrum (MSZ),Bundesministerium für Digitales und Verkehr,232011218,Bundesministerium für Digitales und Verkehr einsachtzweidreizweinulleins ,Bundesministerium für Digitales und Verkehr einsachtzweidreizweinulleins  Erstattungen der beteiligten Länder für die Spezialarbeitsplätze im Maritimen Sicherheitszentrum (MSZ),Bundesministerium für Digitales und Verkehr,232011218.0
3286,9,16,42729,320397.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,427290916,Bundesministerium für Wirtschaft und Klimaschutz einssechsvierzweisiebenzweineun ,"Bundesministerium für Wirtschaft und Klimaschutz einssechsvierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Wirtschaft und Klimaschutz,427290916.0
3287,16,12,38103,320282.48,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",381031612,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweidreiachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einszweidreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",381031612.0
3288,12,1,53102,319995.6,Entwicklung und Installation eines DV-gestützten Controlling-Systems für die Bundesfernstraßen,Bundesministerium für Digitales und Verkehr,531021201,Bundesministerium für Digitales und Verkehr nulleinsfünfdreieinsnullzwei ,Bundesministerium für Digitales und Verkehr nulleinsfünfdreieinsnullzwei  Entwicklung und Installation eines DV-gestützten Controlling-Systems für die Bundesfernstraßen,Bundesministerium für Digitales und Verkehr,531021201.0
3289,3,12,53999,319717.98,Vermischte Verwaltungsausgaben,Bundesrat,539990312,Bundesrat einszweifünfdreineunneunneun ,Bundesrat einszweifünfdreineunneunneun  Vermischte Verwaltungsausgaben,Bundesrat,539990312.0
3290,6,11,68720,318790.93,Beiträge an verschiedene Organisationen,Bundesministerium des Innern und für Heimat,687200611,Bundesministerium des Innern und für Heimat einseinssechsachtsiebenzweinull ,Bundesministerium des Innern und für Heimat einseinssechsachtsiebenzweinull  Beiträge an verschiedene Organisationen,Bundesministerium des Innern und für Heimat,687200611.0
3291,12,18,51901,318048.8,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,519011218,Bundesministerium für Digitales und Verkehr einsachtfünfeinsneunnulleins ,Bundesministerium für Digitales und Verkehr einsachtfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,519011218.0
3292,6,4,88212,317800.0,Zuweisungen zur Förderung von aktiven Stadt- und Ortsteilzentren - Abwicklung,Bundesministerium des Innern und für Heimat,882120604,Bundesministerium des Innern und für Heimat nullvierachtachtzweieinszwei ,Bundesministerium des Innern und für Heimat nullvierachtachtzweieinszwei  Zuweisungen zur Förderung von aktiven Stadt- und Ortsteilzentren - Abwicklung,,
3293,30,12,45301,317207.25,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Bildung und Forschung,453013012,Bundesministerium für Bildung und Forschung einszweivierfünfdreinulleins ,"Bundesministerium für Bildung und Forschung einszweivierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium für Bildung und Forschung,453013012.0
3295,8,15,81201,315149.82,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Finanzen,812010815,Bundesministerium der Finanzen einsfünfachteinszweinulleins ,"Bundesministerium der Finanzen einsfünfachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium der Finanzen,812010815.0
3296,6,4,68701,314415.58,Internationale Zusammenarbeit - Zentrum für Architektur und Denkmalschutz zum Erhalt der Weißen Stadt Tel Aviv,Bundesministerium des Innern und für Heimat,687010604,Bundesministerium des Innern und für Heimat nullviersechsachtsiebennulleins ,Bundesministerium des Innern und für Heimat nullviersechsachtsiebennulleins  Internationale Zusammenarbeit - Zentrum für Architektur und Denkmalschutz zum Erhalt der Weißen Stadt Tel Aviv,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",687012502.0
3297,11,16,51711,313457.26,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Arbeit und Soziales,517111116,Bundesministerium für Arbeit und Soziales einssechsfünfeinssiebeneinseins ,"Bundesministerium für Arbeit und Soziales einssechsfünfeinssiebeneinseins  Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Arbeit und Soziales,517111116.0
3298,12,17,51401,312888.24,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,514011217,Bundesministerium für Digitales und Verkehr einssiebenfünfeinsviernulleins ,"Bundesministerium für Digitales und Verkehr einssiebenfünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,514011217.0
3299,11,16,51111,312840.0,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511111116,Bundesministerium für Arbeit und Soziales einssechsfünfeinseinseinseins ,"Bundesministerium für Arbeit und Soziales einssechsfünfeinseinseinseins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511111116.0
