,index,Epl.,Kap.,Tit.,Ist 2021,Zweckbestimmung,ministries,2021 id,id_nlp_help,id_nlp,2021 Zweckbestimmung,id
2864,805,6,2,53217,785557.97,IT- und Cybersicherheit,Bundesministerium des Innern und für Heimat,060253217,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweieinssieben ,Bundesministerium des Innern und für Heimat nullzwei fünfdreizweieinssieben  IT- und Cybersicherheit,IT- und Cybersicherheit,060253217
2865,3857,14,11,43157,784823.95,"Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre sowie deren Hinterbliebenen",Bundesministerium der Verteidigung,141143157,Bundesministerium der Verteidigung einseins vierdreieinsfünfsieben ,"Bundesministerium der Verteidigung einseins vierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre sowie deren Hinterbliebenen","Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre sowie deren Hinterbliebenen",141143157
2872,247,4,12,71101,780375.08,"Kleine Neu-, Um- und Erweiterungsbauten",Bundeskanzler und Bundeskanzleramt,041271101,Bundeskanzler und Bundeskanzleramt einszwei siebeneinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt einszwei siebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",041271101
2873,3231,12,12,71201,780368.84,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,Bundesministerium für Digitales und Verkehr,121271201,Bundesministerium für Digitales und Verkehr einszwei siebeneinszweinulleins ,Bundesministerium für Digitales und Verkehr einszwei siebeneinszweinulleins  Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,121271201
2874,2869,11,14,42202,779912.27,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Arbeit und Soziales,111442202,Bundesministerium für Arbeit und Soziales einsvier vierzweizweinullzwei ,Bundesministerium für Arbeit und Soziales einsvier vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,111442202
2875,1531,7,11,38107,779305.77,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Justiz,071138107,Bundesministerium der Justiz einseins dreiachteinsnullsieben ,Bundesministerium der Justiz einseins dreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,071198107
2876,4578,17,13,51701,778090.94,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Bundesministerium für Familie, Senioren, Frauen und Jugend",171351701,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfeinssiebennulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",171351701
2877,178,3,11,63403,777963.76,Zuweisungen an den Versorgungsfonds,Bundesrat,031163403,Bundesrat einseins sechsdreiviernulldrei ,Bundesrat einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,031163403
2878,3827,14,8,74141,777838.6,Zuweisungen für Straßenbaumaßnahmen des Bundes,Bundesministerium der Verteidigung,140874141,Bundesministerium der Verteidigung nullacht siebenviereinsviereins ,Bundesministerium der Verteidigung nullacht siebenviereinsviereins  Zuweisungen für Straßenbaumaßnahmen des Bundes,,
2879,553,5,2,68717,776899.0,Deutsch-Griechischer Zukunftsfonds,Auswärtiges Amt,050268717,Auswärtiges Amt nullzwei sechsachtsiebeneinssieben ,Auswärtiges Amt nullzwei sechsachtsiebeneinssieben  Deutsch-Griechischer Zukunftsfonds,Deutsch-Griechischer Zukunftsfonds,050468793
2880,1199,6,22,27201,776879.58,Zuschüsse der Europäischen Union,Bundesministerium des Innern und für Heimat,062227201,Bundesministerium des Innern und für Heimat zweizwei zweisiebenzweinulleins ,Bundesministerium des Innern und für Heimat zweizwei zweisiebenzweinulleins  Zuschüsse der Europäischen Union,Zuschüsse der Europäischen Union,062227201
2881,2825,11,13,38101,774303.9,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Arbeit und Soziales,111338101,Bundesministerium für Arbeit und Soziales einsdrei dreiachteinsnulleins ,Bundesministerium für Arbeit und Soziales einsdrei dreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,111338101
2882,4299,16,11,52601,773576.28,Gerichts- und ähnliche Kosten,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161152601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins fünfzweisechsnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten",Gerichts- und ähnliche Kosten,161152601
2883,1661,7,17,42202,771976.54,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Justiz,071742202,Bundesministerium der Justiz einssieben vierzweizweinullzwei ,Bundesministerium der Justiz einssieben vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,071742202
2884,955,6,11,43157,771838.77,"Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium des Innern und für Heimat,061143157,Bundesministerium des Innern und für Heimat einseins vierdreieinsfünfsieben ,"Bundesministerium des Innern und für Heimat einseins vierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und Parlamentarischen Staatssekretäre, sonstiger Amtsträger und deren Hinterbliebenen",061143157
2885,1333,6,25,71201,770300.15,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,Bundesministerium des Innern und für Heimat,062571201,Bundesministerium des Innern und für Heimat zweifünf siebeneinszweinulleins ,Bundesministerium des Innern und für Heimat zweifünf siebeneinszweinulleins  Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,062871201
2886,4481,17,2,68605,770000.0,Beitrag zum Deutsch-Israelischen Jugendwerk,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170268605,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullfünf ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullfünf  Beitrag zum Deutsch-Israelischen Jugendwerk",Beitrag zum Deutsch-Israelischen Jugendwerk,170268605
2887,1354,6,28,53205,769895.22,Bewirtschaftung und Unterhaltung sowie Rückabwicklung von öffentlichen Schutzräumen,Bundesministerium des Innern und für Heimat,062853205,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweinullfünf ,Bundesministerium des Innern und für Heimat zweiacht fünfdreizweinullfünf  Bewirtschaftung und Unterhaltung sowie Rückabwicklung von öffentlichen Schutzräumen,Bewirtschaftung und Unterhaltung sowie Rückabwicklung von öffentlichen Schutzräumen,062853205
2888,4047,15,12,42719,769610.87,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151242719,Bundesministerium für Gesundheit einszwei vierzweisiebeneinsneun ,"Bundesministerium für Gesundheit einszwei vierzweisiebeneinsneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",151242719
2890,2381,10,5,89352,765683.12,Bundesprogramm Nutztierhaltung,Bundesministerium für Ernährung und Landwirtschaft,100589352,Bundesministerium für Ernährung und Landwirtschaft nullfünf achtneundreifünfzwei ,Bundesministerium für Ernährung und Landwirtschaft nullfünf achtneundreifünfzwei  Bundesprogramm Nutztierhaltung,Bundesprogramm Nutztierhaltung,100589352
2891,3760,14,5,55422,763249.3,Beschaffung Schwerer Transporthubschrauber (STH),Bundesministerium der Verteidigung,140555422,Bundesministerium der Verteidigung nullfünf fünffünfvierzweizwei ,Bundesministerium der Verteidigung nullfünf fünffünfvierzweizwei  Beschaffung Schwerer Transporthubschrauber (STH),,
2892,3995,15,5,68501,762729.11,Kosten für den Betrieb von Zentren zur Zusammenarbeit mit der Weltgesundheitsorganisation,Bundesministerium für Gesundheit,150568501,Bundesministerium für Gesundheit nullfünf sechsachtfünfnulleins ,Bundesministerium für Gesundheit nullfünf sechsachtfünfnulleins  Kosten für den Betrieb von Zentren zur Zusammenarbeit mit der Weltgesundheitsorganisation,Kosten für den Betrieb von Zentren zur Zusammenarbeit mit der Weltgesundheitsorganisation,150568501
2893,1675,7,18,68101,761674.24,Härteleistungen für Opfer extremistischer Übergriffe,Bundesministerium der Justiz,071868101,Bundesministerium der Justiz einsacht sechsachteinsnulleins ,Bundesministerium der Justiz einsacht sechsachteinsnulleins  Härteleistungen für Opfer extremistischer Übergriffe,,
2894,865,6,4,11999,760897.46,Vermischte Einnahmen,Bundesministerium des Innern und für Heimat,060411999,Bundesministerium des Innern und für Heimat nullvier einseinsneunneunneun ,Bundesministerium des Innern und für Heimat nullvier einseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,062411999
2896,464,4,54,42801,757342.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundeskanzler und Bundeskanzleramt,045442801,Bundeskanzler und Bundeskanzleramt fünfvier vierzweiachtnulleins ,Bundeskanzler und Bundeskanzleramt fünfvier vierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,041542801
2898,4129,15,15,53999,754144.15,Vermischte Verwaltungsausgaben,Bundesministerium für Gesundheit,151553999,Bundesministerium für Gesundheit einsfünf fünfdreineunneunneun ,Bundesministerium für Gesundheit einsfünf fünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,151553999
2899,4228,16,1,38103,753942.27,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",160138103,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins dreiachteinsnulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleins dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7",Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,160438103
2900,2024,9,10,68311,753140.89,Innovation Persönliche Schutzausrüstung (PSA),Bundesministerium für Wirtschaft und Klimaschutz,091068311,Bundesministerium für Wirtschaft und Klimaschutz einsnull sechsachtdreieinseins ,Bundesministerium für Wirtschaft und Klimaschutz einsnull sechsachtdreieinseins  Innovation Persönliche Schutzausrüstung (PSA),Innovation Persönliche Schutzausrüstung (PSA),091068311
2901,2012,9,10,54403,752965.46,Maßnahmen zum Bürokratieabbau sowie zur Umsetzung der EU-Dienstleistungsrichtlinie,Bundesministerium für Wirtschaft und Klimaschutz,091054403,Bundesministerium für Wirtschaft und Klimaschutz einsnull fünfvierviernulldrei ,Bundesministerium für Wirtschaft und Klimaschutz einsnull fünfvierviernulldrei  Maßnahmen zum Bürokratieabbau sowie zur Umsetzung der EU-Dienstleistungsrichtlinie,"Maßnahmen zum Bürokratieabbau, der Verwaltungsdigitalisierung sowie zur Umsetzung der EU-Dienstleistungsrichtlinie",091054403
2903,1603,7,13,81202,751406.77,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium der Justiz,071381202,Bundesministerium der Justiz einsdrei achteinszweinullzwei ,"Bundesministerium der Justiz einsdrei achteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",071381202
2904,1361,6,28,68402,749996.01,Förderung des Ehrenamtes im Bevölkerungsschutz,Bundesministerium des Innern und für Heimat,062868402,Bundesministerium des Innern und für Heimat zweiacht sechsachtviernullzwei ,Bundesministerium des Innern und für Heimat zweiacht sechsachtviernullzwei  Förderung des Ehrenamtes im Bevölkerungsschutz,Förderung des Ehrenamtes im Bevölkerungsschutz,062868402
2905,950,6,11,54201,748111.77,Öffentlichkeitsarbeit,Bundesministerium des Innern und für Heimat,061154201,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins ,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,061154201
2907,617,5,11,63257,747420.9,Erstattungen des Bundes für Versorgungslasten,Auswärtiges Amt,051163257,Auswärtiges Amt einseins sechsdreizweifünfsieben ,Auswärtiges Amt einseins sechsdreizweifünfsieben  Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,051163257
2908,3874,14,12,53501,745362.78,Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,Bundesministerium der Verteidigung,141253501,Bundesministerium der Verteidigung einszwei fünfdreifünfnulleins ,Bundesministerium der Verteidigung einszwei fünfdreifünfnulleins  Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,141253501
2909,1535,7,11,54201,744163.97,Öffentlichkeitsarbeit,Bundesministerium der Justiz,071154201,Bundesministerium der Justiz einseins fünfvierzweinulleins ,Bundesministerium der Justiz einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,071154201
2910,3849,14,11,38107,744048.0,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,Bundesministerium der Verteidigung,141138107,Bundesministerium der Verteidigung einseins dreiachteinsnullsieben ,Bundesministerium der Verteidigung einseins dreiachteinsnullsieben  Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben,,
2911,3243,12,12,51901,743278.02,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,121251901,Bundesministerium für Digitales und Verkehr einszwei fünfeinsneunnulleins ,Bundesministerium für Digitales und Verkehr einszwei fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,121251901
2912,3418,12,18,54711,741407.04,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,121854711,Bundesministerium für Digitales und Verkehr einsacht fünfviersiebeneinseins ,Bundesministerium für Digitales und Verkehr einsacht fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,121854711
2913,4444,16,16,53202,740946.12,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161653202,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs fünfdreizweinullzwei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs fünfdreizweinullzwei  Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT)",Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),161653202
2915,1525,7,10,68702,734313.0,Beitrag zu den laufenden Kosten des Internationalen Seegerichtshofs,Bundesministerium der Justiz,071068702,Bundesministerium der Justiz einsnull sechsachtsiebennullzwei ,Bundesministerium der Justiz einsnull sechsachtsiebennullzwei  Beitrag zu den laufenden Kosten des Internationalen Seegerichtshofs,Beitrag zu den laufenden Kosten des Internationalen Seegerichtshofs,071068702
2916,1994,9,3,51731,733690.32,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Wirtschaft und Klimaschutz,090351731,Bundesministerium für Wirtschaft und Klimaschutz nulldrei fünfeinssiebendreieins ,"Bundesministerium für Wirtschaft und Klimaschutz nulldrei fünfeinssiebendreieins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",090351731
2917,747,5,14,53201,733098.53,Aufträge und Dienstleistungen im Bereich Informationstechnik,Auswärtiges Amt,051453201,Auswärtiges Amt einsvier fünfdreizweinulleins ,Auswärtiges Amt einsvier fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,051453201
2919,3579,12,21,42221,730012.74,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bundesministerium für Digitales und Verkehr,122142221,Bundesministerium für Digitales und Verkehr zweieins vierzweizweizweieins ,Bundesministerium für Digitales und Verkehr zweieins vierzweizweizweieins  Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,122142221
2921,4799,23,11,54501,729339.84,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231154501,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins fünfvierfünfnulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins fünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen","Konferenzen, Tagungen, Messen und Ausstellungen",231154501
2922,229,4,12,53205,726335.95,Kosten aus Anlass von Auslandsreisen der Bundeskanzlerin (einschließlich Staatsbesuchen),Bundeskanzler und Bundeskanzleramt,041253205,Bundeskanzler und Bundeskanzleramt einszwei fünfdreizweinullfünf ,Bundeskanzler und Bundeskanzleramt einszwei fünfdreizweinullfünf  Kosten aus Anlass von Auslandsreisen der Bundeskanzlerin (einschließlich Staatsbesuchen),Kosten aus Anlass von Auslandsreisen des Bundeskanzlers (einschließlich Staatsbesuchen),041253205
2924,1532,7,11,23257,724377.33,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium der Justiz,071123257,Bundesministerium der Justiz einseins zweidreizweifünfsieben ,Bundesministerium der Justiz einseins zweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,071123257
2925,3547,12,20,54731,723640.54,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,122054731,Bundesministerium für Digitales und Verkehr zweinull fünfviersiebendreieins ,Bundesministerium für Digitales und Verkehr zweinull fünfviersiebendreieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,122054731
2926,534,5,1,52541,723541.79,Aus- und Fortbildung,Auswärtiges Amt,050152541,Auswärtiges Amt nulleins fünfzweifünfviereins ,Auswärtiges Amt nulleins fünfzweifünfviereins  Aus- und Fortbildung,Aus- und Fortbildung,050152541
2927,1251,6,23,53214,722981.91,Behördenspezifische fachbezogene Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,062353214,Bundesministerium des Innern und für Heimat zweidrei fünfdreizweieinsvier ,Bundesministerium des Innern und für Heimat zweidrei fünfdreizweieinsvier  Behördenspezifische fachbezogene Verwaltungsausgaben,,
2929,4388,16,14,81201,719868.33,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161481201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier achteinszweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsvier achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",161481201
2930,4081,15,13,42709,719785.61,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,151342709,Bundesministerium für Gesundheit einsdrei vierzweisiebennullneun ,"Bundesministerium für Gesundheit einsdrei vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",151342709
2931,3898,14,13,38103,719761.19,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Bundesministerium der Verteidigung,141338103,Bundesministerium der Verteidigung einsdrei dreiachteinsnulldrei ,Bundesministerium der Verteidigung einsdrei dreiachteinsnulldrei  Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,141338103
2932,2526,10,14,53201,715433.84,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Ernährung und Landwirtschaft,101453201,Bundesministerium für Ernährung und Landwirtschaft einsvier fünfdreizweinulleins ,Bundesministerium für Ernährung und Landwirtschaft einsvier fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,101453201
2933,3614,12,23,51101,712737.88,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,122351101,Bundesministerium für Digitales und Verkehr zweidrei fünfeinseinsnulleins ,"Bundesministerium für Digitales und Verkehr zweidrei fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",122351101
2934,423,4,53,11101,711291.18,"Gebühren, sonstige Entgelte",Bundeskanzler und Bundeskanzleramt,045311101,Bundeskanzler und Bundeskanzleramt fünfdrei einseinseinsnulleins ,"Bundeskanzler und Bundeskanzleramt fünfdrei einseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",045311101
2935,4579,17,13,51801,710920.83,Mieten und Pachten,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171351801,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfeinsachtnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfeinsachtnulleins  Mieten und Pachten",Mieten und Pachten,171351801
2936,612,5,11,43157,710426.44,"Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen",Auswärtiges Amt,051143157,Auswärtiges Amt einseins vierdreieinsfünfsieben ,"Auswärtiges Amt einseins vierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesminister, der Staatsministerin, der Staatsminister, sonstiger Amtsträger und deren Hinterbliebenen",051143157
2937,3530,12,20,51401,710364.68,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundesministerium für Digitales und Verkehr,122051401,Bundesministerium für Digitales und Verkehr zweinull fünfeinsviernulleins ,"Bundesministerium für Digitales und Verkehr zweinull fünfeinsviernulleins  Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",122051401
2938,3921,14,13,53102,709898.28,"Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht",Bundesministerium der Verteidigung,141353102,Bundesministerium der Verteidigung einsdrei fünfdreieinsnullzwei ,"Bundesministerium der Verteidigung einsdrei fünfdreieinsnullzwei  Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht","Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht",141353102
2939,1003,6,12,42811,708504.05,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,061242811,Bundesministerium des Innern und für Heimat einszwei vierzweiachteinseins ,Bundesministerium des Innern und für Heimat einszwei vierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,061242811
2940,1900,8,15,52501,707984.18,Aus- und Fortbildung,Bundesministerium der Finanzen,081552501,Bundesministerium der Finanzen einsfünf fünfzweifünfnulleins ,Bundesministerium der Finanzen einsfünf fünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,081552501
2942,3543,12,20,81101,707155.19,Erwerb von Fahrzeugen,Bundesministerium für Digitales und Verkehr,122081101,Bundesministerium für Digitales und Verkehr zweinull achteinseinsnulleins ,Bundesministerium für Digitales und Verkehr zweinull achteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,122081101
2943,2646,10,18,81101,706573.37,Erwerb von Fahrzeugen,Bundesministerium für Ernährung und Landwirtschaft,101881101,Bundesministerium für Ernährung und Landwirtschaft einsacht achteinseinsnulleins ,Bundesministerium für Ernährung und Landwirtschaft einsacht achteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,101881101
2944,1751,8,2,12401,705581.46,"Einnahmen aus Vermietung, Verpachtung und Nutzung",Bundesministerium der Finanzen,080212401,Bundesministerium der Finanzen nullzwei einszweiviernulleins ,"Bundesministerium der Finanzen nullzwei einszweiviernulleins  Einnahmen aus Vermietung, Verpachtung und Nutzung","Einnahmen aus Vermietung, Verpachtung und Nutzung",080212401
2945,1795,8,11,43157,705237.76,"Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre und deren Hinterbliebenen",Bundesministerium der Finanzen,081143157,Bundesministerium der Finanzen einseins vierdreieinsfünfsieben ,"Bundesministerium der Finanzen einseins vierdreieinsfünfsieben  Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre und deren Hinterbliebenen","Versorgungsbezüge der Bundesminister, der Parlamentarischen Staatssekretärinnen und der Parlamentarischen Staatssekretäre und deren Hinterbliebenen",081143157
