,index,Epl.,Kap.,Tit.,Ist 2019,Zweckbestimmung,ministries,2019 id,id_nlp_help,id_nlp,2019 Zweckbestimmung,id
2576,781,6,2,42841,999269.59,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,060242841,Bundesministerium des Innern und für Heimat nullzwei vierzweiachtviereins ,Bundesministerium des Innern und für Heimat nullzwei vierzweiachtviereins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,060242841
2577,2923,12,1,42729,999036.3,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,120142729,Bundesministerium für Digitales und Verkehr nulleins vierzweisiebenzweineun ,"Bundesministerium für Digitales und Verkehr nulleins vierzweisiebenzweineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",120142729
2578,3844,15,2,68711,998814.46,Pflegeschulen im Ausland,Bundesministerium für Gesundheit,150268711,Bundesministerium für Gesundheit nullzwei sechsachtsiebeneinseins ,Bundesministerium für Gesundheit nullzwei sechsachtsiebeneinseins  Pflegeschulen im Ausland,,
2580,401,4,52,68772,993511.25,Hilfen zur Sicherung und Erhaltung deutschen Kulturguts der historischen Siedlungsgebiete im östlichen Europa,Bundeskanzler und Bundeskanzleramt,045268772,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtsiebensiebenzwei ,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtsiebensiebenzwei  Hilfen zur Sicherung und Erhaltung deutschen Kulturguts der historischen Siedlungsgebiete im östlichen Europa,Hilfen zur Sicherung und Erhaltung deutschen Kulturguts der historischen Siedlungsgebiete im östlichen Europa,045268772
2581,4310,16,16,54711,993351.03,Nicht aufteilbare sächliche Verwaltungsausgaben,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161654711,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs fünfviersiebeneinseins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechs fünfviersiebeneinseins  Nicht aufteilbare sächliche Verwaltungsausgaben",Nicht aufteilbare sächliche Verwaltungsausgaben,161654711
2583,82,2,12,41105,992766.27,Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz,Deutscher Bundestag,021241105,Deutscher Bundestag einszwei viereinseinsnullfünf ,Deutscher Bundestag einszwei viereinseinsnullfünf  Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz,Übergangsgeld für ausgeschiedene Mitglieder des Deutschen Bundestages nach § 18  Abgeordnetengesetz,021241105
2584,2814,11,15,71101,992349.56,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Arbeit und Soziales,111571101,Bundesministerium für Arbeit und Soziales einsfünf siebeneinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsfünf siebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",111571101
2585,4653,23,11,42401,991843.17,Zuführung an die Versorgungsrücklage,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231142401,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins vierzweiviernulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins vierzweiviernulleins  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,231142401
2586,2544,10,18,51101,990552.63,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Ernährung und Landwirtschaft,101851101,Bundesministerium für Ernährung und Landwirtschaft einsacht fünfeinseinsnulleins ,"Bundesministerium für Ernährung und Landwirtschaft einsacht fünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",101851101
2587,4454,17,13,52701,986759.68,Dienstreisen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171352701,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfzweisiebennulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdrei fünfzweisiebennulleins  Dienstreisen",Dienstreisen,171352701
2588,3076,12,10,68501,984080.64,Computerspielpreis,Bundesministerium für Digitales und Verkehr,121068501,Bundesministerium für Digitales und Verkehr einsnull sechsachtfünfnulleins ,Bundesministerium für Digitales und Verkehr einsnull sechsachtfünfnulleins  Computerspielpreis,Verwaltungsausgaben Projektträger,121068261
2589,3864,15,4,68503,981810.81,Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Bundesministerium für Gesundheit,150468503,Bundesministerium für Gesundheit nullvier sechsachtfünfnulldrei ,Bundesministerium für Gesundheit nullvier sechsachtfünfnulldrei  Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,150468503
2591,1697,8,2,89601,981230.55,Restwertentschädigungen für Investitionen der Streitkräfte der Entsendestaaten in von ihnen benutzten Liegenschaften,Bundesministerium der Finanzen,080289601,Bundesministerium der Finanzen nullzwei achtneunsechsnulleins ,Bundesministerium der Finanzen nullzwei achtneunsechsnulleins  Restwertentschädigungen für Investitionen der Streitkräfte der Entsendestaaten in von ihnen benutzten Liegenschaften,Restwertentschädigungen für Investitionen der Streitkräfte der Entsendestaaten in von ihnen benutzten Liegenschaften,080289601
2593,4213,16,13,11201,980390.79,"Geldstrafen, Geldbußen und Gerichtskosten","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161311201,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei einseinszweinulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsdrei einseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",161311201
2594,3036,12,5,54401,978946.28,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,120554401,Bundesministerium für Digitales und Verkehr nullfünf fünfvierviernulleins ,"Bundesministerium für Digitales und Verkehr nullfünf fünfvierviernulleins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",120554401
2595,365,4,52,68324,976366.38,Preis für besonders innovative und kulturell ausgerichtete unabhängige Buchhandlungen,Bundeskanzler und Bundeskanzleramt,045268324,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtdreizweivier ,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtdreizweivier  Preis für besonders innovative und kulturell ausgerichtete unabhängige Buchhandlungen,Preis für besonders innovative und kulturell ausgerichtete unabhängige Buchhandlungen,045268324
2596,4400,17,11,43457,975183.78,Zuführung an die Versorgungsrücklage,"Bundesministerium für Familie, Senioren, Frauen und Jugend",171143457,"Bundesministerium für Familie, Senioren, Frauen und Jugend einseins vierdreivierfünfsieben ","Bundesministerium für Familie, Senioren, Frauen und Jugend einseins vierdreivierfünfsieben  Zuführung an die Versorgungsrücklage",Zuführung an die Versorgungsrücklage,171143457
2597,4646,23,11,54201,973825.08,Öffentlichkeitsarbeit,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,231154201,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins fünfvierzweinulleins ,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,231154201
2599,1142,6,21,52701,973241.29,Dienstreisen,Bundesministerium des Innern und für Heimat,062152701,Bundesministerium des Innern und für Heimat zweieins fünfzweisiebennulleins ,Bundesministerium des Innern und für Heimat zweieins fünfzweisiebennulleins  Dienstreisen,Dienstreisen,062252701
2600,1546,7,14,51701,971465.47,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium der Justiz,071451701,Bundesministerium der Justiz einsvier fünfeinssiebennulleins ,"Bundesministerium der Justiz einsvier fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",071451701
2601,2624,11,5,68611,959717.5,Kostenerstattung für den Teilhabeverfahrensbericht an die Bundesarbeitsgemeinschaft Rehabilitation,Bundesministerium für Arbeit und Soziales,110568611,Bundesministerium für Arbeit und Soziales nullfünf sechsachtsechseinseins ,Bundesministerium für Arbeit und Soziales nullfünf sechsachtsechseinseins  Kostenerstattung für den Teilhabeverfahrensbericht an die Bundesarbeitsgemeinschaft Rehabilitation,Kostenerstattung für den Teilhabeverfahrensbericht an die Bundesarbeitsgemeinschaft Rehabilitation,110568611
2602,545,5,2,53229,957992.11,"Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben",Auswärtiges Amt,050253229,Auswärtiges Amt nullzwei fünfdreizweizweineun ,"Auswärtiges Amt nullzwei fünfdreizweizweineun  Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben","Außerordentliche Ausgaben für außenpolitische Zwecke, die sich aus den Besonderheiten des Ressorts ergeben",050253229
2603,3096,12,10,68613,957790.89,Deutsches Maritimes Zentrum in Hamburg,Bundesministerium für Digitales und Verkehr,121068613,Bundesministerium für Digitales und Verkehr einsnull sechsachtsechseinsdrei ,Bundesministerium für Digitales und Verkehr einsnull sechsachtsechseinsdrei  Deutsches Maritimes Zentrum in Hamburg,Deutsches Maritimes Zentrum in Hamburg,121068613
2604,126,2,12,81203,956985.79,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages",Deutscher Bundestag,021281203,Deutscher Bundestag einszwei achteinszweinulldrei ,"Deutscher Bundestag einszwei achteinszweinulldrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen zur Verbesserung der Arbeitsmöglichkeiten für Abgeordnete und Gremien des Deutschen Bundestages",021281203
2605,900,6,11,54201,951337.36,Öffentlichkeitsarbeit,Bundesministerium des Innern und für Heimat,061154201,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins ,Bundesministerium des Innern und für Heimat einseins fünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,061154201
2607,347,4,52,68415,950100.0,"Stärkung der Medienkompetenz, u. a. über die Initiative ""Ein Netz für Kinder""",Bundeskanzler und Bundeskanzleramt,045268415,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtviereinsfünf ,"Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtviereinsfünf  Stärkung der Medienkompetenz, u. a. über die Initiative ""Ein Netz für Kinder""",,
2608,3090,12,10,98101,949696.66,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium für Digitales und Verkehr,121098101,Bundesministerium für Digitales und Verkehr einsnull neunachteinsnulleins ,Bundesministerium für Digitales und Verkehr einsnull neunachteinsnulleins  Leistungen an Bundesbehörden zur Durchführung von Aufträgen,Leistungen an Bundesbehörden zur Durchführung von Aufträgen,121098101
2609,2780,11,14,42202,948410.11,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium für Arbeit und Soziales,111442202,Bundesministerium für Arbeit und Soziales einsvier vierzweizweinullzwei ,Bundesministerium für Arbeit und Soziales einsvier vierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,111442202
2611,1831,8,15,52501,946910.82,Aus- und Fortbildung,Bundesministerium der Finanzen,081552501,Bundesministerium der Finanzen einsfünf fünfzweifünfnulleins ,Bundesministerium der Finanzen einsfünf fünfzweifünfnulleins  Aus- und Fortbildung,Aus- und Fortbildung,081552501
2612,4174,16,11,43457,944941.87,Zuführung an die Versorgungsrücklage,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161143457,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins vierdreivierfünfsieben ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einseins vierdreivierfünfsieben  Zuführung an die Versorgungsrücklage",Zuführung an die Versorgungsrücklage,161143457
2613,325,4,51,42401,944768.05,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,045142401,Bundeskanzler und Bundeskanzleramt fünfeins vierzweiviernulleins ,Bundeskanzler und Bundeskanzleramt fünfeins vierzweiviernulleins  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,045142401
2614,3863,15,4,68502,943680.0,Zuschuss an die Cochrane Deutschland Stiftung,Bundesministerium für Gesundheit,150468502,Bundesministerium für Gesundheit nullvier sechsachtfünfnullzwei ,Bundesministerium für Gesundheit nullvier sechsachtfünfnullzwei  Zuschuss an die Cochrane Deutschland Stiftung,Zuschuss an die Cochrane Deutschland Stiftung,150468502
2615,1779,8,13,12501,943025.96,Einnahmen aus der Abgabe von Verpflegung,Bundesministerium der Finanzen,081312501,Bundesministerium der Finanzen einsdrei einszweifünfnulleins ,Bundesministerium der Finanzen einsdrei einszweifünfnulleins  Einnahmen aus der Abgabe von Verpflegung,Einnahmen aus der Abgabe von Verpflegung,081312501
2616,2524,10,17,51701,942948.83,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Ernährung und Landwirtschaft,101751701,Bundesministerium für Ernährung und Landwirtschaft einssieben fünfeinssiebennulleins ,"Bundesministerium für Ernährung und Landwirtschaft einssieben fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",101751701
2617,2677,11,11,23257,942716.8,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Arbeit und Soziales,111123257,Bundesministerium für Arbeit und Soziales einseins zweidreizweifünfsieben ,Bundesministerium für Arbeit und Soziales einseins zweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,111123257
2618,1169,6,22,81201,942508.72,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,062281201,Bundesministerium des Innern und für Heimat zweizwei achteinszweinulleins ,"Bundesministerium des Innern und für Heimat zweizwei achteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",062281201
2619,538,5,2,68714,942158.77,Deutsch-Italienischer Zukunftsfonds,Auswärtiges Amt,050268714,Auswärtiges Amt nullzwei sechsachtsiebeneinsvier ,Auswärtiges Amt nullzwei sechsachtsiebeneinsvier  Deutsch-Italienischer Zukunftsfonds,Deutsch-Italienischer Zukunftsfonds,050468791
2620,4363,17,2,68605,942023.0,Beitrag zum Deutsch-Israelischen Jugendwerk,"Bundesministerium für Familie, Senioren, Frauen und Jugend",170268605,"Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullfünf ","Bundesministerium für Familie, Senioren, Frauen und Jugend nullzwei sechsachtsechsnullfünf  Beitrag zum Deutsch-Israelischen Jugendwerk",Beitrag zum Deutsch-Israelischen Jugendwerk,170268605
2622,3105,12,10,68261,941037.05,Verwaltungsausgaben Projektträger,Bundesministerium für Digitales und Verkehr,121068261,Bundesministerium für Digitales und Verkehr einsnull sechsachtzweisechseins ,Bundesministerium für Digitales und Verkehr einsnull sechsachtzweisechseins  Verwaltungsausgaben Projektträger,Nicht aufteilbare sächliche Verwaltungsausgaben,121854721
2623,3727,14,8,88302,940732.69,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,Bundesministerium der Verteidigung,140888302,Bundesministerium der Verteidigung nullacht achtachtdreinullzwei ,Bundesministerium der Verteidigung nullacht achtachtdreinullzwei  Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände,140888302
2624,2786,11,14,51701,940311.49,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Arbeit und Soziales,111451701,Bundesministerium für Arbeit und Soziales einsvier fünfeinssiebennulleins ,"Bundesministerium für Arbeit und Soziales einsvier fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",111451701
2626,1506,7,12,53203,939514.24,Sonstige Dienstleistungsaufträge an Dritte,Bundesministerium der Justiz,071253203,Bundesministerium der Justiz einszwei fünfdreizweinulldrei ,Bundesministerium der Justiz einszwei fünfdreizweinulldrei  Sonstige Dienstleistungsaufträge an Dritte,Sonstige Dienstleistungsaufträge an Dritte,071253203
2627,3154,12,12,51901,938452.12,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,121251901,Bundesministerium für Digitales und Verkehr einszwei fünfeinsneunnulleins ,Bundesministerium für Digitales und Verkehr einszwei fünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,121251901
2628,4503,19,12,42709,937889.06,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesverfassungsgericht,191242709,Bundesverfassungsgericht einszwei vierzweisiebennullneun ,"Bundesverfassungsgericht einszwei vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",191242709
2629,1504,7,12,52701,934521.51,Dienstreisen,Bundesministerium der Justiz,071252701,Bundesministerium der Justiz einszwei fünfzweisiebennulleins ,Bundesministerium der Justiz einszwei fünfzweisiebennulleins  Dienstreisen,Dienstreisen,071252701
2630,2774,11,14,11101,933379.56,"Gebühren, sonstige Entgelte",Bundesministerium für Arbeit und Soziales,111411101,Bundesministerium für Arbeit und Soziales einsvier einseinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsvier einseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111411101
2631,3098,12,10,54431,931774.36,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Digitales und Verkehr,121054431,Bundesministerium für Digitales und Verkehr einsnull fünfviervierdreieins ,"Bundesministerium für Digitales und Verkehr einsnull fünfviervierdreieins  Forschung, Untersuchungen und Ähnliches","Forschung, Untersuchungen und Ähnliches",121054431
2632,3410,12,20,26101,927354.73,Erstattung von Verwaltungsausgaben,Bundesministerium für Digitales und Verkehr,122026101,Bundesministerium für Digitales und Verkehr zweinull zweisechseinsnulleins ,Bundesministerium für Digitales und Verkehr zweinull zweisechseinsnulleins  Erstattung von Verwaltungsausgaben,Erstattung von Verwaltungsausgaben,122026101
2633,4573,21,11,63403,927254.04,Zuweisungen an den Versorgungsfonds,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,211163403,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins sechsdreiviernulldrei ,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit einseins sechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Zuweisungen an den Versorgungsfonds,211163403
2634,4286,16,15,51701,926988.59,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",161551701,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf fünfeinssiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einsfünf fünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",161551701
2635,2517,10,17,42821,924959.12,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Ernährung und Landwirtschaft,101742821,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweiachtzweieins ,Bundesministerium für Ernährung und Landwirtschaft einssieben vierzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,101742821
2636,4101,15,17,53201,921443.01,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium für Gesundheit,151753201,Bundesministerium für Gesundheit einssieben fünfdreizweinulleins ,Bundesministerium für Gesundheit einssieben fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,151353201
2637,1435,6,35,53201,916848.02,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,063553201,Bundesministerium des Innern und für Heimat dreifünf fünfdreizweinulleins ,Bundesministerium des Innern und für Heimat dreifünf fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,063553201
2638,1143,6,21,53201,912479.42,Aufträge und Dienstleistungen im Bereich Informationstechnik,Bundesministerium des Innern und für Heimat,062153201,Bundesministerium des Innern und für Heimat zweieins fünfdreizweinulleins ,Bundesministerium des Innern und für Heimat zweieins fünfdreizweinulleins  Aufträge und Dienstleistungen im Bereich Informationstechnik,Aufträge und Dienstleistungen im Bereich Informationstechnik,062053201
2640,230,4,12,42101,911190.78,"Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",Bundeskanzler und Bundeskanzleramt,041242101,Bundeskanzler und Bundeskanzleramt einszwei vierzweieinsnulleins ,"Bundeskanzler und Bundeskanzleramt einszwei vierzweieinsnulleins  Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister","Bezüge des Bundeskanzlers, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",041242101
2641,541,5,2,68717,909914.22,Deutsch-Griechischer Zukunftsfonds,Auswärtiges Amt,050268717,Auswärtiges Amt nullzwei sechsachtsiebeneinssieben ,Auswärtiges Amt nullzwei sechsachtsiebeneinssieben  Deutsch-Griechischer Zukunftsfonds,Deutsch-Griechischer Zukunftsfonds,050468793
2642,25,1,12,42709,909267.52,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundespräsident und Bundespräsidialamt,011242709,Bundespräsident und Bundespräsidialamt einszwei vierzweisiebennullneun ,"Bundespräsident und Bundespräsidialamt einszwei vierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",011242709
2643,2345,10,11,54301,909095.23,Veröffentlichungen und Fachinformationen,Bundesministerium für Ernährung und Landwirtschaft,101154301,Bundesministerium für Ernährung und Landwirtschaft einseins fünfvierdreinulleins ,Bundesministerium für Ernährung und Landwirtschaft einseins fünfvierdreinulleins  Veröffentlichungen und Fachinformationen,Veröffentlichungen und Fachinformationen,101154301
2644,3780,14,12,53501,907387.2,Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,Bundesministerium der Verteidigung,141253501,Bundesministerium der Verteidigung einszwei fünfdreifünfnulleins ,Bundesministerium der Verteidigung einszwei fünfdreifünfnulleins  Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,Innere Führung und Sicherheits- und verteidigungspolitische Kommunikation,141253501
2645,606,5,11,52601,904124.08,Gerichts- und ähnliche Kosten,Auswärtiges Amt,051152601,Auswärtiges Amt einseins fünfzweisechsnulleins ,Auswärtiges Amt einseins fünfzweisechsnulleins  Gerichts- und ähnliche Kosten,Gerichts- und ähnliche Kosten,051152601
2647,3747,14,10,53401,899994.16,Aufwendungen im Rahmen der nationalen Umsetzung des KSE-Vertrages und des Wiener Dokuments einschließlich des Open-Skies-Vertrages sowie des Chemiewaffenübereinkommens,Bundesministerium der Verteidigung,141053401,Bundesministerium der Verteidigung einsnull fünfdreiviernulleins ,Bundesministerium der Verteidigung einsnull fünfdreiviernulleins  Aufwendungen im Rahmen der nationalen Umsetzung des KSE-Vertrages und des Wiener Dokuments einschließlich des Open-Skies-Vertrages sowie des Chemiewaffenübereinkommens,,
2648,3087,12,10,89102,898935.51,"Zuschüsse zur Umsetzung des Projektes ""Radweg Deutsche Einheit""",Bundesministerium für Digitales und Verkehr,121089102,Bundesministerium für Digitales und Verkehr einsnull achtneuneinsnullzwei ,"Bundesministerium für Digitales und Verkehr einsnull achtneuneinsnullzwei  Zuschüsse zur Umsetzung des Projektes ""Radweg Deutsche Einheit""",,
2649,183,3,12,41102,897690.83,"Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates",Bundesrat,031241102,Bundesrat einszwei viereinseinsnullzwei ,"Bundesrat einszwei viereinseinsnullzwei  Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates","Fahrtkosten, Kostenpauschale, Reisekosten nach den Bestimmungen über die Kostenerstattung für Mitglieder des Bundesrates",031241102
2651,353,4,52,68516,896000.0,Zuschuss an die Kulturpolitische Gesellschaft,Bundeskanzler und Bundeskanzleramt,045268516,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtfünfeinssechs ,Bundeskanzler und Bundeskanzleramt fünfzwei sechsachtfünfeinssechs  Zuschuss an die Kulturpolitische Gesellschaft,Zuschuss an die Kulturpolitische Gesellschaft,045268516
2653,3069,12,10,63201,893192.96,Umsetzung des Nationalen Radverkehrsplans (NRVP) - Zuweisungen an Länder und sonstige juristische Personen des öffentlichen Rechts,Bundesministerium für Digitales und Verkehr,121063201,Bundesministerium für Digitales und Verkehr einsnull sechsdreizweinulleins ,Bundesministerium für Digitales und Verkehr einsnull sechsdreizweinulleins  Umsetzung des Nationalen Radverkehrsplans (NRVP) - Zuweisungen an Länder und sonstige juristische Personen des öffentlichen Rechts,Umsetzung des Nationalen Radverkehrsplans (NRVP) - Zuweisungen an Länder und sonstige juristische Personen des öffentlichen Rechts,121063291
