,index,Epl.,Kap.,Tit.,Ist 2015,Zweckbestimmung,ministries,2015 id,id_nlp_help,id_nlp,2015 Zweck,id
2644,2744,12,2,42739,690582.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427391202,Bundesministerium für Digitales und Verkehr nullzweivierzweisiebendreineun ,"Bundesministerium für Digitales und Verkehr nullzweivierzweisiebendreineun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427191220.0
2645,3672,14,67,11957,689627.71,Vermischte Einnahmen,Bundesministerium der Verteidigung,119571467,Bundesministerium der Verteidigung sechssiebeneinseinsneunfünfsieben ,Bundesministerium der Verteidigung sechssiebeneinseinsneunfünfsieben  Vermischte Einnahmen,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981031411.0
2646,704,6,1,68711,686612.53,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,Bundesministerium des Innern und für Heimat,687110601,Bundesministerium des Innern und für Heimat nulleinssechsachtsiebeneinseins ,Bundesministerium des Innern und für Heimat nulleinssechsachtsiebeneinseins  Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,Entschädigung an ehemalige Bedienstete jüdischer Gemeinden,687110601.0
2648,203,4,1,42101,683770.46,"Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",Bundeskanzler und Bundeskanzleramt,421010401,Bundeskanzler und Bundeskanzleramt nulleinsvierzweieinsnulleins ,"Bundeskanzler und Bundeskanzleramt nulleinsvierzweieinsnulleins  Bezüge der Bundeskanzlerin, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister","Bezüge des Bundeskanzlers, des Bundesministers für besondere Aufgaben, der Staatsministerin und der Staatsminister",421010412.0
2649,2720,12,2,68401,680000.0,Beihilfen für Schiffsjungenheime und Schifferkinderheime der Binnenschifffahrt,Bundesministerium für Digitales und Verkehr,684011202,Bundesministerium für Digitales und Verkehr nullzweisechsachtviernulleins ,Bundesministerium für Digitales und Verkehr nullzweisechsachtviernulleins  Beihilfen für Schiffsjungenheime und Schifferkinderheime der Binnenschifffahrt,Ausgaben im Zusammenhang mit der Untersuchung von Schiffsunfällen,671211219.0
2651,4031,16,2,68606,679435.74,"Nationale Kofinanzierung des ESF-Bundesprogramms ""Berufliche Bildung für nachhaltige Entwicklung (BBNE)""","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",686061602,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtsechsnullsechs ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullzweisechsachtsechsnullsechs  Nationale Kofinanzierung des ESF-Bundesprogramms ""Berufliche Bildung für nachhaltige Entwicklung (BBNE)""",,
2652,693,6,1,27201,678750.69,Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,Bundesministerium des Innern und für Heimat,272010601,Bundesministerium des Innern und für Heimat nulleinszweisiebenzweinulleins ,Bundesministerium des Innern und für Heimat nulleinszweisiebenzweinulleins  Zuschüsse der Europäischen Union zu den Kosten innenpolitischer Maßnahmen,Zuschüsse der europäischen Union zu Kosten von Gemeinschaftsaufgaben,272020615.0
2653,167,3,11,44657,678582.69,Beihilfen aufgrund der Beihilfevorschriften,Bundesrat,446570311,Bundesrat einseinsvierviersechsfünfsieben ,Bundesrat einseinsvierviersechsfünfsieben  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,446570311.0
2654,2968,12,9,11999,678222.75,Vermischte Einnahmen,Bundesministerium für Digitales und Verkehr,119991209,Bundesministerium für Digitales und Verkehr nullneuneinseinsneunneunneun ,Bundesministerium für Digitales und Verkehr nullneuneinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119991220.0
2655,1260,6,34,81201,676115.91,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Bundesministerium des Innern und für Heimat,812010634,Bundesministerium des Innern und für Heimat dreivierachteinszweinulleins ,"Bundesministerium des Innern und für Heimat dreivierachteinszweinulleins  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",812010634.0
2656,4285,16,16,52701,674810.64,Dienstreisen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",527011616,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsfünfzweisiebennulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz einssechsfünfzweisiebennulleins  Dienstreisen",,
2658,164,3,11,54201,670168.03,Öffentlichkeitsarbeit,Bundesrat,542010311,Bundesrat einseinsfünfvierzweinulleins ,Bundesrat einseinsfünfvierzweinulleins  Öffentlichkeitsarbeit,Öffentlichkeitsarbeit,542010311.0
2659,1378,7,14,51101,670167.09,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010714,Bundesministerium der Justiz einsvierfünfeinseinsnulleins ,"Bundesministerium der Justiz einsvierfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010714.0
2661,2884,12,5,13201,668978.5,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Digitales und Verkehr,132011205,Bundesministerium für Digitales und Verkehr nullfünfeinsdreizweinulleins ,Bundesministerium für Digitales und Verkehr nullfünfeinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,132211201.0
2662,3441,14,2,53201,668968.37,Aufwendungen im Rahmen der nationalen Umsetzung des KSE-Vertrages und des Wiener Dokuments einschließlich des Open-Skies-Vertrages sowie des Chemiewaffenübereinkommens,Bundesministerium der Verteidigung,532011402,Bundesministerium der Verteidigung nullzweifünfdreizweinulleins ,Bundesministerium der Verteidigung nullzweifünfdreizweinulleins  Aufwendungen im Rahmen der nationalen Umsetzung des KSE-Vertrages und des Wiener Dokuments einschließlich des Open-Skies-Vertrages sowie des Chemiewaffenübereinkommens,,
2663,1650,8,15,11101,668775.32,"Gebühren, sonstige Entgelte",Bundesministerium der Finanzen,111010815,Bundesministerium der Finanzen einsfünfeinseinseinsnulleins ,"Bundesministerium der Finanzen einsfünfeinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111010815.0
2664,617,5,12,11929,668672.98,Vermischte Einnahmen,Auswärtiges Amt,119290512,Auswärtiges Amt einszweieinseinsneunzweineun ,Auswärtiges Amt einszweieinseinsneunzweineun  Vermischte Einnahmen,Vermischte Einnahmen,119290512.0
2665,4503,20,11,23257,668650.99,Beteiligung an den Versorgungslasten des Bundes,Bundesrechnungshof,232572011,Bundesrechnungshof einseinszweidreizweifünfsieben ,Bundesrechnungshof einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,232572011.0
2666,4089,16,6,88291,668093.81,Investitionspakt Bund-Länder-Gemeinden - Abwicklung,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",882911606,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweineuneins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsechsachtachtzweineuneins  Investitionspakt Bund-Länder-Gemeinden - Abwicklung",Vermischte Verwaltungsausgaben,539991614.0
2667,1521,8,2,69804,666871.13,Ausgleich von Besatzungsschäden,Bundesministerium der Finanzen,698040802,Bundesministerium der Finanzen nullzweisechsneunachtnullvier ,Bundesministerium der Finanzen nullzweisechsneunachtnullvier  Ausgleich von Besatzungsschäden,Ausgleich von Besatzungsschäden,698040802.0
2668,4596,23,5,53204,666365.97,"Beobachtung, Überprüfung und Kapazitätsentwicklung im Rahmen der entwicklungspolitischen Zusammenarbeit",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,532042305,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünffünfdreizweinullvier ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nullfünffünfdreizweinullvier  Beobachtung, Überprüfung und Kapazitätsentwicklung im Rahmen der entwicklungspolitischen Zusammenarbeit","Beobachtung, Überprüfung und Kapazitätsentwicklung im Rahmen der entwicklungspolitischen Zusammenarbeit",532042305.0
2669,468,4,8,81101,662813.04,Erwerb von Fahrzeugen,Bundeskanzler und Bundeskanzleramt,811010408,Bundeskanzler und Bundeskanzleramt nullachtachteinseinsnulleins ,Bundeskanzler und Bundeskanzleramt nullachtachteinseinsnulleins  Erwerb von Fahrzeugen,Erwerb von Fahrzeugen,811010452.0
2670,711,6,1,68624,661295.33,Zuschuss an die Welt-Anti-Doping Agentur (WADA),Bundesministerium des Innern und für Heimat,686240601,Bundesministerium des Innern und für Heimat nulleinssechsachtsechszweivier ,Bundesministerium des Innern und für Heimat nulleinssechsachtsechszweivier  Zuschuss an die Welt-Anti-Doping Agentur (WADA),Zuschuss an die Welt-Anti-Doping Agentur (WADA),686240601.0
2671,4001,15,11,53255,659610.34,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium für Gesundheit,532551511,Bundesministerium für Gesundheit einseinsfünfdreizweifünffünf ,Bundesministerium für Gesundheit einseinsfünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen,529011511.0
2672,3435,14,2,28209,657763.62,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Bundesministerium der Verteidigung,282091402,Bundesministerium der Verteidigung nullzweizweiachtzweinullneun ,"Bundesministerium der Verteidigung nullzweizweiachtzweinullneun  Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen","Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",282091411.0
2673,4433,17,13,52501,655569.01,Aus- und Fortbildung,"Bundesministerium für Familie, Senioren, Frauen und Jugend",525011713,"Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfzweifünfnulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend einsdreifünfzweifünfnulleins  Aus- und Fortbildung",Aus- und Fortbildung,525011713.0
2674,385,4,6,11999,654312.17,Vermischte Einnahmen,Bundeskanzler und Bundeskanzleramt,119990406,Bundeskanzler und Bundeskanzleramt nullsechseinseinsneunneunneun ,Bundeskanzler und Bundeskanzleramt nullsechseinseinsneunneunneun  Vermischte Einnahmen,Vermischte Einnahmen,119990412.0
2677,859,6,12,42811,653136.28,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium des Innern und für Heimat,428110612,Bundesministerium des Innern und für Heimat einszweivierzweiachteinseins ,Bundesministerium des Innern und für Heimat einszweivierzweiachteinseins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428110612.0
2678,133,2,1,71256,652888.72,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Deutscher Bundestag,712560201,Deutscher Bundestag nulleinssiebeneinszweifünfsechs ,Deutscher Bundestag nulleinssiebeneinszweifünfsechs  Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,712560212.0
2679,4739,30,11,23257,651755.93,Beteiligung an den Versorgungslasten des Bundes,Bundesministerium für Bildung und Forschung,232573011,Bundesministerium für Bildung und Forschung einseinszweidreizweifünfsieben ,Bundesministerium für Bildung und Forschung einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,232573011.0
2680,3836,15,5,51701,651488.81,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Gesundheit,517011505,Bundesministerium für Gesundheit nullfünffünfeinssiebennulleins ,"Bundesministerium für Gesundheit nullfünffünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011512.0
2681,587,5,11,23257,651241.02,Beteiligung an den Versorgungslasten des Bundes,Auswärtiges Amt,232570511,Auswärtiges Amt einseinszweidreizweifünfsieben ,Auswärtiges Amt einseinszweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,232570211.0
2682,1406,7,16,42202,649669.19,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bundesministerium der Justiz,422020716,Bundesministerium der Justiz einssechsvierzweizweinullzwei ,Bundesministerium der Justiz einssechsvierzweizweinullzwei  Bezüge und Nebenleistungen der beamteten Hilfskräfte,Bezüge und Nebenleistungen der beamteten Hilfskräfte,422020716.0
2683,2959,12,8,63403,649274.19,Zuweisungen an den Versorgungsfonds,Bundesministerium für Digitales und Verkehr,634031208,Bundesministerium für Digitales und Verkehr nullachtsechsdreiviernulldrei ,Bundesministerium für Digitales und Verkehr nullachtsechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,,
2684,2207,10,13,81202,647267.18,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Ernährung und Landwirtschaft,812021013,Bundesministerium für Ernährung und Landwirtschaft einsdreiachteinszweinullzwei ,"Bundesministerium für Ernährung und Landwirtschaft einsdreiachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021013.0
2685,2802,12,3,75212,646420.72,Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung für Verkehrsinfrastrukturvorhaben im Bereich der Bundeswasserstraßen,Bundesministerium für Digitales und Verkehr,752121203,Bundesministerium für Digitales und Verkehr nulldreisiebenfünfzweieinszwei ,Bundesministerium für Digitales und Verkehr nulldreisiebenfünfzweieinszwei  Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung für Verkehrsinfrastrukturvorhaben im Bereich der Bundeswasserstraßen,,
2686,3097,12,11,51155,645017.03,"Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",Bundesministerium für Digitales und Verkehr,511551211,Bundesministerium für Digitales und Verkehr einseinsfünfeinseinsfünffünf ,"Bundesministerium für Digitales und Verkehr einseinsfünfeinseinsfünffünf  Geschäftsbedarf und Datenübertragung sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, Software, Wartung",,
2687,2573,11,15,11101,643529.24,"Gebühren, sonstige Entgelte",Bundesministerium für Arbeit und Soziales,111011115,Bundesministerium für Arbeit und Soziales einsfünfeinseinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsfünfeinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011115.0
2688,4673,30,2,71171,643470.29,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Bildung und Forschung,711713002,Bundesministerium für Bildung und Forschung nullzweisiebeneinseinssiebeneins ,"Bundesministerium für Bildung und Forschung nullzweisiebeneinseinssiebeneins  Kleine Neu-, Um- und Erweiterungsbauten",Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381033002.0
2689,4533,20,12,51901,643145.34,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesrechnungshof,519012012,Bundesrechnungshof einszweifünfeinsneunnulleins ,Bundesrechnungshof einszweifünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519012012.0
2690,2584,11,15,51101,642278.75,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Arbeit und Soziales,511011115,Bundesministerium für Arbeit und Soziales einsfünffünfeinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsfünffünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011115.0
2691,324,4,5,89221,641014.1,Digitalisierung der Kinos,Bundeskanzler und Bundeskanzleramt,892210405,Bundeskanzler und Bundeskanzleramt nullfünfachtneunzweizweieins ,Bundeskanzler und Bundeskanzleramt nullfünfachtneunzweizweieins  Digitalisierung der Kinos,Digitalisierung,684170452.0
2693,3947,15,10,54401,638890.83,"Forschung, Untersuchungen und Ähnliches",Bundesministerium für Gesundheit,544011510,Bundesministerium für Gesundheit einsnullfünfvierviernulleins ,"Bundesministerium für Gesundheit einsnullfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453011515.0
2694,1174,6,28,81202,638664.05,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium des Innern und für Heimat,812020628,Bundesministerium des Innern und für Heimat zweiachtachteinszweinullzwei ,"Bundesministerium des Innern und für Heimat zweiachtachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812020628.0
2695,104,2,1,53105,638383.6,Ausgaben für die historische Ausstellung und weitere Ausstellungen,Deutscher Bundestag,531050201,Deutscher Bundestag nulleinsfünfdreieinsnullfünf ,Deutscher Bundestag nulleinsfünfdreieinsnullfünf  Ausgaben für die historische Ausstellung und weitere Ausstellungen,,
2696,3606,14,12,82103,637004.66,Beschaffung von Liegenschaften für militärische Zwecke und Werterstattungen nach § 61 Abs. 1 BHO für bundeseigene Grundstücke sowie Restwertentschädigungen,Bundesministerium der Verteidigung,821031412,Bundesministerium der Verteidigung einszweiachtzweieinsnulldrei ,Bundesministerium der Verteidigung einszweiachtzweieinsnulldrei  Beschaffung von Liegenschaften für militärische Zwecke und Werterstattungen nach § 61 Abs. 1 BHO für bundeseigene Grundstücke sowie Restwertentschädigungen,,
2697,2867,12,4,51701,635508.81,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Digitales und Verkehr,517011204,Bundesministerium für Digitales und Verkehr nullvierfünfeinssiebennulleins ,"Bundesministerium für Digitales und Verkehr nullvierfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011222.0
2698,4744,30,11,43157,634746.81,"Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundesministerium für Bildung und Forschung,431573011,Bundesministerium für Bildung und Forschung einseinsvierdreieinsfünfsieben ,"Bundesministerium für Bildung und Forschung einseinsvierdreieinsfünfsieben  Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",431573011.0
2699,3761,15,2,68605,633089.13,Verbesserung der Arzneimitteltherapiesicherheit,Bundesministerium für Gesundheit,686051502,Bundesministerium für Gesundheit nullzweisechsachtsechsnullfünf ,Bundesministerium für Gesundheit nullzweisechsachtsechsnullfünf  Verbesserung der Arzneimitteltherapiesicherheit,Verbesserung der Arzneimitteltherapiesicherheit,686031504.0
2702,2586,11,15,51701,631566.35,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Arbeit und Soziales,517011115,Bundesministerium für Arbeit und Soziales einsfünffünfeinssiebennulleins ,"Bundesministerium für Arbeit und Soziales einsfünffünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011115.0
2703,1251,6,34,45301,629912.54,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium des Innern und für Heimat,453010634,Bundesministerium des Innern und für Heimat dreiviervierfünfdreinulleins ,"Bundesministerium des Innern und für Heimat dreiviervierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen","Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010634.0
2704,1518,8,2,53206,628449.1,Sonstige Leistungen im Zusammenhang mit der Überlassung von Sachen zur Benutzung an die Streitkräfte der Entsendestaaten,Bundesministerium der Finanzen,532060802,Bundesministerium der Finanzen nullzweifünfdreizweinullsechs ,Bundesministerium der Finanzen nullzweifünfdreizweinullsechs  Sonstige Leistungen im Zusammenhang mit der Überlassung von Sachen zur Benutzung an die Streitkräfte der Entsendestaaten,Sonstige Leistungen im Zusammenhang mit der Überlassung von Sachen zur Benutzung an die Streitkräfte der Entsendestaaten,532060802.0
2705,1243,6,34,38101,628216.32,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Bundesministerium des Innern und für Heimat,381010634,Bundesministerium des Innern und für Heimat dreivierdreiachteinsnulleins ,Bundesministerium des Innern und für Heimat dreivierdreiachteinsnulleins  Leistungen von Bundesbehörden zur Durchführung von Aufträgen,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,381010634.0
2706,1793,9,12,13201,628149.15,Erlöse aus der Veräußerung von beweglichen Sachen,Bundesministerium für Wirtschaft und Klimaschutz,132010912,Bundesministerium für Wirtschaft und Klimaschutz einszweieinsdreizweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszweieinsdreizweinulleins  Erlöse aus der Veräußerung von beweglichen Sachen,Erlöse aus der Veräußerung von beweglichen Sachen,132010912.0
2707,3252,12,16,53255,626448.04,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium für Digitales und Verkehr,532551216,Bundesministerium für Digitales und Verkehr einssechsfünfdreizweifünffünf ,Bundesministerium für Digitales und Verkehr einssechsfünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011219.0
2709,2532,11,13,71101,625199.12,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Arbeit und Soziales,711011113,Bundesministerium für Arbeit und Soziales einsdreisiebeneinseinsnulleins ,"Bundesministerium für Arbeit und Soziales einsdreisiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711011113.0
2710,3445,14,2,54709,624836.97,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",Bundesministerium der Verteidigung,547091402,Bundesministerium der Verteidigung nullzweifünfviersiebennullneun ,"Bundesministerium der Verteidigung nullzweifünfviersiebennullneun  Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden","Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden",547091411.0
2711,467,4,8,63403,624823.09,Zuweisungen an den Versorgungsfonds,Bundeskanzler und Bundeskanzleramt,634030408,Bundeskanzler und Bundeskanzleramt nullachtsechsdreiviernulldrei ,Bundeskanzler und Bundeskanzleramt nullachtsechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,,
2712,46,1,13,42801,624745.46,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundespräsident und Bundespräsidialamt,428010113,Bundespräsident und Bundespräsidialamt einsdreivierzweiachtnulleins ,Bundespräsident und Bundespräsidialamt einsdreivierzweiachtnulleins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428010113.0
2713,3818,15,5,11901,621823.01,Einnahmen aus Veröffentlichungen,Bundesministerium für Gesundheit,119011505,Bundesministerium für Gesundheit nullfünfeinseinsneunnulleins ,Bundesministerium für Gesundheit nullfünfeinseinsneunnulleins  Einnahmen aus Veröffentlichungen,Einnahmen aus Veröffentlichungen,119011516.0
2714,1066,6,24,53999,621407.11,Vermischte Verwaltungsausgaben,Bundesministerium des Innern und für Heimat,539990624,Bundesministerium des Innern und für Heimat zweivierfünfdreineunneunneun ,Bundesministerium des Innern und für Heimat zweivierfünfdreineunneunneun  Vermischte Verwaltungsausgaben,Vermischte Verwaltungsausgaben,539990624.0
2715,356,4,5,42401,621058.7,Zuführung an die Versorgungsrücklage,Bundeskanzler und Bundeskanzleramt,424010405,Bundeskanzler und Bundeskanzleramt nullfünfvierzweiviernulleins ,Bundeskanzler und Bundeskanzleramt nullfünfvierzweiviernulleins  Zuführung an die Versorgungsrücklage,Zuführung an die Versorgungsrücklage,424010431.0
2716,1410,7,16,51101,620329.04,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Justiz,511010716,Bundesministerium der Justiz einssechsfünfeinseinsnulleins ,"Bundesministerium der Justiz einssechsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010716.0
2717,3014,12,10,11101,619485.57,"Gebühren, sonstige Entgelte",Bundesministerium für Digitales und Verkehr,111011210,Bundesministerium für Digitales und Verkehr einsnulleinseinseinsnulleins ,"Bundesministerium für Digitales und Verkehr einsnulleinseinseinsnulleins  Gebühren, sonstige Entgelte","Gebühren, sonstige Entgelte",111011219.0
2718,1929,9,15,81273,618624.45,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Wirtschaft und Klimaschutz,812730915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweisiebendrei ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweisiebendrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812730915.0
2719,778,6,3,67124,618306.24,Kosten der Rückführung von Deutschen,Bundesministerium des Innern und für Heimat,671240603,Bundesministerium des Innern und für Heimat nulldreisechssiebeneinszweivier ,Bundesministerium des Innern und für Heimat nulldreisechssiebeneinszweivier  Kosten der Rückführung von Deutschen,Kosten der Rückführung von Deutschen,671240603.0
