,index,Epl.,Kap.,Tit.,Ist 2013,Zweckbestimmung,ministries,2013 id,id_nlp_help,id_nlp,2013 Zweck,id
2420,2544,10,17,81202,887560.28,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Ernährung und Landwirtschaft,812021017,Bundesministerium für Ernährung und Landwirtschaft einssiebenachteinszweinullzwei ,"Bundesministerium für Ernährung und Landwirtschaft einssiebenachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021017.0
2421,4193,15,6,54721,885033.93,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium für Gesundheit,547211506,Bundesministerium für Gesundheit nullsechsfünfviersiebenzweieins ,Bundesministerium für Gesundheit nullsechsfünfviersiebenzweieins  Nicht aufteilbare sächliche Verwaltungsausgaben,Nicht aufteilbare sächliche Verwaltungsausgaben,547211517.0
2422,496,4,67,23257,883797.48,Beteiligung an den Versorgungslasten des Bundes,Bundeskanzler und Bundeskanzleramt,232570467,Bundeskanzler und Bundeskanzleramt sechssiebenzweidreizweifünfsieben ,Bundeskanzler und Bundeskanzleramt sechssiebenzweidreizweifünfsieben  Beteiligung an den Versorgungslasten des Bundes,Beteiligung an den Versorgungslasten des Bundes,232570451.0
2424,225,4,1,44101,881229.06,Beihilfen aufgrund der Beihilfevorschriften,Bundeskanzler und Bundeskanzleramt,441010401,Bundeskanzler und Bundeskanzleramt nulleinsvierviereinsnulleins ,Bundeskanzler und Bundeskanzleramt nulleinsvierviereinsnulleins  Beihilfen aufgrund der Beihilfevorschriften,Beihilfen aufgrund der Beihilfevorschriften,441010411.0
2425,12,1,3,42709,880859.4,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundespräsident und Bundespräsidialamt,427090103,Bundespräsident und Bundespräsidialamt nulldreivierzweisiebennullneun ,"Bundespräsident und Bundespräsidialamt nulldreivierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427090113.0
2426,2711,11,4,81255,877736.61,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium für Arbeit und Soziales,812551104,Bundesministerium für Arbeit und Soziales nullvierachteinszweifünffünf ,"Bundesministerium für Arbeit und Soziales nullvierachteinszweifünffünf  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
2427,4938,30,1,71201,876451.49,Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,Bundesministerium für Bildung und Forschung,712013001,Bundesministerium für Bildung und Forschung nulleinssiebeneinszweinulleins ,Bundesministerium für Bildung und Forschung nulleinssiebeneinszweinulleins  Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,,
2428,1428,7,1,45301,875587.7,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Bundesministerium der Justiz,453010701,Bundesministerium der Justiz nulleinsvierfünfdreinulleins ,"Bundesministerium der Justiz nulleinsvierfünfdreinulleins  Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",,
2429,549,5,1,54301,873392.99,Veröffentlichung und Dokumentation,Auswärtiges Amt,543010501,Auswärtiges Amt nulleinsfünfvierdreinulleins ,Auswärtiges Amt nulleinsfünfvierdreinulleins  Veröffentlichung und Dokumentation,,
2430,3854,14,4,53102,870475.33,"Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht",Bundesministerium der Verteidigung,531021404,Bundesministerium der Verteidigung nullvierfünfdreieinsnullzwei ,"Bundesministerium der Verteidigung nullvierfünfdreieinsnullzwei  Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht","Seelsorgerische Dienste (Gottesdienste, Rüstzeiten, Exerzitien u. Ä.) und Kultkosten sowie Lebenskundlicher Unterricht",531021413.0
2431,2979,12,3,11201,869566.17,"Geldstrafen, Geldbußen und Gerichtskosten",Bundesministerium für Digitales und Verkehr,112011203,Bundesministerium für Digitales und Verkehr nulldreieinseinszweinulleins ,"Bundesministerium für Digitales und Verkehr nulldreieinseinszweinulleins  Geldstrafen, Geldbußen und Gerichtskosten","Geldstrafen, Geldbußen und Gerichtskosten",112011213.0
2432,3283,12,11,42821,866058.96,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesministerium für Digitales und Verkehr,428211211,Bundesministerium für Digitales und Verkehr einseinsvierzweiachtzweieins ,Bundesministerium für Digitales und Verkehr einseinsvierzweiachtzweieins  Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,428211219.0
2434,2450,10,14,81202,861000.0,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Bundesministerium für Ernährung und Landwirtschaft,812021014,Bundesministerium für Ernährung und Landwirtschaft einsvierachteinszweinullzwei ,"Bundesministerium für Ernährung und Landwirtschaft einsvierachteinszweinullzwei  Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik","Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",812021014.0
2436,1451,7,1,81255,858908.14,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Bundesministerium der Justiz,812550701,Bundesministerium der Justiz nulleinsachteinszweifünffünf ,"Bundesministerium der Justiz nulleinsachteinszweifünffünf  Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",,
2437,732,6,1,52602,858858.99,Sachverständige,Bundesministerium des Innern und für Heimat,526020601,Bundesministerium des Innern und für Heimat nulleinsfünfzweisechsnullzwei ,Bundesministerium des Innern und für Heimat nulleinsfünfzweisechsnullzwei  Sachverständige,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381030602.0
2438,196,3,1,51901,856835.38,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesrat,519010301,Bundesrat nulleinsfünfeinsneunnulleins ,Bundesrat nulleinsfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,,
2439,798,6,2,68616,855776.45,Förderung von internationalen Sportprojekten und Tagungen,Bundesministerium des Innern und für Heimat,686160602,Bundesministerium des Innern und für Heimat nullzweisechsachtsechseinssechs ,Bundesministerium des Innern und für Heimat nullzweisechsachtsechseinssechs  Förderung von internationalen Sportprojekten und Tagungen,Förderung von internationalen Sportprojekten und Tagungen,686260601.0
2440,2731,11,5,63403,855068.28,Zuweisungen an den Versorgungsfonds,Bundesministerium für Arbeit und Soziales,634031105,Bundesministerium für Arbeit und Soziales nullfünfsechsdreiviernulldrei ,Bundesministerium für Arbeit und Soziales nullfünfsechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Versorgungsleistungen aufgrund inter- und supranationaler Verträge und Übereinkommen,687011103.0
2441,2605,11,1,71101,853606.25,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium für Arbeit und Soziales,711011101,Bundesministerium für Arbeit und Soziales nulleinssiebeneinseinsnulleins ,"Bundesministerium für Arbeit und Soziales nulleinssiebeneinseinsnulleins  Kleine Neu-, Um- und Erweiterungsbauten","Kleine Neu-, Um- und Erweiterungsbauten",711011113.0
2442,538,5,1,51801,852942.04,Mieten und Pachten,Auswärtiges Amt,518010501,Auswärtiges Amt nulleinsfünfeinsachtnulleins ,Auswärtiges Amt nulleinsfünfeinsachtnulleins  Mieten und Pachten,Mieten und Pachten,518010513.0
2443,31,1,3,54501,845573.74,"Konferenzen, Tagungen, Messen und Ausstellungen",Bundespräsident und Bundespräsidialamt,545010103,Bundespräsident und Bundespräsidialamt nulldreifünfvierfünfnulleins ,"Bundespräsident und Bundespräsidialamt nulldreifünfvierfünfnulleins  Konferenzen, Tagungen, Messen und Ausstellungen","Konferenzen, Tagungen, Messen und Ausstellungen",545010111.0
2444,1442,7,1,54401,844258.33,"Forschung, Untersuchungen und Ähnliches",Bundesministerium der Justiz,544010701,Bundesministerium der Justiz nulleinsfünfvierviernulleins ,"Bundesministerium der Justiz nulleinsfünfvierviernulleins  Forschung, Untersuchungen und Ähnliches",,
2445,4544,16,7,63403,843804.09,Zuweisungen an den Versorgungsfonds,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",634031607,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensechsdreiviernulldrei ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nullsiebensechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds",Zuweisungen an den Versorgungsfonds,634031611.0
2446,1731,8,10,68701,842713.05,"Beiträge an Organisationen, Vereine und Verbände im Ausland",Bundesministerium der Finanzen,687010810,Bundesministerium der Finanzen einsnullsechsachtsiebennulleins ,"Bundesministerium der Finanzen einsnullsechsachtsiebennulleins  Beiträge an Organisationen, Vereine und Verbände im Ausland","Beiträge an Organisationen, Vereine und Verbände im Ausland",687010810.0
2447,104,2,1,52701,841770.11,Dienstreisen,Deutscher Bundestag,527010201,Deutscher Bundestag nulleinsfünfzweisiebennulleins ,Deutscher Bundestag nulleinsfünfzweisiebennulleins  Dienstreisen,,
2448,590,5,2,68545,840809.11,Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens,Auswärtiges Amt,685450502,Auswärtiges Amt nullzweisechsachtfünfvierfünf ,Auswärtiges Amt nullzweisechsachtfünfvierfünf  Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens,Zuschüsse zu Vorhaben zur Förderung des europäischen Gedankens,685250502.0
2449,3114,12,5,52701,840127.61,Dienstreisen,Bundesministerium für Digitales und Verkehr,527011205,Bundesministerium für Digitales und Verkehr nullfünffünfzweisiebennulleins ,Bundesministerium für Digitales und Verkehr nullfünffünfzweisiebennulleins  Dienstreisen,Dienstreisen,527011228.0
2450,1290,6,29,54301,839671.79,Veröffentlichung und Dokumentation,Bundesministerium des Innern und für Heimat,543010629,Bundesministerium des Innern und für Heimat zweineunfünfvierdreinulleins ,Bundesministerium des Innern und für Heimat zweineunfünfvierdreinulleins  Veröffentlichung und Dokumentation,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010622.0
2451,2016,9,12,71201,838830.93,Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,Bundesministerium für Wirtschaft und Klimaschutz,712010912,Bundesministerium für Wirtschaft und Klimaschutz einszweisiebeneinszweinulleins ,Bundesministerium für Wirtschaft und Klimaschutz einszweisiebeneinszweinulleins  Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,,
2452,3698,12,27,53255,838246.47,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium für Digitales und Verkehr,532551227,Bundesministerium für Digitales und Verkehr zweisiebenfünfdreizweifünffünf ,Bundesministerium für Digitales und Verkehr zweisiebenfünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,,
2453,680,5,11,51101,837285.34,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Auswärtiges Amt,511010511,Auswärtiges Amt einseinsfünfeinseinsnulleins ,"Auswärtiges Amt einseinsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511110512.0
2455,676,5,11,42709,835514.45,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Auswärtiges Amt,427090511,Auswärtiges Amt einseinsvierzweisiebennullneun ,"Auswärtiges Amt einseinsvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427190512.0
2457,3354,12,12,53255,833321.33,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium für Digitales und Verkehr,532551212,Bundesministerium für Digitales und Verkehr einszweifünfdreizweifünffünf ,Bundesministerium für Digitales und Verkehr einszweifünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,Aufträge und Dienstleistungen im Bereich Informationstechnik,532011212.0
2459,4557,16,67,43457,828112.11,Zuführung an die Versorgungsrücklage,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",434571667,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz sechssiebenvierdreivierfünfsieben ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz sechssiebenvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage",Zuführung an die Versorgungsrücklage,434571611.0
2460,1439,7,1,53201,824606.4,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium der Justiz,532010701,Bundesministerium der Justiz nulleinsfünfdreizweinulleins ,Bundesministerium der Justiz nulleinsfünfdreizweinulleins  Ausgaben für Aufträge und Dienstleistungen,,
2463,2687,11,4,63403,824025.71,Zuweisungen an den Versorgungsfonds,Bundesministerium für Arbeit und Soziales,634031104,Bundesministerium für Arbeit und Soziales nullviersechsdreiviernulldrei ,Bundesministerium für Arbeit und Soziales nullviersechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981 .1 und 981 .7,981031107.0
2464,3997,14,67,11957,823863.65,Vermischte Einnahmen,Bundesministerium der Verteidigung,119571467,Bundesministerium der Verteidigung sechssiebeneinseinsneunfünfsieben ,Bundesministerium der Verteidigung sechssiebeneinseinsneunfünfsieben  Vermischte Einnahmen,Vermischte Verwaltungsausgaben,539991413.0
2465,2952,12,2,68305,822334.23,Förderung von umweltfreundlichen Motoren für Binnenschiffe zur Modernisierung der deutschen Binnenschiffsflotte,Bundesministerium für Digitales und Verkehr,683051202,Bundesministerium für Digitales und Verkehr nullzweisechsachtdreinullfünf ,Bundesministerium für Digitales und Verkehr nullzweisechsachtdreinullfünf  Förderung von umweltfreundlichen Motoren für Binnenschiffe zur Modernisierung der deutschen Binnenschiffsflotte,Förderprogramm Motoren und Modernisierung für die Binnenschifffahrt,683131210.0
2466,2521,10,17,11909,822325.61,Vermischte Einnahmen,Bundesministerium für Ernährung und Landwirtschaft,119091017,Bundesministerium für Ernährung und Landwirtschaft einssiebeneinseinsneunnullneun ,Bundesministerium für Ernährung und Landwirtschaft einssiebeneinseinsneunnullneun  Vermischte Einnahmen,Vermischte Einnahmen,119091017.0
2467,4785,20,1,42401,821920.81,Zuführung an die Versorgungsrücklage,Bundesrechnungshof,424012001,Bundesrechnungshof nulleinsvierzweiviernulleins ,Bundesrechnungshof nulleinsvierzweiviernulleins  Zuführung an die Versorgungsrücklage,,
2468,3684,12,27,51901,818856.3,Unterhaltung der Grundstücke und baulichen Anlagen,Bundesministerium für Digitales und Verkehr,519011227,Bundesministerium für Digitales und Verkehr zweisiebenfünfeinsneunnulleins ,Bundesministerium für Digitales und Verkehr zweisiebenfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen,Unterhaltung der Grundstücke und baulichen Anlagen,519011220.0
2470,4855,23,1,51101,818143.35,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,511012301,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsfünfeinseinsnulleins ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulleinsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Zinsen aus Darlehen zur Verbesserung der Beschäftigungssituation,166032301.0
2472,1678,8,1,69811,817759.13,"Ansprüche auf Hauptentschädigung nach §§ 243 bis 252 LAG, auf Entschädigung nach §§ 15, 29 und 33 WBSchlussG sowie auf Entschädigung nach §§ 31 ff. RepG und sonstige Einmalleistungen",Bundesministerium der Finanzen,698110801,Bundesministerium der Finanzen nulleinssechsneunachteinseins ,"Bundesministerium der Finanzen nulleinssechsneunachteinseins  Ansprüche auf Hauptentschädigung nach §§ 243 bis 252 LAG, auf Entschädigung nach §§ 15, 29 und 33 WBSchlussG sowie auf Entschädigung nach §§ 31 ff. RepG und sonstige Einmalleistungen",,
2473,2112,9,15,81253,817704.84,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Bundesministerium für Wirtschaft und Klimaschutz,812530915,Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweifünfdrei ,"Bundesministerium für Wirtschaft und Klimaschutz einsfünfachteinszweifünfdrei  Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen","Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",812530915.0
2474,4137,15,5,11901,817670.66,Einnahmen aus Veröffentlichungen,Bundesministerium für Gesundheit,119011505,Bundesministerium für Gesundheit nullfünfeinseinsneunnulleins ,Bundesministerium für Gesundheit nullfünfeinseinsneunnulleins  Einnahmen aus Veröffentlichungen,Einnahmen aus Veröffentlichungen,119011516.0
2475,4076,15,2,63202,817443.54,Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Bundesministerium für Gesundheit,632021502,Bundesministerium für Gesundheit nullzweisechsdreizweinullzwei ,Bundesministerium für Gesundheit nullzweisechsdreizweinullzwei  Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,Zuschuss zu den Kosten für Erhebungen auf dem Gebiet der Krebskrankheiten und anderer nicht übertragbarer Krankheiten,685031504.0
2477,1438,7,1,52701,814357.45,Dienstreisen,Bundesministerium der Justiz,527010701,Bundesministerium der Justiz nulleinsfünfzweisiebennulleins ,Bundesministerium der Justiz nulleinsfünfzweisiebennulleins  Dienstreisen,,
2478,3648,12,26,72511,813764.52,Kleine Baumaßnahmen,Bundesministerium für Digitales und Verkehr,725111226,Bundesministerium für Digitales und Verkehr zweisechssiebenzweifünfeinseins ,Bundesministerium für Digitales und Verkehr zweisechssiebenzweifünfeinseins  Kleine Baumaßnahmen,,
2480,4150,15,5,42709,812436.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Gesundheit,427091505,Bundesministerium für Gesundheit nullfünfvierzweisiebennullneun ,"Bundesministerium für Gesundheit nullfünfvierzweisiebennullneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige","Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",427591515.0
2481,2558,10,18,51701,810783.74,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Ernährung und Landwirtschaft,517011018,Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinssiebennulleins ,"Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011018.0
2482,415,4,6,53203,809628.81,Kosten für die Bewachung von Archivgut,Bundeskanzler und Bundeskanzleramt,532030406,Bundeskanzler und Bundeskanzleramt nullsechsfünfdreizweinulldrei ,Bundeskanzler und Bundeskanzleramt nullsechsfünfdreizweinulldrei  Kosten für die Bewachung von Archivgut,Kosten für die Bewachung von Archivgut,532080453.0
2483,101,2,1,52602,807996.91,Sachverständige,Deutscher Bundestag,526020201,Deutscher Bundestag nulleinsfünfzweisechsnullzwei ,Deutscher Bundestag nulleinsfünfzweisechsnullzwei  Sachverständige,,
2485,417,4,6,53206,807033.55,Restaurierung von Dokumentar- und Spielfilmen,Bundeskanzler und Bundeskanzleramt,532060406,Bundeskanzler und Bundeskanzleramt nullsechsfünfdreizweinullsechs ,Bundeskanzler und Bundeskanzleramt nullsechsfünfdreizweinullsechs  Restaurierung von Dokumentar- und Spielfilmen,,
2486,2556,10,18,51101,806203.59,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium für Ernährung und Landwirtschaft,511011018,Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinseinsnulleins ,"Bundesministerium für Ernährung und Landwirtschaft einsachtfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511011018.0
2487,172,2,67,63257,805792.59,Abfindungen und Erstattungen des Bundes für Versorgungslasten,Deutscher Bundestag,632570267,Deutscher Bundestag sechssiebensechsdreizweifünfsieben ,Deutscher Bundestag sechssiebensechsdreizweifünfsieben  Abfindungen und Erstattungen des Bundes für Versorgungslasten,Erstattungen des Bundes für Versorgungslasten,632570211.0
2488,2940,12,2,53218,805074.72,Europäischer Fonds für regionale Entwicklung -  Technische Hilfe für Verkehrsinfrastrukturvorhaben -,Bundesministerium für Digitales und Verkehr,532181202,Bundesministerium für Digitales und Verkehr nullzweifünfdreizweieinsacht ,Bundesministerium für Digitales und Verkehr nullzweifünfdreizweieinsacht  Europäischer Fonds für regionale Entwicklung -  Technische Hilfe für Verkehrsinfrastrukturvorhaben -,Zusammenarbeit europäischer meereskundlicher Institutionen im Hinblick auf Aufbau und Betrieb eines operationellen ozeanographischen Beobachtungssystems (EuroGOOS),687031219.0
2489,4590,17,1,52701,804516.85,Dienstreisen,"Bundesministerium für Familie, Senioren, Frauen und Jugend",527011701,"Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfzweisiebennulleins ","Bundesministerium für Familie, Senioren, Frauen und Jugend nulleinsfünfzweisiebennulleins  Dienstreisen",,
2491,3031,12,3,42749,803425.89,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Bundesministerium für Digitales und Verkehr,427491203,Bundesministerium für Digitales und Verkehr nulldreivierzweisiebenvierneun ,"Bundesministerium für Digitales und Verkehr nulldreivierzweisiebenvierneun  Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",,
2492,497,4,67,43157,801662.03,"Versorgungsbezüge der Bundeskanzler, Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",Bundeskanzler und Bundeskanzleramt,431570467,Bundeskanzler und Bundeskanzleramt sechssiebenvierdreieinsfünfsieben ,"Bundeskanzler und Bundeskanzleramt sechssiebenvierdreieinsfünfsieben  Versorgungsbezüge der Bundeskanzler, Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen","Versorgungsbezüge der Bundesministerinnen und Bundesminister, sonstiger Amtsträger und deren Hinterbliebenen",431570431.0
2493,2889,12,1,71201,799715.78,Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,Bundesministerium für Digitales und Verkehr,712011201,Bundesministerium für Digitales und Verkehr nulleinssiebeneinszweinulleins ,Bundesministerium für Digitales und Verkehr nulleinssiebeneinszweinulleins  Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,Baumaßnahmen von mehr als 6 000 000 € im Einzelfall,712011212.0
2494,4089,15,2,68467,798853.95,Zuschüsse an zentrale Einrichtungen und Verbände,Bundesministerium für Gesundheit,684671502,Bundesministerium für Gesundheit nullzweisechsachtviersechssieben ,Bundesministerium für Gesundheit nullzweisechsachtviersechssieben  Zuschüsse an zentrale Einrichtungen und Verbände,,
2496,169,2,67,43457,792266.55,Zuführung an die Versorgungsrücklage,Deutscher Bundestag,434570267,Deutscher Bundestag sechssiebenvierdreivierfünfsieben ,Deutscher Bundestag sechssiebenvierdreivierfünfsieben  Zuführung an die Versorgungsrücklage,,
2497,2724,11,5,51701,791727.2,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundesministerium für Arbeit und Soziales,517011105,Bundesministerium für Arbeit und Soziales nullfünffünfeinssiebennulleins ,"Bundesministerium für Arbeit und Soziales nullfünffünfeinssiebennulleins  Bewirtschaftung der Grundstücke, Gebäude und Räume","Bewirtschaftung der Grundstücke, Gebäude und Räume",517011116.0
2498,3832,14,3,53261,791298.46,Betreuungsmaßnahmen,Bundesministerium der Verteidigung,532611403,Bundesministerium der Verteidigung nulldreifünfdreizweisechseins ,Bundesministerium der Verteidigung nulldreifünfdreizweisechseins  Betreuungsmaßnahmen,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7,381031403.0
2499,1375,6,40,54301,790006.8,Veröffentlichung und Dokumentation,Bundesministerium des Innern und für Heimat,543010640,Bundesministerium des Innern und für Heimat viernullfünfvierdreinulleins ,Bundesministerium des Innern und für Heimat viernullfünfvierdreinulleins  Veröffentlichung und Dokumentation,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",453010635.0
2500,2789,11,7,51832,789489.08,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,Bundesministerium für Arbeit und Soziales,518321107,Bundesministerium für Arbeit und Soziales nullsiebenfünfeinsachtdreizwei ,Bundesministerium für Arbeit und Soziales nullsiebenfünfeinsachtdreizwei  Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,,
2501,4347,16,1,51901,788502.69,Unterhaltung der Grundstücke und baulichen Anlagen,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",519011601,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsfünfeinsneunnulleins ","Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz nulleinsfünfeinsneunnulleins  Unterhaltung der Grundstücke und baulichen Anlagen",Unterhaltung der Grundstücke und baulichen Anlagen,519011615.0
