,id,Zweckbestimmung,Ist 2012,Ist 2013,Ist 2014,Ist 2015,Ist 2016,Ist 2017,Ist 2018,Ist 2019,Ist 2020,Ist 2021,Ist 2022,Ist 2023
530,427091015,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2469639.51,2736125.03,3025597.3,3178228.29,3397022.97,3637342.97,3816532.69,4218663.81,4141118.38,3805493.5,4692836.81,4427357.43
256,119990812,Vermischte Einnahmen,2683048.92,4661390.5,4288403.75,4719315.21,4599608.6,4418955.62,4433914.3,4647877.56,4383965.12,4560901.56,4465693.0,4412487.4
846,687016002,"Zahlung des der Republik Österreich zustehenden Einnahmeanteils für das Zollanschlussgebiet Kleines Walsertal aufgrund Art. 12 des deutsch österreichischen Vertrages vom 
2. Dezember 1890",4504771.8,4537040.44,4500963.21,4630161.6,4551599.2,4615791.09,4638544.88,4731222.39,4740279.38,4651381.62,4611262.41,4301408.25
121,427090623,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",714480.93,1731298.58,2257617.76,1991912.54,1519185.44,857292.8,2217892.57,1972191.67,2123470.12,2755997.29,3874978.36,4268591.7
183,517010628,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1546019.0,2646012.58,2923461.37,3146905.12,2543307.57,2769547.6,3751820.65,2729155.43,3083040.88,3287558.59,3491394.91,4259794.15
258,427090812,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1096621.67,2608603.92,3000302.77,3121013.86,2922226.03,3844939.42,3520881.19,4055423.67,7461042.0,7433386.01,2858300.74,4243588.22
65,119990615,Vermischte Einnahmen,1057703.31,419606.76,1263959.76,407246.52,2449115.97,3957173.5,3058933.38,4004856.19,3196600.0,2829785.6,3139706.19,4202865.09
516,544011014,"Forschung, Untersuchungen und Ähnliches",2241480.32,1840933.85,2993721.46,2886521.47,2569682.28,1446641.15,2839125.33,3261719.46,3072032.88,3580813.33,3436006.17,4091262.02
353,547410914,Nicht aufteilbare sächliche Verwaltungsausgaben,6333483.55,5209235.3,3828771.17,3743732.41,3217015.76,2583375.43,2814610.02,2851472.93,4660470.28,2756821.06,5322897.24,4087855.38
27,518420504,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2506083.6,2506083.0,2506083.6,2506083.6,2506083.6,2506083.6,3797000.0,4422703.86,3693150.82,3730682.64,3780000.0,4080000.0
619,518021214,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,277788.88,264689.08,334945.08,344825.17,4120340.17,4001281.2,4001281.2,4001281.2,4001281.2,4064785.2,4055713.2,4055713.2
467,119091013,Vermischte Einnahmen,2699748.98,2799908.7,3261947.39,2396601.46,4143782.14,3363391.87,4301948.29,3263631.97,3789245.17,3801063.42,4452568.79,3972839.51
849,893016002,Baumaßnahmen zur Sicherung von privaten Wohnsitzen gefährdeter Personen,1818216.96,713099.72,3368799.55,1176075.39,966240.18,1430127.71,3474466.9,2032418.27,1801725.84,1296817.43,879115.2,3884920.94
504,427091014,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2813027.21,2556050.21,2870432.18,2790945.51,2368451.68,4126154.12,4049854.37,4446984.5,3881566.08,3340389.47,3058425.43,3861752.95
716,684051702,Zuschüsse an Wohlfahrtsverbände und andere zentrale Organisationen für die Beratung und Betreuung von Flüchtlingen und Auswanderern,2208282.94,2189676.6,1283053.0,1270520.53,1559027.95,1468010.0,1837245.05,1835190.0,1783078.0,1830740.6,3334807.0,3774150.0
86,119990616,Vermischte Einnahmen,1032823.13,1431579.28,1853317.74,1834451.0,1658454.13,3002018.01,1780384.47,2319646.71,2310854.44,2568028.16,3927584.75,3702488.46
605,527011212,Dienstreisen,186033.38,169383.43,150059.73,155382.36,2991267.95,2942495.35,3100980.9,3152610.49,1024898.96,536672.81,1717622.49,3661165.92
348,712010914,"Baumaßnahmen von mehr als 
1 000 000 € im Einzelfall",21406348.65,20901139.94,14721028.8,7383753.06,4790709.45,6286725.84,5155462.77,3521691.43,6628583.29,3916386.78,3423878.16,3661006.25
298,882010910,Zweckgebundene Zuweisungen an die Länder für Mitgliedseinrichtungen der Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. (WGL),1753025.0,1722150.0,1650000.0,1490850.0,2187216.83,1838324.97,1884147.0,1875428.26,2838676.74,2267472.0,2864323.0,3647271.0
206,519010629,Unterhaltung der Grundstücke und baulichen Anlagen,252688.1,228496.97,186687.19,194012.4,556454.33,731203.5,979890.08,771891.86,1522562.36,2861603.18,2073314.08,3646729.89
437,427090918,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1956622.53,2401508.57,2295483.51,2339232.63,2697773.84,2862498.97,2604606.05,2452671.12,2338733.01,2642699.45,3125827.34,3633872.44
296,541010910,Kommunikative Begleitung und Evaluation wirtschafts- und technologiepolitischer Vorhaben,3919764.5,3719324.01,3591065.33,5048159.16,4159774.04,3414570.43,1665288.34,1950290.33,1337077.93,4232618.63,2175507.6,3625834.76
311,511010913,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1105503.55,2060471.59,1758223.81,2083845.69,2206231.19,2278422.07,2354123.68,2538844.43,2735578.69,2984326.82,2314287.69,3596260.55
178,427090628,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1566994.15,2059345.09,2530442.2,2649765.04,2411811.29,2418070.43,2455745.76,2188940.05,2746110.75,3576438.89,4312550.48,3566523.46
599,511011212,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",2016176.81,2012489.27,2260132.2,1909722.92,3114686.97,4238342.81,3766297.48,4263172.15,3258135.64,3606509.52,3861139.98,3553096.98
135,132010624,Erlöse aus der Veräußerung von beweglichen Sachen,951012.9,1245436.67,333585.1,299801.73,577945.58,234463.04,891387.33,1303056.94,1057620.95,2408426.61,3407927.92,3414295.98
186,525010628,Aus- und Fortbildung,90390.51,2960753.72,2528040.5,2258090.8,2456277.74,3323323.4,2431242.5,2033717.05,1122763.43,1080923.76,1849390.98,3405713.6
763,687733003,"Beitrag und Aufwendungsersatz an den Verein ""Villa Vigoni e. V.""",1061000.0,1347507.37,1278358.63,1127230.88,1207854.66,1160194.4,1126000.0,1142000.0,1607311.25,1687247.45,4097874.47,3400874.39
409,428210916,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4964271.22,4827258.27,4913614.95,4457179.31,4189650.45,4071342.94,4066776.53,4031589.25,3830976.9,3714337.85,3559899.3,3370053.77
234,527010633,Dienstreisen,1010361.87,1251453.24,1533916.84,1821544.78,6337317.46,4087012.41,4370059.98,4403864.77,2214615.98,1235388.88,2269973.75,3280444.98
202,514010629,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",1080755.7,1124422.77,1149514.29,1014887.5,1033939.16,1231984.81,1398323.38,1680538.74,2079525.45,2406275.5,3021283.61,3266110.44
623,544011214,"Forschung, Untersuchungen und Ähnliches",112836.41,190544.43,154391.04,175529.21,4944472.95,3920467.25,5149847.34,3923969.6,3686031.13,3724603.98,3492972.53,3241367.61
362,517010915,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2320391.85,2502869.53,2339553.92,2377519.36,2392421.03,2279589.2,2428071.27,2655320.41,2713387.54,2797361.43,2845569.96,3236861.47
569,428211016,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1049084.41,973190.46,1190706.42,1546367.02,1664571.72,1984531.7,2337252.33,2591338.21,2927681.92,3086263.19,3141062.11,3223336.08
471,381011013,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3261754.66,1988066.45,1728712.87,1849806.28,2163044.46,2665799.78,2997932.7,2936718.04,2297042.47,2972108.7,2657583.73,3205135.43
52,511010612,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",461804.21,420099.14,4106139.53,3883312.43,3750013.64,3043567.53,3109284.31,3902938.86,5343008.81,4664874.54,5371370.32,3198373.8
612,427091214,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",9256304.73,9156074.89,8610619.95,7380601.46,2498961.27,2736683.61,2998860.17,3312945.36,3639061.79,3949964.12,3394387.06,3159827.85
895,439426067,"Sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs",4437519.98,4260000.0,4130000.0,4030000.0,3981977.44,3884733.5,3750000.0,3671008.16,3594870.99,3410248.13,3261346.17,3155000.0
869,232426067,"Erstattungen der Länder im Beitrittsgebiet für sonstige Versorgungsleistungen an Angehörige der ehemaligen Deutschen Volkspolizei, der Feuerwehr und des Strafvollzugs",4436817.98,4256524.71,4127949.28,4028914.53,3981977.44,3884733.5,3746070.43,3671008.16,3594870.99,3410248.13,3261346.17,3152859.79
222,422020633,Bezüge und Nebenleistungen der beamteten Hilfskräfte,320067.54,450009.92,702651.26,1330060.88,11184731.3,27651654.17,13437280.21,9361315.44,9353872.34,5606347.78,3667289.52,3143484.25
289,687010904,Maßnahmen im Zusammenhang mit Twinning-Projekten der EU und Beratungshilfe für das Ausland,800736.27,666229.62,749454.14,929044.12,847128.77,955494.55,949088.09,1701416.81,1720289.11,2656050.29,3620352.39,3132428.72
5,684010101,Deutsche Künstlerhilfe,3283896.31,3370786.12,3387406.18,3418912.46,3404678.27,3407331.98,3415186.71,3396875.0,3409800.0,3404400.0,3421900.0,3123801.79
83,539990615,Vermischte Verwaltungsausgaben,589976.84,565356.22,609237.19,860457.49,956733.33,2354608.26,1170373.53,1692163.47,1027095.4,1967651.02,1669786.85,3059564.8
43,812200602,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",13595153.72,21125249.68,17644950.3,13996370.76,10850590.71,10842125.18,4031022.55,4574353.21,1311002.55,2815578.01,4613290.25,3032527.69
701,119991504,Vermischte Einnahmen,363075.47,271853.16,284293.53,835226.17,1033782.42,661104.34,1160682.58,1163322.56,1092970.61,4574179.63,7466704.29,3000093.9
97,518020616,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2484531.72,2514998.57,2480755.62,2815482.72,2840657.16,2840657.16,2920866.84,2920866.84,2986110.24,2986110.24,2986110.24,2986110.24
233,525010633,Aus- und Fortbildung,444324.96,670447.5,703192.69,852231.44,986641.13,2227152.57,2827696.68,3974205.36,2396254.2,1712407.28,1924851.33,2970813.23
360,511010915,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1096160.67,2263737.0,2399307.51,2371092.09,2365416.73,2830314.88,3137366.71,3737115.72,4620832.06,5323170.67,3164170.73,2960674.68
244,518020635,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,960715.48,958247.62,970864.7,973890.81,1102053.31,1213049.82,1219579.08,1254754.28,1476907.87,1593997.74,1752711.9,2952414.9
64,111010615,"Gebühren, sonstige Entgelte",2057476.62,2737869.05,2284465.57,2900779.38,2384024.45,3022427.64,3012409.3,3273232.39,4808674.19,4531017.39,3385406.96,2926218.98
175,272090628,Einnahmen aus Zuschüssen der Europäischen Union,419992.9,621260.0,644909.18,782662.83,3656649.9,3199732.74,3440760.78,3024231.26,4453894.83,39058340.76,3043773.01,2898846.96
130,527010623,Dienstreisen,1205085.41,1387936.78,1388339.62,1437750.17,1524084.44,1686674.62,1947991.26,2278040.64,713315.87,413475.35,1620716.81,2842255.07
215,684010629,Zuschuss an die Vereinigung der Helfer und Förderer des Technischen Hilfswerks e. V. und an die THW-Jugend e. V.,1233377.58,1330000.0,1330000.0,1250000.0,1330000.0,1380000.0,1530000.0,1820000.0,2154719.44,2532669.99,2516619.68,2829759.2
444,518010918,Mieten und Pachten,5655252.95,114961.7,542843.06,469330.33,840977.84,1262873.55,1188069.25,1888435.31,1259874.4,1223840.45,1640873.13,2810484.85
881,636226067,Nachversicherungen,14230693.75,13515317.5,10707915.65,9059715.0,9656077.13,7031423.0,6097978.28,5818719.93,4041077.26,4555387.16,3203425.65,2746652.75
59,527010612,Dienstreisen,145951.01,115205.88,1917228.79,1938399.65,2022788.71,2344672.21,2681119.31,3160844.86,1317041.02,575303.44,1940685.7,2723826.13
476,511011013,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1934553.43,2000532.6,1846840.27,1889184.73,2063847.56,2196692.37,2153493.62,3120579.63,2987654.65,2891816.97,2395529.38,2718171.36
596,427091212,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3002862.22,3092565.62,3980701.99,4521805.73,3981213.91,3932186.31,4063162.21,3464137.78,3834531.28,3327422.39,2568518.93,2711130.73
49,427090612,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",837894.36,836224.18,2231890.93,1808910.85,1753866.67,1587676.1,2296242.06,3402791.98,4256274.42,3783260.32,3169984.44,2680338.42
744,685083003,"Zuschuss an die Stiftung zur Förderung der Hochschul-Rektorenkonferenz, Bonn",1914200.0,1946460.0,2006255.0,2028099.86,2110000.0,2136500.0,2219000.0,2350000.0,2421999.91,2452500.0,2580103.42,2659925.97
71,422030615,Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst,186307.81,259044.73,371339.94,395490.24,575678.77,658001.83,792607.66,1103179.22,1586015.8,2251977.8,2734814.62,2650158.05
252,685010710,"Beiträge an Vereine, Gesellschaften und Verbände im Inland",8654.17,8464.6,754128.99,1022376.1,1544481.92,1684946.14,2257811.32,2409535.96,3394844.04,2319035.69,2118515.22,2645824.84
117,111010623,"Gebühren, sonstige Entgelte",928765.99,996973.79,1255502.85,1132081.79,1444324.53,2025216.52,2473713.81,2190143.86,2402769.89,3564489.51,2392585.26,2640274.85
449,539990918,Vermischte Verwaltungsausgaben,723971.26,1260970.64,1576966.73,1469988.85,1123260.0,1968744.14,1526598.57,3483240.37,1956561.85,1403853.24,3041571.48,2637988.88
166,671030625,Ausgaben im Zusammenhang mit Sicherungsmaßnahmen auf den Verkehrsflughäfen,1914058.84,812831.86,1149196.46,1344339.26,1726361.8,2219245.63,2152036.05,2786062.8,2706651.24,1062483.54,1555585.08,2628166.03
382,422710915,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1798554.44,1911100.33,1900486.0,2109338.82,2322606.48,2289217.26,2235655.88,2485769.35,2475046.62,2461349.19,2469211.37,2592124.82
550,381011016,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,3000646.8,2667374.06,2609183.33,2341290.81,2295454.31,2739134.73,2436078.79,2677389.53,2579641.39,2521853.84,3575400.03,2591685.26
583,711011203,"Kleine Neu-, Um- und Erweiterungsbauten",1108198.37,818001.66,755154.99,1415522.82,1978817.01,5290583.25,3700903.2,4345828.35,4872899.47,4070939.86,3122048.94,2526073.22
522,547211014,Nicht aufteilbare sächliche Verwaltungsausgaben,3445355.49,3343788.95,2823724.2,2151325.24,2128644.44,5965999.4,3598631.77,1786353.79,2126362.24,2854740.0,2702772.55,2495639.2
238,812010633,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",366352.29,250843.84,367002.67,2027205.8,11015148.87,1357531.65,198644.65,413264.86,3578982.69,2858617.25,3027207.52,2484946.85
96,517010616,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1490084.33,1558474.67,1629835.09,1818080.34,1727527.0,1801667.73,1796425.99,1911599.71,2026905.29,2047872.27,2245856.82,2451780.99
266,527010812,Dienstreisen,449911.53,2404974.37,2225874.61,2660164.25,2608986.01,2379017.36,2982255.82,3074970.47,964919.0,411139.77,1522286.24,2443134.23
699,632011502,Bundesanteil zur Entschädigung von Hepatitis-C-Opfern der ehemaligen DDR,2055650.29,2099478.76,2028801.82,2065635.43,2091617.33,2124455.57,2079710.28,2013442.25,2189186.75,2282267.09,2370731.96,2405748.88
6,119990502,Vermischte Einnahmen,7917490.61,9345177.96,8113785.17,8143363.37,7888652.76,11571073.45,14987068.07,14131710.09,2139967.5,57677336.26,3278806.6,2401193.1
402,517010916,"Bewirtschaftung der Grundstücke, Gebäude und Räume",790826.01,718203.4,702629.24,803279.94,1020718.31,1326692.39,1476985.08,1260048.87,1642800.34,1967592.28,2410743.57,2364499.3
898,636416067,Erstattung von Verwaltungskosten an die Deutsche Rentenversicherung Bund,12852528.98,3026000.0,7540623.37,5045707.56,4467292.93,3272749.61,3118841.62,2977392.11,2828904.61,2654556.98,2562377.28,2359838.01
209,532010629,Durchführung von Aufträgen für Bundesbehörden und Dritte,4576505.1,7676490.81,1099193.46,1148095.78,1171514.4,1058218.61,824387.87,702972.07,1199330.58,1853299.26,2253559.28,2346068.85
617,517011214,"Bewirtschaftung der Grundstücke, Gebäude und Räume",9600316.3,9667466.29,11464782.41,9690644.32,2149575.76,1848325.08,1890410.71,2275273.17,2443947.84,2200357.28,2035399.59,2342003.32
448,527010918,Dienstreisen,3103726.17,3005147.3,2984293.77,3037959.01,3089918.39,3355871.54,3048468.93,3294143.31,731025.75,326437.18,1287738.84,2305535.25
34,119990602,Vermischte Einnahmen,3196120.1,2949648.13,1096300.65,1182378.51,1270620.29,1308897.94,1422541.69,1224263.99,40762.2,166257.55,4035494.8,2285704.61
240,427090635,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1537076.73,1898394.3,2078848.08,2468548.83,1887538.08,1721111.8,2629266.01,2820736.16,2342880.78,2268986.59,2343221.62,2281134.52
571,547211016,Nicht aufteilbare sächliche Verwaltungsausgaben,3835601.92,4035204.17,9581087.16,6032951.96,8140057.03,7155116.72,9364452.29,4328372.24,8873829.36,4223632.72,5466377.24,2247373.51
335,427090914,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",10008603.75,4254482.97,4301755.17,3568156.16,2756453.05,2799805.69,2622071.58,2365678.65,2302414.23,2388636.79,2418971.5,2240927.22
181,511010628,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",381422.54,692965.31,986324.58,959542.02,1135159.24,1012052.0,1252579.99,1431759.61,1472457.05,1945265.69,1930359.43,2205807.28
265,525010812,Aus- und Fortbildung,467739.78,1103709.91,1203358.39,1138874.13,1058872.32,1269405.7,1277338.07,1503871.53,700198.45,995920.45,1396217.99,2172933.49
102,427290616,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1403522.26,1530336.79,1761667.98,1672387.39,1678990.62,2674335.84,2770141.64,2663796.67,2174754.97,1750706.73,2165837.36,2171399.72
634,511011221,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",661499.61,619351.52,564969.25,653822.76,1806940.11,1973654.1,1504726.41,1482888.85,3187908.47,1714129.95,2103382.24,2142269.51
639,525011221,Aus- und Fortbildung,464862.56,541674.76,840085.3,834031.7,1365065.67,2056016.97,1297342.58,1689455.17,1081052.2,1186706.35,1383180.31,2118474.99
563,544011016,"Forschung, Untersuchungen und Ähnliches",1844077.94,2387801.49,1285351.12,1359148.33,1275148.44,1904060.96,2159697.36,1183527.42,1755470.39,1842747.68,2112591.81,2113800.64
95,511010616,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",147493.82,177242.63,1041804.77,1207890.6,1109706.29,1308806.66,1040324.1,1779487.4,1554256.53,2025940.52,2299309.9,2098973.72
159,519010625,Unterhaltung der Grundstücke und baulichen Anlagen,3071104.03,2462950.75,2579220.31,2408967.24,2542346.51,2288466.72,2084166.67,2793024.3,2161118.5,2266986.24,2011256.85,2063736.28
81,525010615,Aus- und Fortbildung,716929.69,758934.15,1165273.65,1477818.44,1343255.58,1566180.48,1460467.44,2118560.6,1645015.98,1469861.3,1441221.07,2054153.45
842,636026002,Zuschuss an die Deutsche Rentenversicherung Knappschaft-Bahn-See und an die Pensionskasse Deutscher Eisenbahnen und Straßenbahnen VVaG,8654542.33,7905030.51,7170605.13,6471038.86,6022605.22,5312995.37,4610651.11,4065291.06,3617196.19,3000073.09,2386269.2,2047425.98
829,049036001,Pauschalierte Einfuhrabgaben,1689164.52,1642006.86,1643259.62,1625447.06,1576476.49,1600722.8,1771156.25,1833322.75,1091480.88,1709880.02,1998762.83,2035630.01
354,119990915,Vermischte Einnahmen,2772917.59,1111961.66,925214.04,1562762.04,816502.85,1097353.99,2042441.87,1463003.85,1679294.65,996483.69,2417277.88,2029162.37
694,511011412,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",21400043.53,20656814.29,20421652.73,21716206.69,1596515.6,1784499.76,1544394.58,1929107.97,1744806.3,1832060.34,1787313.05,2015205.27
542,812011015,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungs-, Forschungs- und Versuchszwecke",1424001.81,2043899.93,1215589.68,1457845.89,1262161.19,2965322.81,967438.53,981638.87,1657617.36,1668279.59,2332195.8,2014625.14
260,453010812,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",68082.7,1539235.76,1744097.41,1610420.33,1839432.3,1767136.34,1554216.45,2124832.15,2147822.28,1756535.53,1712791.63,1996480.58
44,132010610,Erlöse aus der Veräußerung von beweglichen Sachen,807416.75,426930.09,886294.21,1221250.9,1296994.04,1379283.4,1293967.47,1820836.64,1565686.02,2302198.65,803583.39,1987647.53
408,422210916,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1988334.39,2021871.4,1985237.91,1976360.59,2091023.14,2206945.59,2175983.86,2226034.06,2450245.22,2219515.53,2270274.54,1979085.32
486,544011013,"Forschung, Untersuchungen und Ähnliches",1329290.33,1366297.18,1338584.85,1334275.17,1310746.89,1319739.33,1549727.96,1990692.09,2044064.4,2064770.71,1939885.81,1948373.17
636,517011221,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3371843.96,2980212.83,2799835.82,2673028.47,1383427.03,1428057.25,1633819.62,1791064.91,1785161.53,1881585.16,2028566.18,1936183.46
210,532020629,Hilfsmaßnahmen im Rahmen von EU-Abkommen und anderen Verträgen sowie Erkundungsmaßnahmen und Schnelleinsätze weltweit,232613.95,171526.38,628336.33,904589.33,660719.96,598000.05,560979.79,552677.62,437558.45,3128692.39,5326592.93,1924411.43
346,539990914,Vermischte Verwaltungsausgaben,449782.01,746726.79,927815.04,1580265.26,1677887.67,1463543.44,2382625.99,438674.48,2796416.01,2630861.6,2431705.97,1922643.49
129,525010623,Aus- und Fortbildung,318771.19,301714.49,409515.46,669607.94,865554.69,975961.64,864216.07,1218707.59,786987.16,1047636.11,1546470.33,1918282.9
717,119991710,Vermischte Einnahmen,34613.96,24248.8,837483.65,152353.62,141784.92,847850.48,297118.77,259842.23,1377282.67,47599726.9,2070524.23,1908022.11
263,518010812,Mieten und Pachten,428364.48,2002520.63,1854271.02,1936611.32,2076070.36,1696287.93,2136696.82,1978520.84,1316060.22,1279152.91,1513579.04,1888428.02
107,422010617,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,758409.84,732485.28,804667.71,842376.74,974485.98,982364.69,936914.78,939652.79,1221598.79,1434989.14,1651393.26,1855981.6
489,812011013,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungs-, Forschungs- und Versuchszwecke",1325529.46,824363.88,1260195.4,1399183.27,2750638.44,1474910.85,1230009.24,2910667.01,1686540.91,1225117.25,1654736.28,1805555.29
653,531011403,Beschaffung und Haltung von Tieren,1233930.82,1097334.43,1071066.73,1372332.49,1308135.76,1317037.93,1283780.99,1251189.45,1215895.83,1287592.18,1436994.86,1768690.59
745,685093003,Hochschulbezogene zentrale Maßnahmen studentischer Verbände und anderer Organisationen,1418191.98,1373550.92,1368445.72,1714081.83,1742045.82,1641545.78,1488171.52,1571837.0,102532046.26,112813855.33,1991218.43,1726608.19
540,544011015,"Forschung, Untersuchungen und Ähnliches",1757989.35,1430862.95,1292610.61,1201305.09,1520446.2,1328471.43,1580321.53,1605648.62,1610669.58,1473394.99,1338950.66,1719541.01
418,511010917,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",449994.44,797901.03,930490.66,923977.87,982683.33,859182.24,852423.5,1383042.76,1018161.45,974934.32,1356903.16,1714502.26
592,543011211,Veröffentlichung und Dokumentation,143757.29,86917.42,90904.71,104844.79,1140770.22,1264886.49,1119626.4,997766.14,917780.36,1451673.22,1562490.25,1702125.68
502,381011014,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,4457046.43,2825486.73,1826859.76,1151697.38,1262414.27,1412267.01,1914906.59,2118743.73,2490103.64,3459638.42,2807059.6,1675797.85
671,433711403,Absicherung von ehemaligen Soldatinnen und Soldaten auf Zeit gegen die wirtschaftlichen Folgen der Arbeitslosigkeit,9869882.34,9258459.49,8368602.58,6119899.73,4738079.61,2720148.02,1080086.18,1482850.1,1964312.66,1821017.29,1428980.54,1672531.24
523,119091015,Vermischte Einnahmen,2205330.95,1222390.96,893647.26,1080354.08,981635.58,901573.12,628703.75,792643.06,953294.05,870133.8,1035676.82,1641569.48
577,119991113,Vermischte Einnahmen,17902.82,6969.32,1663853.89,1566918.1,1695459.37,1797865.47,1772508.0,1334309.61,2977935.09,827128.01,1241530.25,1627263.34
208,527010629,Dienstreisen,602263.55,613252.86,630427.34,610113.65,890909.55,912357.69,974013.56,1319712.07,772134.4,517178.09,1134996.5,1624010.26
236,544010633,"Forschung, Untersuchungen und Ähnliches",174526.74,662637.49,60797.92,388987.09,315475.14,19406.93,15231.18,519260.04,1323007.79,532519.65,1293458.51,1608821.99
690,514111407,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",1524892.81,1399849.68,1524880.75,1505700.63,1399629.14,1478566.43,1184325.1,1391977.11,1170287.6,1308100.01,1740693.36,1605611.77
237,711010633,"Kleine Neu-, Um- und Erweiterungsbauten",102972.2,75803.68,29599.22,1383687.51,19023659.33,2516098.36,1867913.21,2098661.05,3061058.17,1883032.18,1268428.54,1586859.1
